Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,7126.84,8200
Loja 2,Acre,Norte,9369.29,8200
Loja 3,Santa Catarina,Sul,7885.54,7000
Loja 4,Santa Catarina,Sul,9732.04,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,9426.57,7000
Loja 6,Acre,Norte,9125.36,8500
Loja 7,Bahia,Nordeste,8348.86,7000
Loja 8,Roraima,Norte,9575.03,7200
Loja 9,Bahia,Nordeste,7797.57,7000
Loja 10,Maranhão,Nordeste,7181.55,7800
Loja 11,Espírito Santo,Sudeste,8633.66,7000
Loja 12,Santa Catarina,Sul,6018.74,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,6285.2,7500
Loja 14,Paraíba,Nordeste,9605.51,7200
Loja 15,Sergipe,Nordeste,6133.22,7200
Loja 16,Bahia,Nordeste,8271.03,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,9976.36,7000
Loja 18,Maranhão,Nordeste,9162.34,7200
Loja 19,Maranhão,Nordeste,7558.62,7200
Loja 20,Amazonas,Norte,9566.24,7500
Loja 21,Pará,Norte,7274.97,7500
Loja 22,Bahia,Nordeste,8554.25,7000
Loja 23,Roraima,Norte,6558.09,7800
Loja 24,Alagoas,Nordeste,8548.95,7800
Loja 25,Sergipe,Nordeste,9208.34,7800
Loja 26,Amapá,Norte,7365.38,8500
Loja 27,Ceará,Nordeste,8208.87,7200
Loja 28,São Paulo,Sudeste,6109.03,7500
Loja 29,Rio Grande do Norte,Nordeste,7184.61,7500
Loja 30,Paraná,Sul,7339.37,7800
Loja 31,Acre,Norte,9724.06,8500
Loja 32,Rio Grande do Sul,Sul,8511.71,7500
Loja 33,Alagoas,Nordeste,7706.63,8500
Loja 34,Ceará,Nordeste,7046.26,8000
Loja 35,Goiás,Centro-Oeste,8280.34,7800
Loja 36,Amazonas,Norte,6600.5,7000
Loja 37,Goiás,Centro-Oeste,9017.45,7800
Loja 38,Amazonas,Norte,9476.53,8500
Loja 39,Maranhão,Nordeste,7592.78,8500
Loja 40,Roraima,Norte,8937.35,8000
Loja 41,Tocantins,Norte,9321.09,7800
Loja 42,Espírito Santo,Sudeste,9352.68,8200
Loja 43,Bahia,Nordeste,6128.93,8500
Loja 44,Santa Catarina,Sul,9834.35,8000
Loja 45,Tocantins,Norte,7416.24,7200
Loja 46,Mato Grosso do Sul,Centro-Oeste,7412.38,7500
Loja 47,Bahia,Nordeste,8681.92,8200
Loja 48,Pará,Norte,7214.83,7800
Loja 49,Paraíba,Nordeste,6222.6,7800
Loja 50,Paraná,Sul,9727.77,7500
Loja 51,Rio Grande do Sul,Sul,9773.25,7500
Loja 52,Piauí,Nordeste,7548.94,7000
Loja 53,Paraná,Sul,8931.96,7000
Loja 54,Santa Catarina,Sul,7914.63,8200
