Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,6961.69,8200
Loja 2,Acre,Norte,8505.63,8200
Loja 3,Santa Catarina,Sul,7257.85,7000
Loja 4,Santa Catarina,Sul,6235.39,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,8429.91,7000
Loja 6,Acre,Norte,6443.59,8500
Loja 7,Bahia,Nordeste,6903.95,7000
Loja 8,Roraima,Norte,6872.56,7200
Loja 9,Bahia,Nordeste,6320.33,7000
Loja 10,Maranhão,Nordeste,8667.86,7800
Loja 11,Espírito Santo,Sudeste,8645.1,7000
Loja 12,Santa Catarina,Sul,7037.03,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,6477.25,7500
Loja 14,Paraíba,Nordeste,9424.72,7200
Loja 15,Sergipe,Nordeste,7214.12,7200
Loja 16,Bahia,Nordeste,7143.55,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,9798.4,7000
Loja 18,Maranhão,Nordeste,8073.2,7200
Loja 19,Maranhão,Nordeste,7263.36,7200
Loja 20,Amazonas,Norte,6043.85,7500
Loja 21,Pará,Norte,7935.83,7500
Loja 22,Bahia,Nordeste,8357.51,7000
Loja 23,Roraima,Norte,8499.94,7800
Loja 24,Alagoas,Nordeste,6866.41,7800
Loja 25,Sergipe,Nordeste,9751.97,7800
Loja 26,Amapá,Norte,8158.63,8500
Loja 27,Ceará,Nordeste,6186.35,7200
Loja 28,São Paulo,Sudeste,7444.37,7500
Loja 29,Rio Grande do Norte,Nordeste,9366.64,7500
Loja 30,Paraná,Sul,8451.74,7800
Loja 31,Acre,Norte,6163.81,8500
Loja 32,Rio Grande do Sul,Sul,6977.35,7500
Loja 33,Alagoas,Nordeste,7294.08,8500
Loja 34,Ceará,Nordeste,7551.77,8000
Loja 35,Goiás,Centro-Oeste,9679.58,7800
Loja 36,Amazonas,Norte,7282.18,7000
Loja 37,Goiás,Centro-Oeste,7793.43,7800
Loja 38,Amazonas,Norte,9939.78,8500
Loja 39,Maranhão,Nordeste,7878.41,8500
Loja 40,Roraima,Norte,8663.23,8000
Loja 41,Tocantins,Norte,6510.04,7800
Loja 42,Espírito Santo,Sudeste,9671.25,8200
