Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,6576.63,7000
Loja 2,Amapá,Norte,7231.9,8000
Loja 3,Acre,Norte,9400.85,7000
Loja 4,Bahia,Nordeste,6071.56,8200
Loja 5,Alagoas,Nordeste,8129.24,8200
Loja 6,Roraima,Norte,6970.08,7200
Loja 7,Santa Catarina,Sul,7582.57,8500
Loja 8,Bahia,Nordeste,8808.76,7500
Loja 9,Tocantins,Norte,7171.04,8000
Loja 10,Rondônia,Norte,8170.64,7200
Loja 11,Espírito Santo,Sudeste,7435.64,7200
Loja 12,Amapá,Norte,8863.59,7500
Loja 13,Paraná,Sul,7309.75,7800
Loja 14,Bahia,Nordeste,6911.95,7000
Loja 15,Mato Grosso,Centro-Oeste,7546.31,8500
Loja 16,Pernambuco,Nordeste,9121.51,7500
Loja 17,Rio Grande do Sul,Sul,7078.5,8500
Loja 18,Santa Catarina,Sul,9397.04,8000
Loja 19,Amapá,Norte,8386.51,8500
Loja 20,Pará,Norte,9532.39,7000
Loja 21,Maranhão,Nordeste,8721.36,8200
Loja 22,Paraíba,Nordeste,7089.9,7800
Loja 23,Tocantins,Norte,9528.87,7500
Loja 24,Mato Grosso,Centro-Oeste,7180.62,7200
Loja 25,Santa Catarina,Sul,8941.94,8200
Loja 26,Tocantins,Norte,8370.92,8200
Loja 27,Pará,Norte,9714.61,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,9985.47,8200
Loja 29,Espírito Santo,Sudeste,9875.22,8200
Loja 30,Rio de Janeiro,Sudeste,6389.23,7000
Loja 31,Minas Gerais,Sudeste,7689.63,7200
Loja 32,Goiás,Centro-Oeste,7860.66,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,9914.45,7500
Loja 34,Piauí,Nordeste,8861.4,7200
Loja 35,Minas Gerais,Sudeste,6802.72,7500
Loja 36,Pernambuco,Nordeste,9201.55,7000
Loja 37,Santa Catarina,Sul,8042.69,7500
Loja 38,Pará,Norte,7063.27,8200
Loja 39,Piauí,Nordeste,7893.85,7200
Loja 40,Rondônia,Norte,8933.68,7500
Loja 41,Rio Grande do Sul,Sul,8998.47,7800
Loja 42,Amapá,Norte,9191.96,7000
Loja 43,Alagoas,Nordeste,6252.83,7200
Loja 44,Espírito Santo,Sudeste,6626.41,7800
Loja 45,Pará,Norte,9943.58,7500
Loja 46,Espírito Santo,Sudeste,7972.88,7500
Loja 47,Rio Grande do Sul,Sul,7635.97,7800
Loja 48,Acre,Norte,9131.27,8500
Loja 49,Rondônia,Norte,9342.33,7000
Loja 50,Roraima,Norte,6141.61,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,6931.97,8500
Loja 52,Acre,Norte,7203.53,8200
Loja 53,Maranhão,Nordeste,7000.77,8000
Loja 54,São Paulo,Sudeste,6510.4,7500
Loja 55,Ceará,Nordeste,6090.43,7200
Loja 56,Rio Grande do Norte,Nordeste,6322.49,8500
Loja 57,Mato Grosso,Centro-Oeste,9890.79,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,9485.13,7800
Loja 59,Paraíba,Nordeste,8349.97,8200
Loja 60,Santa Catarina,Sul,9172.31,8500
Loja 61,Mato Grosso do Sul,Centro-Oeste,8108.68,8200
Loja 62,Goiás,Centro-Oeste,7687.08,7800
Loja 63,Rondônia,Norte,7509.27,8500
Loja 64,Piauí,Nordeste,8521.6,8200
Loja 65,Amazonas,Norte,9667.96,7000
Loja 66,Espírito Santo,Sudeste,8663.7,8000
Loja 67,Santa Catarina,Sul,6404.12,7000
Loja 68,Piauí,Nordeste,6133.41,8500
Loja 69,Minas Gerais,Sudeste,6706.95,7800
Loja 70,Rondônia,Norte,9965.66,8000
Loja 71,Rio Grande do Sul,Sul,6751.41,8000
Loja 72,Espírito Santo,Sudeste,6633.89,8500
Loja 73,Bahia,Nordeste,6433.83,8200
Loja 74,Paraná,Sul,7125.64,7000
Loja 75,Pará,Norte,9280.86,8500
Loja 76,Ceará,Nordeste,6762.77,8500
Loja 77,Goiás,Centro-Oeste,6952.0,7200
Loja 78,Espírito Santo,Sudeste,6759.82,7500
Loja 79,Pará,Norte,9388.72,8200
Loja 80,Goiás,Centro-Oeste,9095.6,8000
