Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,9730.78,7000
Loja 2,Amapá,Norte,6438.07,8000
Loja 3,Acre,Norte,6047.04,7000
Loja 4,Bahia,Nordeste,6276.07,8200
Loja 5,Alagoas,Nordeste,9505.39,8200
Loja 6,Roraima,Norte,8477.64,7200
Loja 7,Santa Catarina,Sul,7795.31,8500
Loja 8,Bahia,Nordeste,9219.33,7500
Loja 9,Tocantins,Norte,6421.84,8000
Loja 10,Rondônia,Norte,6179.21,7200
Loja 11,Espírito Santo,Sudeste,8334.87,7200
Loja 12,Amapá,Norte,8285.98,7500
Loja 13,Paraná,Sul,9816.76,7800
Loja 14,Bahia,Nordeste,6656.55,7000
Loja 15,Mato Grosso,Centro-Oeste,7505.29,8500
Loja 16,Pernambuco,Nordeste,7632.97,7500
Loja 17,Rio Grande do Sul,Sul,8464.47,8500
Loja 18,Santa Catarina,Sul,8234.73,8000
Loja 19,Amapá,Norte,6778.36,8500
Loja 20,Pará,Norte,6996.51,7000
Loja 21,Maranhão,Nordeste,9674.48,8200
Loja 22,Paraíba,Nordeste,7468.31,7800
Loja 23,Tocantins,Norte,7673.81,7500
Loja 24,Mato Grosso,Centro-Oeste,7983.2,7200
Loja 25,Santa Catarina,Sul,7357.07,8200
Loja 26,Tocantins,Norte,8240.11,8200
Loja 27,Pará,Norte,7977.33,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,9067.26,8200
Loja 29,Espírito Santo,Sudeste,9885.94,8200
Loja 30,Rio de Janeiro,Sudeste,6693.6,7000
Loja 31,Minas Gerais,Sudeste,7554.67,7200
Loja 32,Goiás,Centro-Oeste,7397.25,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,9243.65,7500
Loja 34,Piauí,Nordeste,9775.32,7200
Loja 35,Minas Gerais,Sudeste,8732.43,7500
Loja 36,Pernambuco,Nordeste,6941.07,7000
Loja 37,Santa Catarina,Sul,9389.53,7500
Loja 38,Pará,Norte,8535.44,8200
Loja 39,Piauí,Nordeste,8587.29,7200
Loja 40,Rondônia,Norte,8865.32,7500
Loja 41,Rio Grande do Sul,Sul,6348.89,7800
Loja 42,Amapá,Norte,9925.84,7000
Loja 43,Alagoas,Nordeste,7854.6,7200
Loja 44,Espírito Santo,Sudeste,6837.32,7800
Loja 45,Pará,Norte,7563.39,7500
Loja 46,Espírito Santo,Sudeste,7450.91,7500
Loja 47,Rio Grande do Sul,Sul,7940.74,7800
Loja 48,Acre,Norte,8493.76,8500
Loja 49,Rondônia,Norte,8203.7,7000
Loja 50,Roraima,Norte,6806.61,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,9117.07,8500
Loja 52,Acre,Norte,6912.51,8200
Loja 53,Maranhão,Nordeste,6652.96,8000
Loja 54,São Paulo,Sudeste,9643.95,7500
Loja 55,Ceará,Nordeste,6897.85,7200
Loja 56,Rio Grande do Norte,Nordeste,8346.79,8500
Loja 57,Mato Grosso,Centro-Oeste,9306.13,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,8182.13,7800
Loja 59,Paraíba,Nordeste,6630.04,8200
Loja 60,Santa Catarina,Sul,9181.01,8500
Loja 61,Mato Grosso do Sul,Centro-Oeste,9467.69,8200
Loja 62,Goiás,Centro-Oeste,7347.7,7800
Loja 63,Rondônia,Norte,8135.6,8500
Loja 64,Piauí,Nordeste,6798.71,8200
Loja 65,Amazonas,Norte,7925.6,7000
Loja 66,Espírito Santo,Sudeste,7588.26,8000
Loja 67,Santa Catarina,Sul,7961.6,7000
Loja 68,Piauí,Nordeste,7775.97,8500
Loja 69,Minas Gerais,Sudeste,7393.88,7800
Loja 70,Rondônia,Norte,8422.17,8000
Loja 71,Rio Grande do Sul,Sul,7234.39,8000
Loja 72,Espírito Santo,Sudeste,9437.22,8500
Loja 73,Bahia,Nordeste,9934.34,8200
Loja 74,Paraná,Sul,6631.27,7000
Loja 75,Pará,Norte,6400.49,8500
Loja 76,Ceará,Nordeste,7036.76,8500
Loja 77,Goiás,Centro-Oeste,8804.33,7200
Loja 78,Espírito Santo,Sudeste,7299.09,7500
Loja 79,Pará,Norte,9700.67,8200
Loja 80,Goiás,Centro-Oeste,9630.78,8000
Loja 81,Mato Grosso do Sul,Centro-Oeste,7852.13,8500
Loja 82,Mato Grosso,Centro-Oeste,9131.44,7500
Loja 83,Goiás,Centro-Oeste,9909.45,7800
Loja 84,Rio Grande do Sul,Sul,9851.19,7800
Loja 85,Amazonas,Norte,8293.53,7800
Loja 86,Mato Grosso,Centro-Oeste,6853.2,8000
Loja 87,Rio Grande do Sul,Sul,6430.55,8500
Loja 88,Mato Grosso,Centro-Oeste,8644.72,7200
Loja 89,Maranhão,Nordeste,7876.16,8000
Loja 90,Rio Grande do Norte,Nordeste,9559.57,7000
Loja 91,Santa Catarina,Sul,8441.61,7800
Loja 92,Rondônia,Norte,6895.65,7500
Loja 93,Mato Grosso,Centro-Oeste,9472.53,8200
Loja 94,Bahia,Nordeste,7811.67,8500
Loja 95,Rio de Janeiro,Sudeste,6449.91,8500
Loja 96,Sergipe,Nordeste,8525.21,7500
Loja 97,Roraima,Norte,6515.22,7500
Loja 98,Alagoas,Nordeste,7281.31,7000
Loja 99,Rio Grande do Norte,Nordeste,6934.79,8200
Loja 100,Santa Catarina,Sul,8748.97,7200
Loja 101,Rio Grande do Norte,Nordeste,8714.26,7800
Loja 102,Santa Catarina,Sul,9175.53,8200
Loja 103,Pernambuco,Nordeste,8033.79,7500
Loja 104,Minas Gerais,Sudeste,9398.35,8000
Loja 105,Alagoas,Nordeste,6975.11,8500
Loja 106,Espírito Santo,Sudeste,7075.47,8200
Loja 107,Piauí,Nordeste,9189.48,7000
Loja 108,Tocantins,Norte,7781.02,8000
Loja 109,Rio de Janeiro,Sudeste,9592.94,8200
Loja 110,Amazonas,Norte,9975.09,7800
Loja 111,Ceará,Nordeste,8027.09,7800
Loja 112,Rio Grande do Sul,Sul,7349.76,7800
Loja 113,Paraná,Sul,7121.77,8200
Loja 114,Goiás,Centro-Oeste,7071.57,8000
Loja 115,Rio Grande do Norte,Nordeste,7279.21,8200
Loja 116,Rio Grande do Norte,Nordeste,6064.49,7200
Loja 117,Mato Grosso do Sul,Centro-Oeste,7201.74,8500
Loja 118,Roraima,Norte,9802.83,7200
Loja 119,Piauí,Nordeste,7046.41,8000
Loja 120,Rio Grande do Sul,Sul,9390.76,8200
Loja 121,Bahia,Nordeste,9263.33,7200
Loja 122,Santa Catarina,Sul,8107.41,7500
Loja 123,Minas Gerais,Sudeste,7389.85,7200
Loja 124,Rio de Janeiro,Sudeste,9145.3,8500
Loja 125,Mato Grosso,Centro-Oeste,8634.58,8200
Loja 126,Alagoas,Nordeste,6828.43,8200
Loja 127,Roraima,Norte,9548.16,8500
Loja 128,Alagoas,Nordeste,7978.61,7800
Loja 129,Mato Grosso,Centro-Oeste,6565.55,7500
Loja 130,Alagoas,Nordeste,7724.76,8000
Loja 131,Pará,Norte,6022.75,8200
Loja 132,Pernambuco,Nordeste,6405.01,7800
Loja 133,Ceará,Nordeste,9257.45,7500
Loja 134,Santa Catarina,Sul,8993.77,7500
Loja 135,Rio Grande do Norte,Nordeste,6706.55,8200
Loja 136,Espírito Santo,Sudeste,7180.47,8200
Loja 137,Minas Gerais,Sudeste,7926.36,8500
Loja 138,Rondônia,Norte,7146.74,8200
Loja 139,Amazonas,Norte,9176.52,7200
Loja 140,Ceará,Nordeste,7290.7,7500
Loja 141,Tocantins,Norte,6000.67,8200
Loja 142,Mato Grosso,Centro-Oeste,8492.14,8500
Loja 143,Rondônia,Norte,7494.21,8000
Loja 144,Maranhão,Nordeste,9600.41,7200
Loja 145,Alagoas,Nordeste,8864.96,7500
Loja 146,Goiás,Centro-Oeste,6348.69,8200
Loja 147,Santa Catarina,Sul,7420.45,8500
Loja 148,Mato Grosso,Centro-Oeste,8052.29,8500
Loja 149,Paraná,Sul,9934.52,7000
Loja 150,Bahia,Nordeste,8925.5,7500
Loja 151,Paraná,Sul,9801.94,7500
Loja 152,São Paulo,Sudeste,7758.65,7200
Loja 153,Goiás,Centro-Oeste,9096.4,8500
Loja 154,Roraima,Norte,8202.94,7500
Loja 155,Alagoas,Nordeste,7622.35,7200
Loja 156,Pernambuco,Nordeste,9321.47,7200
Loja 157,Amazonas,Norte,8110.42,7800
Loja 158,Espírito Santo,Sudeste,7292.87,8500
Loja 159,Mato Grosso do Sul,Centro-Oeste,6213.08,8200
