Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,9635.2,7000
Loja 2,Amapá,Norte,8956.2,8000
Loja 3,Acre,Norte,9660.28,7000
Loja 4,Bahia,Nordeste,6984.47,8200
Loja 5,Alagoas,Nordeste,6725.68,8200
Loja 6,Roraima,Norte,9913.0,7200
Loja 7,Santa Catarina,Sul,7849.0,8500
Loja 8,Bahia,Nordeste,6849.71,7500
Loja 9,Tocantins,Norte,8544.46,8000
Loja 10,Rondônia,Norte,7659.68,7200
Loja 11,Espírito Santo,Sudeste,7319.61,7200
Loja 12,Amapá,Norte,6323.9,7500
Loja 13,Paraná,Sul,9282.82,7800
Loja 14,Bahia,Nordeste,7741.11,7000
Loja 15,Mato Grosso,Centro-Oeste,7279.53,8500
Loja 16,Pernambuco,Nordeste,8144.54,7500
Loja 17,Rio Grande do Sul,Sul,7581.96,8500
Loja 18,Santa Catarina,Sul,9555.7,8000
Loja 19,Amapá,Norte,6001.49,8500
Loja 20,Pará,Norte,8026.49,7000
Loja 21,Maranhão,Nordeste,6622.42,8200
Loja 22,Paraíba,Nordeste,9148.73,7800
Loja 23,Tocantins,Norte,8034.75,7500
Loja 24,Mato Grosso,Centro-Oeste,8071.26,7200
Loja 25,Santa Catarina,Sul,6945.52,8200
Loja 26,Tocantins,Norte,6788.1,8200
Loja 27,Pará,Norte,8058.15,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,9723.87,8200
Loja 29,Espírito Santo,Sudeste,7276.18,8200
Loja 30,Rio de Janeiro,Sudeste,6690.23,7000
Loja 31,Minas Gerais,Sudeste,7689.09,7200
Loja 32,Goiás,Centro-Oeste,6745.28,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,9173.78,7500
Loja 34,Piauí,Nordeste,7995.94,7200
Loja 35,Minas Gerais,Sudeste,7436.86,7500
Loja 36,Pernambuco,Nordeste,6095.14,7000
Loja 37,Santa Catarina,Sul,9014.11,7500
Loja 38,Pará,Norte,8633.06,8200
Loja 39,Piauí,Nordeste,8181.79,7200
Loja 40,Rondônia,Norte,9285.02,7500
Loja 41,Rio Grande do Sul,Sul,6850.88,7800
Loja 42,Amapá,Norte,8282.16,7000
Loja 43,Alagoas,Nordeste,7938.44,7200
Loja 44,Espírito Santo,Sudeste,7915.87,7800
Loja 45,Pará,Norte,6600.55,7500
Loja 46,Espírito Santo,Sudeste,6088.8,7500
Loja 47,Rio Grande do Sul,Sul,8941.84,7800
Loja 48,Acre,Norte,8079.04,8500
Loja 49,Rondônia,Norte,8963.83,7000
Loja 50,Roraima,Norte,9260.83,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,6499.99,8500
Loja 52,Acre,Norte,8639.53,8200
Loja 53,Maranhão,Nordeste,8319.0,8000
Loja 54,São Paulo,Sudeste,9593.5,7500
Loja 55,Ceará,Nordeste,8751.69,7200
Loja 56,Rio Grande do Norte,Nordeste,9691.36,8500
Loja 57,Mato Grosso,Centro-Oeste,6463.51,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,7886.42,7800
Loja 59,Paraíba,Nordeste,8176.31,8200
Loja 60,Santa Catarina,Sul,9289.58,8500
Loja 61,Mato Grosso do Sul,Centro-Oeste,8876.68,8200
Loja 62,Goiás,Centro-Oeste,8701.85,7800
Loja 63,Rondônia,Norte,6177.01,8500
Loja 64,Piauí,Nordeste,7496.74,8200
Loja 65,Amazonas,Norte,7549.99,7000
Loja 66,Espírito Santo,Sudeste,8826.4,8000
Loja 67,Santa Catarina,Sul,6587.09,7000
Loja 68,Piauí,Nordeste,9562.83,8500
Loja 69,Minas Gerais,Sudeste,8356.69,7800
Loja 70,Rondônia,Norte,7715.75,8000
Loja 71,Rio Grande do Sul,Sul,9972.0,8000
Loja 72,Espírito Santo,Sudeste,7383.24,8500
Loja 73,Bahia,Nordeste,9782.35,8200
Loja 74,Paraná,Sul,9982.51,7000
Loja 75,Pará,Norte,6051.28,8500
Loja 76,Ceará,Nordeste,7151.21,8500
Loja 77,Goiás,Centro-Oeste,6137.72,7200
Loja 78,Espírito Santo,Sudeste,8117.21,7500
Loja 79,Pará,Norte,8639.27,8200
Loja 80,Goiás,Centro-Oeste,7472.32,8000
Loja 81,Mato Grosso do Sul,Centro-Oeste,8980.13,8500
Loja 82,Mato Grosso,Centro-Oeste,8063.82,7500
Loja 83,Goiás,Centro-Oeste,8416.38,7800
Loja 84,Rio Grande do Sul,Sul,7969.72,7800
Loja 85,Amazonas,Norte,6646.14,7800
Loja 86,Mato Grosso,Centro-Oeste,9580.94,8000
Loja 87,Rio Grande do Sul,Sul,9895.31,8500
Loja 88,Mato Grosso,Centro-Oeste,6916.11,7200
Loja 89,Maranhão,Nordeste,7066.01,8000
Loja 90,Rio Grande do Norte,Nordeste,6192.97,7000
Loja 91,Santa Catarina,Sul,9398.67,7800
Loja 92,Rondônia,Norte,8615.79,7500
Loja 93,Mato Grosso,Centro-Oeste,7476.55,8200
Loja 94,Bahia,Nordeste,8331.08,8500
Loja 95,Rio de Janeiro,Sudeste,9634.49,8500
Loja 96,Sergipe,Nordeste,7989.16,7500
Loja 97,Roraima,Norte,8354.09,7500
Loja 98,Alagoas,Nordeste,7118.42,7000
Loja 99,Rio Grande do Norte,Nordeste,8060.21,8200
Loja 100,Santa Catarina,Sul,7930.48,7200
Loja 101,Rio Grande do Norte,Nordeste,8551.37,7800
Loja 102,Santa Catarina,Sul,7026.86,8200
Loja 103,Pernambuco,Nordeste,7048.73,7500
Loja 104,Minas Gerais,Sudeste,7061.85,8000
Loja 105,Alagoas,Nordeste,9321.32,8500
Loja 106,Espírito Santo,Sudeste,9692.22,8200
Loja 107,Piauí,Nordeste,7527.03,7000
Loja 108,Tocantins,Norte,7623.13,8000
Loja 109,Rio de Janeiro,Sudeste,8479.83,8200
Loja 110,Amazonas,Norte,9000.16,7800
Loja 111,Ceará,Nordeste,9020.32,7800
Loja 112,Rio Grande do Sul,Sul,9036.49,7800
Loja 113,Paraná,Sul,7525.25,8200
Loja 114,Goiás,Centro-Oeste,9995.41,8000
Loja 115,Rio Grande do Norte,Nordeste,8244.69,8200
Loja 116,Rio Grande do Norte,Nordeste,9873.69,7200
Loja 117,Mato Grosso do Sul,Centro-Oeste,8717.15,8500
Loja 118,Roraima,Norte,7861.0,7200
Loja 119,Piauí,Nordeste,9114.81,8000
Loja 120,Rio Grande do Sul,Sul,9549.16,8200
Loja 121,Bahia,Nordeste,6707.22,7200
Loja 122,Santa Catarina,Sul,8610.49,7500
Loja 123,Minas Gerais,Sudeste,7771.23,7200
Loja 124,Rio de Janeiro,Sudeste,7023.96,8500
Loja 125,Mato Grosso,Centro-Oeste,8105.52,8200
Loja 126,Alagoas,Nordeste,7190.02,8200
Loja 127,Roraima,Norte,9422.19,8500
Loja 128,Alagoas,Nordeste,7649.97,7800
Loja 129,Mato Grosso,Centro-Oeste,8010.95,7500
Loja 130,Alagoas,Nordeste,6929.47,8000
Loja 131,Pará,Norte,9858.29,8200
Loja 132,Pernambuco,Nordeste,6667.37,7800
Loja 133,Ceará,Nordeste,8020.48,7500
Loja 134,Santa Catarina,Sul,7152.11,7500
Loja 135,Rio Grande do Norte,Nordeste,6582.01,8200
Loja 136,Espírito Santo,Sudeste,6180.56,8200
Loja 137,Minas Gerais,Sudeste,8148.85,8500
Loja 138,Rondônia,Norte,8005.85,8200
Loja 139,Amazonas,Norte,6986.05,7200
Loja 140,Ceará,Nordeste,8123.3,7500
Loja 141,Tocantins,Norte,7894.97,8200
Loja 142,Mato Grosso,Centro-Oeste,7914.03,8500
Loja 143,Rondônia,Norte,8120.94,8000
Loja 144,Maranhão,Nordeste,8368.53,7200
Loja 145,Alagoas,Nordeste,8957.0,7500
Loja 146,Goiás,Centro-Oeste,8032.97,8200
Loja 147,Santa Catarina,Sul,8191.69,8500
Loja 148,Mato Grosso,Centro-Oeste,6485.52,8500
Loja 149,Paraná,Sul,6935.65,7000
Loja 150,Bahia,Nordeste,7253.83,7500
Loja 151,Paraná,Sul,8579.43,7500
Loja 152,São Paulo,Sudeste,9766.54,7200
Loja 153,Goiás,Centro-Oeste,8019.01,8500
Loja 154,Roraima,Norte,6992.81,7500
Loja 155,Alagoas,Nordeste,6334.03,7200
Loja 156,Pernambuco,Nordeste,9592.43,7200
Loja 157,Amazonas,Norte,6026.52,7800
Loja 158,Espírito Santo,Sudeste,8902.17,8500
Loja 159,Mato Grosso do Sul,Centro-Oeste,7939.38,8200
Loja 160,Paraná,Sul,7934.93,7200
Loja 161,Rio de Janeiro,Sudeste,8301.43,8200
Loja 162,Ceará,Nordeste,9060.0,8000
Loja 163,Rondônia,Norte,7318.29,7800
Loja 164,Rio Grande do Norte,Nordeste,9743.76,7800
Loja 165,Rio Grande do Sul,Sul,8280.58,7500
Loja 166,Espírito Santo,Sudeste,7170.91,8500
Loja 167,Pernambuco,Nordeste,6311.31,7200
Loja 168,Amapá,Norte,9859.01,7500
Loja 169,Maranhão,Nordeste,9240.62,7200
Loja 170,Rio de Janeiro,Sudeste,9561.64,8000
Loja 171,Ceará,Nordeste,6065.8,8000
Loja 172,Espírito Santo,Sudeste,9226.87,7200
Loja 173,Piauí,Nordeste,7910.36,7000
Loja 174,Santa Catarina,Sul,6313.96,7000
Loja 175,Espírito Santo,Sudeste,9839.51,8200
Loja 176,Roraima,Norte,8973.21,7500
Loja 177,Sergipe,Nordeste,8053.12,8200
Loja 178,Tocantins,Norte,6524.77,7000
Loja 179,Tocantins,Norte,6779.99,8000
Loja 180,Maranhão,Nordeste,6112.45,7500
Loja 181,Mato Grosso,Centro-Oeste,8011.95,8200
Loja 182,Pernambuco,Nordeste,7500.35,8500
Loja 183,Acre,Norte,8145.21,8500
Loja 184,Rio Grande do Norte,Nordeste,6243.04,7200
Loja 185,Bahia,Nordeste,9909.3,8200
Loja 186,Rio Grande do Norte,Nordeste,8095.72,7000
Loja 187,Paraíba,Nordeste,8288.74,8200
Loja 188,Rondônia,Norte,8419.02,7000
Loja 189,Minas Gerais,Sudeste,8492.3,8200
Loja 190,São Paulo,Sudeste,8945.8,8200
Loja 191,Mato Grosso do Sul,Centro-Oeste,9403.53,7500
Loja 192,Ceará,Nordeste,9355.07,8200
Loja 193,Bahia,Nordeste,7700.59,8200
Loja 194,Amapá,Norte,7308.26,7800
Loja 195,Ceará,Nordeste,8808.19,8200
Loja 196,Espírito Santo,Sudeste,9347.31,8000
Loja 197,Ceará,Nordeste,8051.79,8000
Loja 198,Rio de Janeiro,Sudeste,7058.76,8000
Loja 199,Mato Grosso do Sul,Centro-Oeste,6521.49,8200
Loja 200,Mato Grosso do Sul,Centro-Oeste,6403.89,8000
Loja 201,São Paulo,Sudeste,9861.36,7000
Loja 202,Santa Catarina,Sul,9440.7,8000
Loja 203,Piauí,Nordeste,6497.29,7200
Loja 204,Ceará,Nordeste,7991.32,7800
Loja 205,Espírito Santo,Sudeste,8381.3,7000
Loja 206,Maranhão,Nordeste,6001.48,8200
Loja 207,Paraíba,Nordeste,7413.5,7000
Loja 208,Pará,Norte,9284.41,7200
Loja 209,Alagoas,Nordeste,7243.19,8200
Loja 210,Minas Gerais,Sudeste,6141.07,7500
Loja 211,Minas Gerais,Sudeste,9264.17,7200
Loja 212,Amazonas,Norte,6828.26,7200
Loja 213,Santa Catarina,Sul,8525.13,7000
Loja 214,Piauí,Nordeste,7906.37,7500
Loja 215,São Paulo,Sudeste,8082.48,8200
Loja 216,Roraima,Norte,9778.66,8200
Loja 217,Roraima,Norte,7960.5,8200
Loja 218,Maranhão,Nordeste,8462.27,7500
Loja 219,Piauí,Nordeste,9395.91,8000
Loja 220,Amapá,Norte,8317.82,7500
Loja 221,Bahia,Nordeste,8426.05,8500
Loja 222,Pernambuco,Nordeste,9569.92,8500
Loja 223,Minas Gerais,Sudeste,9833.97,7000
Loja 224,São Paulo,Sudeste,8591.08,7000
Loja 225,Rio de Janeiro,Sudeste,7784.72,7000
Loja 226,Goiás,Centro-Oeste,8385.76,7800
Loja 227,Paraíba,Nordeste,7580.97,7000
Loja 228,Rio Grande do Sul,Sul,8998.46,8000
Loja 229,São Paulo,Sudeste,7538.38,7200
Loja 230,Ceará,Nordeste,7154.54,8500
Loja 231,Piauí,Nordeste,8605.03,7200
Loja 232,Alagoas,Nordeste,9420.14,8500
Loja 233,Maranhão,Nordeste,7536.18,8000
Loja 234,Paraíba,Nordeste,8247.11,7500
