Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Maranhão,Nordeste,7736.08,7000
Loja 2,Amazonas,Norte,7511.96,7500
Loja 3,São Paulo,Sudeste,7307.55,8500
Loja 4,Minas Gerais,Sudeste,7584.88,7000
Loja 5,Pernambuco,Nordeste,6192.23,8000
Loja 6,Bahia,Nordeste,7119.66,8200
Loja 7,Paraíba,Nordeste,6483.92,7200
Loja 8,Roraima,Norte,7003.98,7800
Loja 9,Santa Catarina,Sul,8258.78,7200
Loja 10,Sergipe,Nordeste,6787.14,7800
Loja 11,Sergipe,Nordeste,9959.54,7200
Loja 12,Pernambuco,Nordeste,9528.24,8000
Loja 13,Amapá,Norte,8284.2,8000
Loja 14,Rio Grande do Sul,Sul,8386.66,7200
Loja 15,Espírito Santo,Sudeste,8482.99,7200
Loja 16,Ceará,Nordeste,7225.99,7000
Loja 17,Pará,Norte,6428.8,8200
Loja 18,Mato Grosso,Centro-Oeste,8150.6,8000
Loja 19,Paraná,Sul,6289.11,7500
Loja 20,Minas Gerais,Sudeste,7642.43,8200
Loja 21,Paraíba,Nordeste,7628.28,8500
Loja 22,Mato Grosso do Sul,Centro-Oeste,7758.21,8000
Loja 23,Rondônia,Norte,8278.56,7800
Loja 24,Santa Catarina,Sul,8925.93,8500
Loja 25,Ceará,Nordeste,6129.68,7000
Loja 26,Mato Grosso,Centro-Oeste,9119.05,7800
Loja 27,Piauí,Nordeste,7057.57,8000
Loja 28,Espírito Santo,Sudeste,7625.26,8200
Loja 29,Maranhão,Nordeste,8420.55,7500
Loja 30,Amapá,Norte,9822.15,7500
Loja 31,Roraima,Norte,9568.94,8200
Loja 32,Alagoas,Nordeste,7503.73,7000
Loja 33,Amazonas,Norte,6513.13,7000
Loja 34,Maranhão,Nordeste,6599.82,7000
Loja 35,Pernambuco,Nordeste,9730.61,8000
Loja 36,Ceará,Nordeste,6478.51,8500
Loja 37,Piauí,Nordeste,6313.92,7500
Loja 38,Rio Grande do Sul,Sul,9175.42,8000
Loja 39,Piauí,Nordeste,8488.07,8000
Loja 40,Roraima,Norte,6824.24,8200
Loja 41,Rio Grande do Sul,Sul,8393.94,8200
Loja 42,Paraíba,Nordeste,9902.25,7000
Loja 43,Piauí,Nordeste,8587.58,7200
Loja 44,São Paulo,Sudeste,7232.79,7200
Loja 45,Amapá,Norte,7096.29,7000
Loja 46,Santa Catarina,Sul,8314.98,7500
Loja 47,Sergipe,Nordeste,9231.22,7800
Loja 48,Tocantins,Norte,9328.57,8000
Loja 49,Ceará,Nordeste,6965.51,8000
Loja 50,Santa Catarina,Sul,9715.7,8000
Loja 51,Rondônia,Norte,9537.62,8000
Loja 52,Pernambuco,Nordeste,6722.99,8000
Loja 53,Alagoas,Nordeste,9573.91,8200
Loja 54,Maranhão,Nordeste,9756.83,7800
Loja 55,Paraná,Sul,8392.89,8500
Loja 56,Espírito Santo,Sudeste,6878.02,7800
Loja 57,Maranhão,Nordeste,7218.07,7800
Loja 58,Bahia,Nordeste,9009.56,7500
Loja 59,Pará,Norte,7376.68,8200
Loja 60,Roraima,Norte,6074.75,7000
Loja 61,Paraíba,Nordeste,8381.26,8200
Loja 62,Amapá,Norte,8493.85,7800
Loja 63,Mato Grosso,Centro-Oeste,8959.09,7800
Loja 64,Bahia,Nordeste,8510.83,8000
Loja 65,Rio de Janeiro,Sudeste,8066.63,8500
Loja 66,Mato Grosso,Centro-Oeste,8945.86,7000
Loja 67,Paraná,Sul,6417.23,7200
Loja 68,Pernambuco,Nordeste,6147.03,8500
Loja 69,Mato Grosso,Centro-Oeste,7288.52,7500
Loja 70,Bahia,Nordeste,6581.81,7000
Loja 71,Rio Grande do Norte,Nordeste,7284.49,7800
Loja 72,Maranhão,Nordeste,7335.8,7500
Loja 73,Roraima,Norte,9430.65,8500
Loja 74,Alagoas,Nordeste,9532.85,7200
Loja 75,Minas Gerais,Sudeste,6614.89,8200
Loja 76,Santa Catarina,Sul,7911.74,7800
Loja 77,Amapá,Norte,9144.46,7200
Loja 78,Goiás,Centro-Oeste,6780.45,7000
Loja 79,Ceará,Nordeste,7259.61,8000
Loja 80,Roraima,Norte,7043.01,7000
Loja 81,Goiás,Centro-Oeste,7791.17,7000
Loja 82,Rio de Janeiro,Sudeste,8555.48,7200
Loja 83,Paraíba,Nordeste,7438.69,8200
Loja 84,Paraíba,Nordeste,8202.26,7000
Loja 85,Santa Catarina,Sul,6351.74,7000
Loja 86,Alagoas,Nordeste,9751.45,8200
Loja 87,Mato Grosso do Sul,Centro-Oeste,9789.53,8500
Loja 88,Mato Grosso,Centro-Oeste,7026.91,8000
Loja 89,Minas Gerais,Sudeste,7137.56,8000
Loja 90,Mato Grosso,Centro-Oeste,6175.44,8000
Loja 91,Amapá,Norte,6014.97,7800
Loja 92,Ceará,Nordeste,8287.42,8500
Loja 93,Rio Grande do Norte,Nordeste,6955.68,7800
Loja 94,Pará,Norte,9240.65,7800
Loja 95,Amazonas,Norte,9849.66,8000
Loja 96,Mato Grosso,Centro-Oeste,9950.75,7800
Loja 97,Pará,Norte,6635.33,7800
Loja 98,Amapá,Norte,9113.13,7800
Loja 99,Maranhão,Nordeste,9557.28,7800
Loja 100,Pernambuco,Nordeste,6539.03,8500
Loja 101,Bahia,Nordeste,8480.78,7000
Loja 102,Amapá,Norte,7343.69,8000
Loja 103,Acre,Norte,8829.3,7800
Loja 104,Acre,Norte,7312.57,7500
Loja 105,Ceará,Nordeste,7964.38,7200
Loja 106,Paraíba,Nordeste,7644.52,8000
Loja 107,Bahia,Nordeste,9032.92,8000
Loja 108,Goiás,Centro-Oeste,6043.41,7800
Loja 109,Paraíba,Nordeste,6778.18,7000
Loja 110,Pernambuco,Nordeste,7633.19,7500
Loja 111,Rondônia,Norte,8275.92,7000
Loja 112,Paraíba,Nordeste,8828.8,7200
Loja 113,Maranhão,Nordeste,8447.23,7200
Loja 114,Espírito Santo,Sudeste,8777.38,8000
Loja 115,Minas Gerais,Sudeste,8275.94,8000
Loja 116,Sergipe,Nordeste,9612.41,8000
Loja 117,Santa Catarina,Sul,9326.55,7200
Loja 118,Espírito Santo,Sudeste,9448.25,7000
Loja 119,Rio de Janeiro,Sudeste,7620.37,8500
Loja 120,Bahia,Nordeste,8794.54,7000
Loja 121,Rondônia,Norte,7413.57,8000
Loja 122,Espírito Santo,Sudeste,8730.48,7000
Loja 123,Ceará,Nordeste,6262.56,7800
Loja 124,São Paulo,Sudeste,7794.68,8200
Loja 125,Espírito Santo,Sudeste,7548.18,7500
Loja 126,Paraná,Sul,9313.66,7500
Loja 127,Maranhão,Nordeste,6108.29,7500
Loja 128,Amazonas,Norte,8045.83,8200
Loja 129,Rio de Janeiro,Sudeste,9751.96,8500
Loja 130,Rio de Janeiro,Sudeste,9883.72,7500
Loja 131,Paraíba,Nordeste,6765.75,7000
Loja 132,Amapá,Norte,6600.85,7500
Loja 133,Alagoas,Nordeste,8711.12,7500
Loja 134,Rio Grande do Norte,Nordeste,6028.87,8500
Loja 135,Amapá,Norte,8626.8,7500
Loja 136,Rondônia,Norte,8707.53,7000
Loja 137,Bahia,Nordeste,7443.19,7800
Loja 138,Bahia,Nordeste,8631.77,8500
Loja 139,Ceará,Nordeste,7645.23,7800
Loja 140,Minas Gerais,Sudeste,9549.49,7000
Loja 141,Amapá,Norte,8023.69,8000
Loja 142,Minas Gerais,Sudeste,9103.93,8500
Loja 143,Espírito Santo,Sudeste,9657.91,7000
Loja 144,Rio Grande do Norte,Nordeste,9182.33,7200
Loja 145,Maranhão,Nordeste,7689.06,8500
Loja 146,Minas Gerais,Sudeste,6962.34,7500
Loja 147,Rio Grande do Norte,Nordeste,6502.57,8500
Loja 148,Roraima,Norte,8254.51,8000
Loja 149,Ceará,Nordeste,7483.14,7000
Loja 150,Ceará,Nordeste,7616.42,7000
Loja 151,Mato Grosso,Centro-Oeste,8210.21,7500
Loja 152,Amazonas,Norte,8065.18,7800
Loja 153,Goiás,Centro-Oeste,9147.92,7000
Loja 154,Mato Grosso,Centro-Oeste,7649.3,7500
Loja 155,São Paulo,Sudeste,8641.8,8500
Loja 156,Espírito Santo,Sudeste,7958.61,8200
Loja 157,Amazonas,Norte,7419.1,7500
Loja 158,Rio Grande do Norte,Nordeste,7816.33,7200
Loja 159,Rondônia,Norte,6473.28,7800
Loja 160,Minas Gerais,Sudeste,6389.09,7000
Loja 161,Espírito Santo,Sudeste,8462.89,8000
Loja 162,Minas Gerais,Sudeste,7575.54,8200
Loja 163,Roraima,Norte,7517.98,8500
Loja 164,Maranhão,Nordeste,6523.77,7500
Loja 165,Pará,Norte,8941.29,7200
Loja 166,Rio de Janeiro,Sudeste,6877.55,7800
Loja 167,Roraima,Norte,6072.04,8500
Loja 168,Pará,Norte,6384.68,7800
Loja 169,Goiás,Centro-Oeste,9956.86,7500
Loja 170,Rio Grande do Sul,Sul,7119.86,8500
Loja 171,Mato Grosso,Centro-Oeste,8295.01,7000
Loja 172,Santa Catarina,Sul,9412.79,7500
Loja 173,Minas Gerais,Sudeste,8860.49,8000
Loja 174,Espírito Santo,Sudeste,9944.5,8200
Loja 175,Amapá,Norte,8974.06,7200
Loja 176,Amazonas,Norte,7513.15,7000
Loja 177,Paraíba,Nordeste,9224.62,7800
Loja 178,Alagoas,Nordeste,8233.41,7800
Loja 179,Pernambuco,Nordeste,6085.22,8000
Loja 180,Pará,Norte,7724.41,7500
Loja 181,Ceará,Nordeste,8906.03,8500
Loja 182,Mato Grosso do Sul,Centro-Oeste,9570.47,8500
Loja 183,Alagoas,Nordeste,6670.68,7500
Loja 184,Amapá,Norte,8717.08,7800
Loja 185,Piauí,Nordeste,6580.87,8500
Loja 186,Rio de Janeiro,Sudeste,7693.35,8500
Loja 187,Tocantins,Norte,6687.74,8200
Loja 188,São Paulo,Sudeste,6257.08,7800
Loja 189,Mato Grosso do Sul,Centro-Oeste,9388.47,7200
Loja 190,Rio de Janeiro,Sudeste,9410.86,7800
Loja 191,Maranhão,Nordeste,8780.66,8500
Loja 192,Pernambuco,Nordeste,8520.59,8000
Loja 193,Santa Catarina,Sul,7028.27,7500
Loja 194,Rio Grande do Norte,Nordeste,8204.46,7000
Loja 195,Rio Grande do Norte,Nordeste,8936.04,8000
Loja 196,Maranhão,Nordeste,7820.29,7000
Loja 197,Rio Grande do Sul,Sul,9634.84,8200
Loja 198,Pernambuco,Nordeste,9096.95,8200
Loja 199,Tocantins,Norte,7261.5,8500
Loja 200,Pernambuco,Nordeste,8761.75,8200
Loja 201,Santa Catarina,Sul,8052.11,8000
Loja 202,Maranhão,Nordeste,8963.72,7200
Loja 203,Alagoas,Nordeste,9767.31,7200
Loja 204,Amapá,Norte,9616.1,7500
Loja 205,Bahia,Nordeste,6771.86,7800
Loja 206,Roraima,Norte,9940.96,8200
Loja 207,Piauí,Nordeste,7599.84,8000
Loja 208,Ceará,Nordeste,9229.35,8200
Loja 209,Santa Catarina,Sul,7176.95,7000
Loja 210,Rondônia,Norte,8652.07,7500
Loja 211,Pará,Norte,8521.25,7000
Loja 212,Tocantins,Norte,6895.04,7800
Loja 213,Rio Grande do Norte,Nordeste,8893.45,7500
Loja 214,Bahia,Nordeste,7238.88,8000
Loja 215,Minas Gerais,Sudeste,8117.02,8500
Loja 216,Maranhão,Nordeste,8810.61,7200
Loja 217,Sergipe,Nordeste,8745.82,8200
Loja 218,Santa Catarina,Sul,9645.8,7800
Loja 219,Ceará,Nordeste,9321.32,7200
Loja 220,Amapá,Norte,9622.42,8000
Loja 221,Bahia,Nordeste,9697.0,8500
Loja 222,Espírito Santo,Sudeste,7246.4,7800
Loja 223,Goiás,Centro-Oeste,8624.36,7000
Loja 224,Paraíba,Nordeste,7746.23,7200
Loja 225,Rondônia,Norte,6046.97,8500
Loja 226,Rio Grande do Norte,Nordeste,9197.01,8200
Loja 227,Bahia,Nordeste,6018.34,8200
Loja 228,Mato Grosso,Centro-Oeste,6711.95,7500
Loja 229,Bahia,Nordeste,9755.96,8000
Loja 230,Pará,Norte,6198.94,7200
Loja 231,São Paulo,Sudeste,7275.33,7500
Loja 232,Piauí,Nordeste,8895.46,7500
Loja 233,Amapá,Norte,6394.24,7000
Loja 234,Amazonas,Norte,8866.06,7200
Loja 235,Paraíba,Nordeste,7288.53,7800
Loja 236,Maranhão,Nordeste,6514.15,8500
Loja 237,Rondônia,Norte,6486.95,8200
