Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,7810.6,8200
Loja 2,Acre,Norte,7172.63,8200
Loja 3,Santa Catarina,Sul,8049.83,7000
Loja 4,Santa Catarina,Sul,8824.75,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,8496.06,7000
Loja 6,Acre,Norte,6918.93,8500
Loja 7,Bahia,Nordeste,6467.14,7000
Loja 8,Roraima,Norte,7039.51,7200
Loja 9,Bahia,Nordeste,8354.95,7000
Loja 10,Maranhão,Nordeste,6121.11,7800
Loja 11,Espírito Santo,Sudeste,8150.93,7000
Loja 12,Santa Catarina,Sul,8247.97,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,6730.84,7500
Loja 14,Paraíba,Nordeste,6508.72,7200
Loja 15,Sergipe,Nordeste,6190.62,7200
Loja 16,Bahia,Nordeste,9191.88,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,6743.4,7000
Loja 18,Maranhão,Nordeste,9338.53,7200
Loja 19,Maranhão,Nordeste,6574.72,7200
Loja 20,Amazonas,Norte,6783.33,7500
Loja 21,Pará,Norte,9441.49,7500
Loja 22,Bahia,Nordeste,7051.54,7000
Loja 23,Roraima,Norte,8590.55,7800
Loja 24,Alagoas,Nordeste,7346.89,7800
Loja 25,Sergipe,Nordeste,8464.96,7800
Loja 26,Amapá,Norte,8939.12,8500
Loja 27,Ceará,Nordeste,7823.11,7200
Loja 28,São Paulo,Sudeste,7520.35,7500
Loja 29,Rio Grande do Norte,Nordeste,6709.17,7500
Loja 30,Paraná,Sul,9721.5,7800
Loja 31,Acre,Norte,7164.6,8500
Loja 32,Rio Grande do Sul,Sul,7601.51,7500
Loja 33,Alagoas,Nordeste,6562.09,8500
Loja 34,Ceará,Nordeste,8353.75,8000
Loja 35,Goiás,Centro-Oeste,8528.92,7800
Loja 36,Amazonas,Norte,8632.62,7000
Loja 37,Goiás,Centro-Oeste,6226.59,7800
Loja 38,Amazonas,Norte,9494.55,8500
Loja 39,Maranhão,Nordeste,9619.09,8500
Loja 40,Roraima,Norte,9868.18,8000
Loja 41,Tocantins,Norte,7459.39,7800
Loja 42,Espírito Santo,Sudeste,7957.54,8200
Loja 43,Bahia,Nordeste,8489.02,8500
Loja 44,Santa Catarina,Sul,9018.75,8000
Loja 45,Tocantins,Norte,9511.57,7200
Loja 46,Mato Grosso do Sul,Centro-Oeste,9570.58,7500
Loja 47,Bahia,Nordeste,8225.14,8200
Loja 48,Pará,Norte,8598.98,7800
Loja 49,Paraíba,Nordeste,8957.49,7800
Loja 50,Paraná,Sul,9254.03,7500
Loja 51,Rio Grande do Sul,Sul,7748.88,7500
Loja 52,Piauí,Nordeste,6744.06,7000
Loja 53,Paraná,Sul,7617.59,7000
Loja 54,Santa Catarina,Sul,6764.53,8200
Loja 55,Pernambuco,Nordeste,7576.08,7500
Loja 56,Minas Gerais,Sudeste,7161.04,8000
