Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,7034.57,7000
Loja 2,Amapá,Norte,6460.07,8000
Loja 3,Acre,Norte,9293.22,7000
Loja 4,Bahia,Nordeste,9035.26,8200
Loja 5,Alagoas,Nordeste,9600.14,8200
Loja 6,Roraima,Norte,6835.84,7200
Loja 7,Santa Catarina,Sul,8863.86,8500
Loja 8,Bahia,Nordeste,6515.7,7500
Loja 9,Tocantins,Norte,7981.83,8000
Loja 10,Rondônia,Norte,8179.67,7200
Loja 11,Espírito Santo,Sudeste,6578.25,7200
Loja 12,Amapá,Norte,6150.46,7500
Loja 13,Paraná,Sul,8170.94,7800
Loja 14,Bahia,Nordeste,6805.53,7000
Loja 15,Mato Grosso,Centro-Oeste,7868.27,8500
Loja 16,Pernambuco,Nordeste,9169.18,7500
Loja 17,Rio Grande do Sul,Sul,7393.67,8500
Loja 18,Santa Catarina,Sul,9003.74,8000
Loja 19,Amapá,Norte,6000.83,8500
Loja 20,Pará,Norte,9296.93,7000
Loja 21,Maranhão,Nordeste,8548.8,8200
Loja 22,Paraíba,Nordeste,8135.67,7800
Loja 23,Tocantins,Norte,9682.64,7500
Loja 24,Mato Grosso,Centro-Oeste,9309.11,7200
Loja 25,Santa Catarina,Sul,7991.3,8200
Loja 26,Tocantins,Norte,8673.84,8200
Loja 27,Pará,Norte,6257.28,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,7225.76,8200
Loja 29,Espírito Santo,Sudeste,8477.27,8200
Loja 30,Rio de Janeiro,Sudeste,9661.03,7000
Loja 31,Minas Gerais,Sudeste,9711.84,7200
Loja 32,Goiás,Centro-Oeste,7840.54,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,9902.46,7500
Loja 34,Piauí,Nordeste,8205.83,7200
Loja 35,Minas Gerais,Sudeste,8663.55,7500
Loja 36,Pernambuco,Nordeste,7318.32,7000
Loja 37,Santa Catarina,Sul,9410.65,7500
Loja 38,Pará,Norte,7031.8,8200
Loja 39,Piauí,Nordeste,8717.86,7200
Loja 40,Rondônia,Norte,9034.56,7500
Loja 41,Rio Grande do Sul,Sul,8092.76,7800
Loja 42,Amapá,Norte,6447.19,7000
Loja 43,Alagoas,Nordeste,9074.48,7200
Loja 44,Espírito Santo,Sudeste,9488.18,7800
Loja 45,Pará,Norte,6835.2,7500
Loja 46,Espírito Santo,Sudeste,7185.83,7500
Loja 47,Rio Grande do Sul,Sul,9688.89,7800
Loja 48,Acre,Norte,9152.51,8500
Loja 49,Rondônia,Norte,8692.91,7000
Loja 50,Roraima,Norte,6122.51,8500
