Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,9886.52,8200
Loja 2,Acre,Norte,6548.18,8200
Loja 3,Santa Catarina,Sul,7347.8,7000
Loja 4,Santa Catarina,Sul,9356.58,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,9972.13,7000
Loja 6,Acre,Norte,7074.59,8500
Loja 7,Bahia,Nordeste,6554.17,7000
Loja 8,Roraima,Norte,6720.02,7200
Loja 9,Bahia,Nordeste,7831.42,7000
Loja 10,Maranhão,Nordeste,8821.87,7800
Loja 11,Espírito Santo,Sudeste,7275.42,7000
Loja 12,Santa Catarina,Sul,9635.25,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,8008.38,7500
Loja 14,Paraíba,Nordeste,9092.82,7200
Loja 15,Sergipe,Nordeste,9972.6,7200
Loja 16,Bahia,Nordeste,9436.61,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,8620.19,7000
Loja 18,Maranhão,Nordeste,8856.58,7200
Loja 19,Maranhão,Nordeste,6280.86,7200
Loja 20,Amazonas,Norte,8825.6,7500
Loja 21,Pará,Norte,9374.72,7500
Loja 22,Bahia,Nordeste,9269.31,7000
Loja 23,Roraima,Norte,6028.21,7800
Loja 24,Alagoas,Nordeste,8308.23,7800
Loja 25,Sergipe,Nordeste,7695.76,7800
Loja 26,Amapá,Norte,9712.55,8500
Loja 27,Ceará,Nordeste,8879.82,7200
Loja 28,São Paulo,Sudeste,7558.4,7500
Loja 29,Rio Grande do Norte,Nordeste,8468.29,7500
Loja 30,Paraná,Sul,8662.01,7800
Loja 31,Acre,Norte,7767.86,8500
Loja 32,Rio Grande do Sul,Sul,9243.46,7500
Loja 33,Alagoas,Nordeste,6071.73,8500
Loja 34,Ceará,Nordeste,9223.99,8000
Loja 35,Goiás,Centro-Oeste,7381.16,7800
Loja 36,Amazonas,Norte,6323.01,7000
Loja 37,Goiás,Centro-Oeste,6781.02,7800
Loja 38,Amazonas,Norte,6749.36,8500
Loja 39,Maranhão,Nordeste,6754.93,8500
Loja 40,Roraima,Norte,8925.2,8000
Loja 41,Tocantins,Norte,7214.44,7800
Loja 42,Espírito Santo,Sudeste,6398.6,8200
Loja 43,Bahia,Nordeste,6707.29,8500
Loja 44,Santa Catarina,Sul,6974.66,8000
Loja 45,Tocantins,Norte,7598.47,7200
