Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,7133.5,7000
Loja 2,Amapá,Norte,8027.46,8000
Loja 3,Acre,Norte,6230.45,7000
Loja 4,Bahia,Nordeste,6946.09,8200
Loja 5,Alagoas,Nordeste,9119.43,8200
Loja 6,Roraima,Norte,7013.8,7200
Loja 7,Santa Catarina,Sul,8274.94,8500
Loja 8,Bahia,Nordeste,7146.67,7500
Loja 9,Tocantins,Norte,6788.14,8000
Loja 10,Rondônia,Norte,6645.39,7200
Loja 11,Espírito Santo,Sudeste,8699.53,7200
Loja 12,Amapá,Norte,9888.76,7500
Loja 13,Paraná,Sul,9700.03,7800
Loja 14,Bahia,Nordeste,6601.46,7000
Loja 15,Mato Grosso,Centro-Oeste,6715.91,8500
Loja 16,Pernambuco,Nordeste,8077.3,7500
Loja 17,Rio Grande do Sul,Sul,9582.54,8500
Loja 18,Santa Catarina,Sul,6442.27,8000
Loja 19,Amapá,Norte,8394.34,8500
Loja 20,Pará,Norte,7882.27,7000
Loja 21,Maranhão,Nordeste,8933.73,8200
Loja 22,Paraíba,Nordeste,7624.11,7800
Loja 23,Tocantins,Norte,8582.09,7500
Loja 24,Mato Grosso,Centro-Oeste,8423.39,7200
Loja 25,Santa Catarina,Sul,7437.41,8200
Loja 26,Tocantins,Norte,8547.53,8200
Loja 27,Pará,Norte,9041.83,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,8439.91,8200
Loja 29,Espírito Santo,Sudeste,7858.16,8200
Loja 30,Rio de Janeiro,Sudeste,7791.71,7000
Loja 31,Minas Gerais,Sudeste,7056.66,7200
Loja 32,Goiás,Centro-Oeste,7390.2,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,8870.87,7500
Loja 34,Piauí,Nordeste,7673.19,7200
Loja 35,Minas Gerais,Sudeste,6617.68,7500
Loja 36,Pernambuco,Nordeste,9824.3,7000
Loja 37,Santa Catarina,Sul,8513.96,7500
Loja 38,Pará,Norte,6264.37,8200
Loja 39,Piauí,Nordeste,7108.96,7200
Loja 40,Rondônia,Norte,9503.52,7500
Loja 41,Rio Grande do Sul,Sul,6274.39,7800
Loja 42,Amapá,Norte,8086.43,7000
Loja 43,Alagoas,Nordeste,8201.99,7200
Loja 44,Espírito Santo,Sudeste,7341.08,7800
Loja 45,Pará,Norte,9683.16,7500
Loja 46,Espírito Santo,Sudeste,9101.63,7500
Loja 47,Rio Grande do Sul,Sul,6733.43,7800
Loja 48,Acre,Norte,8519.65,8500
Loja 49,Rondônia,Norte,6545.92,7000
Loja 50,Roraima,Norte,8198.47,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,9959.86,8500
Loja 52,Acre,Norte,8824.18,8200
Loja 53,Maranhão,Nordeste,9679.74,8000
Loja 54,São Paulo,Sudeste,8678.09,7500
Loja 55,Ceará,Nordeste,7122.13,7200
Loja 56,Rio Grande do Norte,Nordeste,9480.42,8500
Loja 57,Mato Grosso,Centro-Oeste,9367.09,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,6266.99,7800
Loja 59,Paraíba,Nordeste,7901.46,8200
Loja 60,Santa Catarina,Sul,9830.16,8500
Loja 61,Mato Grosso do Sul,Centro-Oeste,8643.86,8200
Loja 62,Goiás,Centro-Oeste,8079.39,7800
Loja 63,Rondônia,Norte,8624.25,8500
Loja 64,Piauí,Nordeste,9122.4,8200
Loja 65,Amazonas,Norte,7544.48,7000
Loja 66,Espírito Santo,Sudeste,8668.72,8000
Loja 67,Santa Catarina,Sul,7255.21,7000
Loja 68,Piauí,Nordeste,8088.45,8500
Loja 69,Minas Gerais,Sudeste,9621.63,7800
Loja 70,Rondônia,Norte,7206.27,8000
Loja 71,Rio Grande do Sul,Sul,8222.7,8000
Loja 72,Espírito Santo,Sudeste,9220.33,8500
Loja 73,Bahia,Nordeste,7669.27,8200
Loja 74,Paraná,Sul,9735.98,7000
Loja 75,Pará,Norte,9054.05,8500
Loja 76,Ceará,Nordeste,9233.21,8500
Loja 77,Goiás,Centro-Oeste,8735.14,7200
Loja 78,Espírito Santo,Sudeste,7426.95,7500
Loja 79,Pará,Norte,6289.68,8200
Loja 80,Goiás,Centro-Oeste,6016.52,8000
Loja 81,Mato Grosso do Sul,Centro-Oeste,7071.28,8500
Loja 82,Mato Grosso,Centro-Oeste,7735.02,7500
Loja 83,Goiás,Centro-Oeste,9661.87,7800
Loja 84,Rio Grande do Sul,Sul,8859.77,7800
Loja 85,Amazonas,Norte,6894.17,7800
Loja 86,Mato Grosso,Centro-Oeste,6990.38,8000
Loja 87,Rio Grande do Sul,Sul,8255.68,8500
Loja 88,Mato Grosso,Centro-Oeste,9800.47,7200
Loja 89,Maranhão,Nordeste,6310.83,8000
Loja 90,Rio Grande do Norte,Nordeste,7534.58,7000
Loja 91,Santa Catarina,Sul,7973.79,7800
Loja 92,Rondônia,Norte,8937.24,7500
Loja 93,Mato Grosso,Centro-Oeste,6847.09,8200
Loja 94,Bahia,Nordeste,9248.34,8500
Loja 95,Rio de Janeiro,Sudeste,9497.27,8500
Loja 96,Sergipe,Nordeste,7658.78,7500
Loja 97,Roraima,Norte,6305.54,7500
Loja 98,Alagoas,Nordeste,6400.11,7000
Loja 99,Rio Grande do Norte,Nordeste,8019.56,8200
Loja 100,Santa Catarina,Sul,6835.37,7200
Loja 101,Rio Grande do Norte,Nordeste,8366.11,7800
Loja 102,Santa Catarina,Sul,7395.25,8200
Loja 103,Pernambuco,Nordeste,9396.08,7500
Loja 104,Minas Gerais,Sudeste,9630.04,8000
Loja 105,Alagoas,Nordeste,8348.99,8500
Loja 106,Espírito Santo,Sudeste,8279.54,8200
Loja 107,Piauí,Nordeste,7744.39,7000
Loja 108,Tocantins,Norte,8262.87,8000
Loja 109,Rio de Janeiro,Sudeste,8965.94,8200
Loja 110,Amazonas,Norte,7118.73,7800
Loja 111,Ceará,Nordeste,8839.54,7800
Loja 112,Rio Grande do Sul,Sul,9126.29,7800
Loja 113,Paraná,Sul,9398.54,8200
Loja 114,Goiás,Centro-Oeste,7966.49,8000
Loja 115,Rio Grande do Norte,Nordeste,9678.48,8200
Loja 116,Rio Grande do Norte,Nordeste,9169.49,7200
Loja 117,Mato Grosso do Sul,Centro-Oeste,9759.8,8500
Loja 118,Roraima,Norte,6977.69,7200
Loja 119,Piauí,Nordeste,7353.65,8000
Loja 120,Rio Grande do Sul,Sul,9888.93,8200
Loja 121,Bahia,Nordeste,7564.36,7200
Loja 122,Santa Catarina,Sul,9877.31,7500
Loja 123,Minas Gerais,Sudeste,9399.39,7200
Loja 124,Rio de Janeiro,Sudeste,7573.46,8500
Loja 125,Mato Grosso,Centro-Oeste,6072.59,8200
Loja 126,Alagoas,Nordeste,8103.45,8200
Loja 127,Roraima,Norte,9916.35,8500
Loja 128,Alagoas,Nordeste,7436.22,7800
Loja 129,Mato Grosso,Centro-Oeste,6475.03,7500
Loja 130,Alagoas,Nordeste,7525.46,8000
Loja 131,Pará,Norte,8300.31,8200
Loja 132,Pernambuco,Nordeste,9283.01,7800
Loja 133,Ceará,Nordeste,9461.76,7500
Loja 134,Santa Catarina,Sul,7153.48,7500
Loja 135,Rio Grande do Norte,Nordeste,7939.42,8200
Loja 136,Espírito Santo,Sudeste,9464.12,8200
Loja 137,Minas Gerais,Sudeste,6767.4,8500
Loja 138,Rondônia,Norte,7254.31,8200
Loja 139,Amazonas,Norte,7119.39,7200
Loja 140,Ceará,Nordeste,6087.59,7500
Loja 141,Tocantins,Norte,8544.08,8200
Loja 142,Mato Grosso,Centro-Oeste,7202.46,8500
Loja 143,Rondônia,Norte,9007.65,8000
Loja 144,Maranhão,Nordeste,8176.89,7200
Loja 145,Alagoas,Nordeste,7312.67,7500
Loja 146,Goiás,Centro-Oeste,6725.46,8200
Loja 147,Santa Catarina,Sul,7429.56,8500
Loja 148,Mato Grosso,Centro-Oeste,6963.55,8500
Loja 149,Paraná,Sul,7659.78,7000
Loja 150,Bahia,Nordeste,6544.14,7500
Loja 151,Paraná,Sul,6966.74,7500
Loja 152,São Paulo,Sudeste,7153.66,7200
Loja 153,Goiás,Centro-Oeste,8629.12,8500
Loja 154,Roraima,Norte,9200.35,7500
Loja 155,Alagoas,Nordeste,9964.89,7200
Loja 156,Pernambuco,Nordeste,9116.99,7200
Loja 157,Amazonas,Norte,8653.26,7800
Loja 158,Espírito Santo,Sudeste,8557.54,8500
Loja 159,Mato Grosso do Sul,Centro-Oeste,8592.28,8200
Loja 160,Paraná,Sul,9350.18,7200
Loja 161,Rio de Janeiro,Sudeste,9748.81,8200
Loja 162,Ceará,Nordeste,7821.22,8000
Loja 163,Rondônia,Norte,6165.47,7800
Loja 164,Rio Grande do Norte,Nordeste,8087.22,7800
Loja 165,Rio Grande do Sul,Sul,8710.41,7500
Loja 166,Espírito Santo,Sudeste,7844.55,8500
Loja 167,Pernambuco,Nordeste,9457.05,7200
Loja 168,Amapá,Norte,8155.89,7500
Loja 169,Maranhão,Nordeste,7404.72,7200
Loja 170,Rio de Janeiro,Sudeste,9094.41,8000
Loja 171,Ceará,Nordeste,9192.47,8000
Loja 172,Espírito Santo,Sudeste,9324.37,7200
Loja 173,Piauí,Nordeste,7994.18,7000
Loja 174,Santa Catarina,Sul,9500.88,7000
Loja 175,Espírito Santo,Sudeste,7137.94,8200
Loja 176,Roraima,Norte,8090.83,7500
Loja 177,Sergipe,Nordeste,9589.67,8200
Loja 178,Tocantins,Norte,9805.83,7000
Loja 179,Tocantins,Norte,7573.65,8000
Loja 180,Maranhão,Nordeste,6072.99,7500
Loja 181,Mato Grosso,Centro-Oeste,6319.46,8200
Loja 182,Pernambuco,Nordeste,7836.2,8500
Loja 183,Acre,Norte,8354.91,8500
Loja 184,Rio Grande do Norte,Nordeste,9906.62,7200
Loja 185,Bahia,Nordeste,8957.41,8200
Loja 186,Rio Grande do Norte,Nordeste,9585.67,7000
Loja 187,Paraíba,Nordeste,8234.95,8200
Loja 188,Rondônia,Norte,6369.99,7000
Loja 189,Minas Gerais,Sudeste,6759.59,8200
Loja 190,São Paulo,Sudeste,7162.46,8200
Loja 191,Mato Grosso do Sul,Centro-Oeste,6655.01,7500
Loja 192,Ceará,Nordeste,8954.64,8200
Loja 193,Bahia,Nordeste,9344.66,8200
Loja 194,Amapá,Norte,8739.2,7800
Loja 195,Ceará,Nordeste,9531.59,8200
Loja 196,Espírito Santo,Sudeste,6129.46,8000
Loja 197,Ceará,Nordeste,9862.0,8000
Loja 198,Rio de Janeiro,Sudeste,8131.82,8000
Loja 199,Mato Grosso do Sul,Centro-Oeste,8786.92,8200
Loja 200,Mato Grosso do Sul,Centro-Oeste,9243.47,8000
Loja 201,São Paulo,Sudeste,6270.09,7000
Loja 202,Santa Catarina,Sul,8871.05,8000
Loja 203,Piauí,Nordeste,7115.3,7200
Loja 204,Ceará,Nordeste,8992.72,7800
Loja 205,Espírito Santo,Sudeste,8071.51,7000
Loja 206,Maranhão,Nordeste,9531.21,8200
Loja 207,Paraíba,Nordeste,7279.12,7000
Loja 208,Pará,Norte,8686.81,7200
Loja 209,Alagoas,Nordeste,9896.22,8200
Loja 210,Minas Gerais,Sudeste,7759.49,7500
Loja 211,Minas Gerais,Sudeste,9258.13,7200
Loja 212,Amazonas,Norte,7348.0,7200
Loja 213,Santa Catarina,Sul,9010.15,7000
Loja 214,Piauí,Nordeste,7264.28,7500
Loja 215,São Paulo,Sudeste,6106.02,8200
Loja 216,Roraima,Norte,7925.83,8200
Loja 217,Roraima,Norte,9998.88,8200
Loja 218,Maranhão,Nordeste,7637.17,7500
Loja 219,Piauí,Nordeste,6307.86,8000
Loja 220,Amapá,Norte,6214.42,7500
Loja 221,Bahia,Nordeste,7339.3,8500
Loja 222,Pernambuco,Nordeste,6079.07,8500
Loja 223,Minas Gerais,Sudeste,6976.57,7000
Loja 224,São Paulo,Sudeste,8326.97,7000
Loja 225,Rio de Janeiro,Sudeste,9987.52,7000
Loja 226,Goiás,Centro-Oeste,7053.39,7800
Loja 227,Paraíba,Nordeste,8210.7,7000
Loja 228,Rio Grande do Sul,Sul,7407.88,8000
Loja 229,São Paulo,Sudeste,9284.22,7200
Loja 230,Ceará,Nordeste,7239.26,8500
Loja 231,Piauí,Nordeste,8466.61,7200
