Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,6908.36,7000
Loja 2,Amapá,Norte,8661.34,8000
Loja 3,Acre,Norte,6330.43,7000
Loja 4,Bahia,Nordeste,6307.41,8200
Loja 5,Alagoas,Nordeste,7951.13,8200
Loja 6,Roraima,Norte,8405.93,7200
Loja 7,Santa Catarina,Sul,9251.69,8500
Loja 8,Bahia,Nordeste,7209.48,7500
Loja 9,Tocantins,Norte,8217.41,8000
Loja 10,Rondônia,Norte,6121.94,7200
Loja 11,Espírito Santo,Sudeste,6797.6,7200
Loja 12,Amapá,Norte,8361.77,7500
Loja 13,Paraná,Sul,8571.2,7800
Loja 14,Bahia,Nordeste,8048.36,7000
Loja 15,Mato Grosso,Centro-Oeste,8085.12,8500
Loja 16,Pernambuco,Nordeste,6840.85,7500
Loja 17,Rio Grande do Sul,Sul,8232.99,8500
Loja 18,Santa Catarina,Sul,9033.41,8000
Loja 19,Amapá,Norte,8580.47,8500
Loja 20,Pará,Norte,9113.88,7000
Loja 21,Maranhão,Nordeste,8682.59,8200
Loja 22,Paraíba,Nordeste,7350.97,7800
Loja 23,Tocantins,Norte,9954.94,7500
Loja 24,Mato Grosso,Centro-Oeste,6464.4,7200
Loja 25,Santa Catarina,Sul,8319.29,8200
Loja 26,Tocantins,Norte,8548.77,8200
Loja 27,Pará,Norte,9622.5,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,8068.85,8200
Loja 29,Espírito Santo,Sudeste,9006.13,8200
Loja 30,Rio de Janeiro,Sudeste,8331.73,7000
Loja 31,Minas Gerais,Sudeste,8533.42,7200
Loja 32,Goiás,Centro-Oeste,9385.76,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,8267.07,7500
Loja 34,Piauí,Nordeste,9408.67,7200
Loja 35,Minas Gerais,Sudeste,9047.76,7500
Loja 36,Pernambuco,Nordeste,6809.78,7000
Loja 37,Santa Catarina,Sul,7669.79,7500
Loja 38,Pará,Norte,9607.75,8200
Loja 39,Piauí,Nordeste,9030.07,7200
Loja 40,Rondônia,Norte,9354.98,7500
Loja 41,Rio Grande do Sul,Sul,6666.2,7800
Loja 42,Amapá,Norte,8258.03,7000
Loja 43,Alagoas,Nordeste,6285.09,7200
Loja 44,Espírito Santo,Sudeste,9321.97,7800
Loja 45,Pará,Norte,7768.82,7500
Loja 46,Espírito Santo,Sudeste,8200.75,7500
Loja 47,Rio Grande do Sul,Sul,6916.19,7800
Loja 48,Acre,Norte,8448.03,8500
Loja 49,Rondônia,Norte,8073.27,7000
Loja 50,Roraima,Norte,9434.8,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,9789.23,8500
Loja 52,Acre,Norte,9741.94,8200
Loja 53,Maranhão,Nordeste,6989.38,8000
Loja 54,São Paulo,Sudeste,6094.32,7500
Loja 55,Ceará,Nordeste,6275.38,7200
Loja 56,Rio Grande do Norte,Nordeste,8302.57,8500
Loja 57,Mato Grosso,Centro-Oeste,7936.81,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,7367.01,7800
Loja 59,Paraíba,Nordeste,9360.3,8200
Loja 60,Santa Catarina,Sul,6329.63,8500
Loja 61,Mato Grosso do Sul,Centro-Oeste,7140.86,8200
Loja 62,Goiás,Centro-Oeste,8291.64,7800
Loja 63,Rondônia,Norte,7439.35,8500
Loja 64,Piauí,Nordeste,9087.67,8200
Loja 65,Amazonas,Norte,8457.05,7000
Loja 66,Espírito Santo,Sudeste,6617.24,8000
Loja 67,Santa Catarina,Sul,7644.75,7000
Loja 68,Piauí,Nordeste,6225.04,8500
Loja 69,Minas Gerais,Sudeste,7001.37,7800
Loja 70,Rondônia,Norte,8785.29,8000
Loja 71,Rio Grande do Sul,Sul,7461.94,8000
Loja 72,Espírito Santo,Sudeste,8794.57,8500
Loja 73,Bahia,Nordeste,7267.23,8200
Loja 74,Paraná,Sul,9876.88,7000
Loja 75,Pará,Norte,9304.3,8500
Loja 76,Ceará,Nordeste,9144.41,8500
Loja 77,Goiás,Centro-Oeste,9872.51,7200
Loja 78,Espírito Santo,Sudeste,7193.85,7500
Loja 79,Pará,Norte,7612.91,8200
Loja 80,Goiás,Centro-Oeste,8616.0,8000
Loja 81,Mato Grosso do Sul,Centro-Oeste,8045.55,8500
Loja 82,Mato Grosso,Centro-Oeste,9452.66,7500
Loja 83,Goiás,Centro-Oeste,9793.03,7800
Loja 84,Rio Grande do Sul,Sul,9753.29,7800
