Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,7861.75,8200
Loja 2,Acre,Norte,7726.33,8200
Loja 3,Santa Catarina,Sul,9830.42,7000
Loja 4,Santa Catarina,Sul,7742.19,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,9995.77,7000
Loja 6,Acre,Norte,8801.77,8500
Loja 7,Bahia,Nordeste,6097.83,7000
Loja 8,Roraima,Norte,6793.32,7200
Loja 9,Bahia,Nordeste,6123.32,7000
Loja 10,Maranhão,Nordeste,6744.2,7800
Loja 11,Espírito Santo,Sudeste,6477.37,7000
Loja 12,Santa Catarina,Sul,6943.0,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,6769.07,7500
Loja 14,Paraíba,Nordeste,6834.8,7200
Loja 15,Sergipe,Nordeste,8749.99,7200
Loja 16,Bahia,Nordeste,9993.77,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,8357.34,7000
Loja 18,Maranhão,Nordeste,8128.28,7200
Loja 19,Maranhão,Nordeste,6831.85,7200
Loja 20,Amazonas,Norte,7043.83,7500
Loja 21,Pará,Norte,7835.51,7500
Loja 22,Bahia,Nordeste,9296.48,7000
Loja 23,Roraima,Norte,6376.49,7800
Loja 24,Alagoas,Nordeste,6705.84,7800
Loja 25,Sergipe,Nordeste,8633.72,7800
Loja 26,Amapá,Norte,7048.84,8500
Loja 27,Ceará,Nordeste,9443.48,7200
Loja 28,São Paulo,Sudeste,8262.79,7500
Loja 29,Rio Grande do Norte,Nordeste,6477.0,7500
Loja 30,Paraná,Sul,6845.87,7800
Loja 31,Acre,Norte,8259.0,8500
Loja 32,Rio Grande do Sul,Sul,7159.05,7500
Loja 33,Alagoas,Nordeste,9098.6,8500
Loja 34,Ceará,Nordeste,8888.93,8000
Loja 35,Goiás,Centro-Oeste,8749.52,7800
Loja 36,Amazonas,Norte,6306.65,7000
Loja 37,Goiás,Centro-Oeste,9210.77,7800
Loja 38,Amazonas,Norte,7273.47,8500
Loja 39,Maranhão,Nordeste,7946.94,8500
Loja 40,Roraima,Norte,7904.96,8000
Loja 41,Tocantins,Norte,8969.66,7800
Loja 42,Espírito Santo,Sudeste,9720.61,8200
Loja 43,Bahia,Nordeste,7023.68,8500
Loja 44,Santa Catarina,Sul,7632.99,8000
Loja 45,Tocantins,Norte,9768.69,7200
Loja 46,Mato Grosso do Sul,Centro-Oeste,8292.35,7500
Loja 47,Bahia,Nordeste,8290.41,8200
Loja 48,Pará,Norte,8519.22,7800
Loja 49,Paraíba,Nordeste,9449.18,7800
Loja 50,Paraná,Sul,6993.78,7500
Loja 51,Rio Grande do Sul,Sul,6440.94,7500
Loja 52,Piauí,Nordeste,7830.37,7000
Loja 53,Paraná,Sul,9207.52,7000
Loja 54,Santa Catarina,Sul,8503.46,8200
Loja 55,Pernambuco,Nordeste,9412.67,7500
Loja 56,Minas Gerais,Sudeste,8525.91,8000
Loja 57,Pará,Norte,9206.67,7200
