Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,7643.34,8200
Loja 2,Acre,Norte,6316.85,8200
Loja 3,Santa Catarina,Sul,9192.34,7000
Loja 4,Santa Catarina,Sul,7452.13,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,8486.06,7000
Loja 6,Acre,Norte,9723.78,8500
Loja 7,Bahia,Nordeste,8771.93,7000
Loja 8,Roraima,Norte,8547.45,7200
Loja 9,Bahia,Nordeste,9408.3,7000
Loja 10,Maranhão,Nordeste,9553.93,7800
Loja 11,Espírito Santo,Sudeste,9901.21,7000
Loja 12,Santa Catarina,Sul,6106.62,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,9711.78,7500
Loja 14,Paraíba,Nordeste,8924.11,7200
Loja 15,Sergipe,Nordeste,8446.09,7200
Loja 16,Bahia,Nordeste,7921.44,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,7694.55,7000
Loja 18,Maranhão,Nordeste,8579.64,7200
Loja 19,Maranhão,Nordeste,9558.52,7200
Loja 20,Amazonas,Norte,9473.8,7500
Loja 21,Pará,Norte,6384.68,7500
Loja 22,Bahia,Nordeste,6210.31,7000
Loja 23,Roraima,Norte,9431.42,7800
Loja 24,Alagoas,Nordeste,8777.1,7800
Loja 25,Sergipe,Nordeste,8028.46,7800
Loja 26,Amapá,Norte,6787.05,8500
Loja 27,Ceará,Nordeste,6229.98,7200
Loja 28,São Paulo,Sudeste,8897.87,7500
Loja 29,Rio Grande do Norte,Nordeste,6158.22,7500
Loja 30,Paraná,Sul,6499.37,7800
Loja 31,Acre,Norte,8949.09,8500
Loja 32,Rio Grande do Sul,Sul,7184.01,7500
Loja 33,Alagoas,Nordeste,6810.58,8500
Loja 34,Ceará,Nordeste,9121.66,8000
Loja 35,Goiás,Centro-Oeste,8058.66,7800
Loja 36,Amazonas,Norte,7583.8,7000
Loja 37,Goiás,Centro-Oeste,7841.62,7800
Loja 38,Amazonas,Norte,7198.68,8500
Loja 39,Maranhão,Nordeste,6810.29,8500
Loja 40,Roraima,Norte,7625.38,8000
Loja 41,Tocantins,Norte,9561.58,7800
Loja 42,Espírito Santo,Sudeste,7732.04,8200
Loja 43,Bahia,Nordeste,9559.39,8500
Loja 44,Santa Catarina,Sul,8333.07,8000
Loja 45,Tocantins,Norte,7466.57,7200
Loja 46,Mato Grosso do Sul,Centro-Oeste,8673.63,7500
Loja 47,Bahia,Nordeste,8239.9,8200
Loja 48,Pará,Norte,7482.87,7800
Loja 49,Paraíba,Nordeste,8699.83,7800
Loja 50,Paraná,Sul,6507.75,7500
Loja 51,Rio Grande do Sul,Sul,8070.15,7500
Loja 52,Piauí,Nordeste,9297.4,7000
Loja 53,Paraná,Sul,8487.73,7000
Loja 54,Santa Catarina,Sul,9029.19,8200
Loja 55,Pernambuco,Nordeste,8885.7,7500
Loja 56,Minas Gerais,Sudeste,8920.07,8000
Loja 57,Pará,Norte,9918.93,7200
Loja 58,Minas Gerais,Sudeste,9110.15,7800
Loja 59,Rio Grande do Sul,Sul,9168.72,7000
Loja 60,Tocantins,Norte,9868.32,7200
Loja 61,Rio Grande do Sul,Sul,9727.09,8500
Loja 62,Pernambuco,Nordeste,9361.36,8500
Loja 63,Rio Grande do Norte,Nordeste,7289.03,8500
Loja 64,Paraná,Sul,9474.01,7500
Loja 65,Paraíba,Nordeste,7403.53,7500
Loja 66,Maranhão,Nordeste,9350.85,7500
Loja 67,Rondônia,Norte,9737.85,7200
Loja 68,Pernambuco,Nordeste,8159.2,7800
Loja 69,Goiás,Centro-Oeste,8970.76,8000
Loja 70,São Paulo,Sudeste,9775.01,7000
Loja 71,Pará,Norte,8952.17,8000
