Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,8985.31,8200
Loja 2,Acre,Norte,9558.31,8200
Loja 3,Santa Catarina,Sul,9679.67,7000
Loja 4,Santa Catarina,Sul,6546.38,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,7974.15,7000
Loja 6,Acre,Norte,8051.61,8500
Loja 7,Bahia,Nordeste,8352.74,7000
Loja 8,Roraima,Norte,6454.13,7200
Loja 9,Bahia,Nordeste,6244.62,7000
Loja 10,Maranhão,Nordeste,9030.45,7800
Loja 11,Espírito Santo,Sudeste,6488.49,7000
Loja 12,Santa Catarina,Sul,6346.59,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,8740.93,7500
Loja 14,Paraíba,Nordeste,9245.68,7200
Loja 15,Sergipe,Nordeste,6121.63,7200
Loja 16,Bahia,Nordeste,7235.31,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,9725.67,7000
Loja 18,Maranhão,Nordeste,7366.66,7200
Loja 19,Maranhão,Nordeste,8179.52,7200
Loja 20,Amazonas,Norte,6313.06,7500
Loja 21,Pará,Norte,6815.66,7500
Loja 22,Bahia,Nordeste,8685.67,7000
Loja 23,Roraima,Norte,7961.2,7800
Loja 24,Alagoas,Nordeste,7867.86,7800
Loja 25,Sergipe,Nordeste,7062.84,7800
Loja 26,Amapá,Norte,6363.29,8500
Loja 27,Ceará,Nordeste,7002.87,7200
Loja 28,São Paulo,Sudeste,7274.67,7500
Loja 29,Rio Grande do Norte,Nordeste,6416.43,7500
Loja 30,Paraná,Sul,7239.85,7800
Loja 31,Acre,Norte,7182.97,8500
Loja 32,Rio Grande do Sul,Sul,9313.69,7500
Loja 33,Alagoas,Nordeste,6418.78,8500
Loja 34,Ceará,Nordeste,7976.79,8000
Loja 35,Goiás,Centro-Oeste,9761.05,7800
Loja 36,Amazonas,Norte,7385.76,7000
Loja 37,Goiás,Centro-Oeste,7130.54,7800
Loja 38,Amazonas,Norte,9259.3,8500
Loja 39,Maranhão,Nordeste,6417.21,8500
Loja 40,Roraima,Norte,7716.94,8000
Loja 41,Tocantins,Norte,7958.63,7800
Loja 42,Espírito Santo,Sudeste,9910.08,8200
Loja 43,Bahia,Nordeste,8848.35,8500
Loja 44,Santa Catarina,Sul,8657.79,8000
Loja 45,Tocantins,Norte,8511.53,7200
Loja 46,Mato Grosso do Sul,Centro-Oeste,6287.09,7500
Loja 47,Bahia,Nordeste,8213.0,8200
Loja 48,Pará,Norte,6884.35,7800
Loja 49,Paraíba,Nordeste,9708.79,7800
Loja 50,Paraná,Sul,6729.79,7500
Loja 51,Rio Grande do Sul,Sul,7621.71,7500
Loja 52,Piauí,Nordeste,6879.68,7000
Loja 53,Paraná,Sul,8719.7,7000
Loja 54,Santa Catarina,Sul,9158.7,8200
Loja 55,Pernambuco,Nordeste,7138.6,7500
Loja 56,Minas Gerais,Sudeste,7857.82,8000
Loja 57,Pará,Norte,9043.54,7200
Loja 58,Minas Gerais,Sudeste,9626.49,7800
Loja 59,Rio Grande do Sul,Sul,9563.84,7000
Loja 60,Tocantins,Norte,6078.9,7200
Loja 61,Rio Grande do Sul,Sul,8408.3,8500
Loja 62,Pernambuco,Nordeste,7590.13,8500
Loja 63,Rio Grande do Norte,Nordeste,8044.61,8500
Loja 64,Paraná,Sul,9724.78,7500
Loja 65,Paraíba,Nordeste,6312.14,7500
Loja 66,Maranhão,Nordeste,8108.0,7500
Loja 67,Rondônia,Norte,9550.12,7200
Loja 68,Pernambuco,Nordeste,9586.5,7800
Loja 69,Goiás,Centro-Oeste,6078.23,8000
Loja 70,São Paulo,Sudeste,8021.84,7000
Loja 71,Pará,Norte,9372.45,8000
Loja 72,Rio Grande do Sul,Sul,8730.05,8200
Loja 73,Bahia,Nordeste,9846.58,7800
Loja 74,Mato Grosso do Sul,Centro-Oeste,9813.3,7000
Loja 75,Roraima,Norte,6057.6,7200
Loja 76,Maranhão,Nordeste,6218.64,8200
Loja 77,Maranhão,Nordeste,6947.14,7800
Loja 78,Mato Grosso,Centro-Oeste,7162.84,7500
Loja 79,Amapá,Norte,6869.39,8000
Loja 80,Alagoas,Nordeste,7625.62,7500
Loja 81,Mato Grosso do Sul,Centro-Oeste,7832.55,7000
