Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,6363.86,8200
Loja 2,Acre,Norte,7838.62,8200
Loja 3,Santa Catarina,Sul,7142.42,7000
Loja 4,Santa Catarina,Sul,8957.89,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,9353.03,7000
Loja 6,Acre,Norte,6971.91,8500
Loja 7,Bahia,Nordeste,6212.34,7000
Loja 8,Roraima,Norte,8888.89,7200
Loja 9,Bahia,Nordeste,6731.88,7000
Loja 10,Maranhão,Nordeste,8742.21,7800
Loja 11,Espírito Santo,Sudeste,9673.35,7000
Loja 12,Santa Catarina,Sul,7631.08,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,7566.82,7500
Loja 14,Paraíba,Nordeste,6753.14,7200
Loja 15,Sergipe,Nordeste,9359.68,7200
Loja 16,Bahia,Nordeste,6213.11,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,7842.87,7000
Loja 18,Maranhão,Nordeste,6265.98,7200
Loja 19,Maranhão,Nordeste,6904.28,7200
Loja 20,Amazonas,Norte,6709.81,7500
Loja 21,Pará,Norte,8165.99,7500
Loja 22,Bahia,Nordeste,6191.33,7000
Loja 23,Roraima,Norte,6377.92,7800
Loja 24,Alagoas,Nordeste,8435.78,7800
Loja 25,Sergipe,Nordeste,9531.58,7800
Loja 26,Amapá,Norte,7794.27,8500
Loja 27,Ceará,Nordeste,6015.78,7200
Loja 28,São Paulo,Sudeste,6693.59,7500
Loja 29,Rio Grande do Norte,Nordeste,8324.21,7500
Loja 30,Paraná,Sul,6389.91,7800
Loja 31,Acre,Norte,9665.08,8500
Loja 32,Rio Grande do Sul,Sul,8877.91,7500
Loja 33,Alagoas,Nordeste,9262.39,8500
Loja 34,Ceará,Nordeste,8514.47,8000
Loja 35,Goiás,Centro-Oeste,9043.94,7800
Loja 36,Amazonas,Norte,6318.78,7000
Loja 37,Goiás,Centro-Oeste,8344.48,7800
Loja 38,Amazonas,Norte,8911.4,8500
Loja 39,Maranhão,Nordeste,8474.44,8500
Loja 40,Roraima,Norte,9614.65,8000
Loja 41,Tocantins,Norte,6858.63,7800
Loja 42,Espírito Santo,Sudeste,8477.38,8200
Loja 43,Bahia,Nordeste,9854.63,8500
Loja 44,Santa Catarina,Sul,7590.5,8000
Loja 45,Tocantins,Norte,7383.65,7200
Loja 46,Mato Grosso do Sul,Centro-Oeste,7546.83,7500
Loja 47,Bahia,Nordeste,6747.22,8200
Loja 48,Pará,Norte,6816.39,7800
Loja 49,Paraíba,Nordeste,7972.93,7800
Loja 50,Paraná,Sul,9990.11,7500
Loja 51,Rio Grande do Sul,Sul,7049.66,7500
Loja 52,Piauí,Nordeste,6012.53,7000
Loja 53,Paraná,Sul,7377.48,7000
Loja 54,Santa Catarina,Sul,7961.76,8200
Loja 55,Pernambuco,Nordeste,6846.09,7500
Loja 56,Minas Gerais,Sudeste,9708.05,8000
Loja 57,Pará,Norte,7863.28,7200
Loja 58,Minas Gerais,Sudeste,7160.06,7800
Loja 59,Rio Grande do Sul,Sul,7643.47,7000
Loja 60,Tocantins,Norte,8091.5,7200
Loja 61,Rio Grande do Sul,Sul,9455.46,8500
Loja 62,Pernambuco,Nordeste,8357.12,8500
Loja 63,Rio Grande do Norte,Nordeste,7762.0,8500
Loja 64,Paraná,Sul,7040.16,7500
Loja 65,Paraíba,Nordeste,9130.12,7500
Loja 66,Maranhão,Nordeste,7657.73,7500
Loja 67,Rondônia,Norte,9987.78,7200
Loja 68,Pernambuco,Nordeste,7247.54,7800
Loja 69,Goiás,Centro-Oeste,8011.24,8000
Loja 70,São Paulo,Sudeste,9268.26,7000
Loja 71,Pará,Norte,9317.74,8000
Loja 72,Rio Grande do Sul,Sul,8651.9,8200
Loja 73,Bahia,Nordeste,8701.95,7800
Loja 74,Mato Grosso do Sul,Centro-Oeste,7666.43,7000
Loja 75,Roraima,Norte,7917.52,7200
Loja 76,Maranhão,Nordeste,8607.05,8200
Loja 77,Maranhão,Nordeste,8516.65,7800
Loja 78,Mato Grosso,Centro-Oeste,9683.85,7500
Loja 79,Amapá,Norte,6793.82,8000
Loja 80,Alagoas,Nordeste,6012.14,7500
Loja 81,Mato Grosso do Sul,Centro-Oeste,7926.82,7000
Loja 82,São Paulo,Sudeste,9977.76,7000
Loja 83,Bahia,Nordeste,6045.89,7000
Loja 84,Piauí,Nordeste,7085.11,8200
Loja 85,Bahia,Nordeste,9533.65,7200
Loja 86,Rio Grande do Sul,Sul,9647.71,7800
Loja 87,Maranhão,Nordeste,7107.43,8000
Loja 88,Amapá,Norte,9289.23,8500
Loja 89,Paraná,Sul,9698.79,7000
Loja 90,Amazonas,Norte,8127.05,7200
Loja 91,Rondônia,Norte,7385.2,7000
Loja 92,Maranhão,Nordeste,9809.01,7800
Loja 93,Rio Grande do Norte,Nordeste,9780.57,8500
Loja 94,Rio Grande do Norte,Nordeste,9762.44,7500
Loja 95,Mato Grosso do Sul,Centro-Oeste,7446.69,7000
Loja 96,Tocantins,Norte,8289.92,7200
Loja 97,Tocantins,Norte,7392.16,7500
Loja 98,Minas Gerais,Sudeste,7296.58,7500
Loja 99,Goiás,Centro-Oeste,8018.9,7800
Loja 100,Maranhão,Nordeste,9725.31,7200
Loja 101,Ceará,Nordeste,7498.76,7200
Loja 102,Rondônia,Norte,8725.95,8000
Loja 103,Alagoas,Nordeste,7477.98,7000
Loja 104,Amazonas,Norte,9454.6,8500
Loja 105,Amazonas,Norte,8180.26,8200
Loja 106,Santa Catarina,Sul,9580.88,8000
Loja 107,Minas Gerais,Sudeste,7613.12,8000
Loja 108,Sergipe,Nordeste,7547.13,8000
Loja 109,Espírito Santo,Sudeste,9453.53,7000
Loja 110,Rondônia,Norte,8719.47,8500
Loja 111,Mato Grosso,Centro-Oeste,7190.77,7000
Loja 112,Bahia,Nordeste,7901.87,7500
Loja 113,Piauí,Nordeste,8067.51,7500
Loja 114,Alagoas,Nordeste,9859.96,8500
Loja 115,Amazonas,Norte,9792.9,7800
Loja 116,Amazonas,Norte,9561.87,8000
Loja 117,Tocantins,Norte,9313.44,8000
Loja 118,Piauí,Nordeste,9725.44,7800
Loja 119,Bahia,Nordeste,7476.67,7200
Loja 120,Rondônia,Norte,9312.15,7500
Loja 121,Mato Grosso do Sul,Centro-Oeste,8365.04,8500
Loja 122,Bahia,Nordeste,9751.16,7200
Loja 123,São Paulo,Sudeste,8463.42,7000
Loja 124,Paraná,Sul,6368.06,8200
Loja 125,Rio de Janeiro,Sudeste,7201.98,7800
Loja 126,Mato Grosso do Sul,Centro-Oeste,8029.79,7800
Loja 127,Minas Gerais,Sudeste,7176.06,8200
Loja 128,Paraíba,Nordeste,8331.71,7200
Loja 129,Santa Catarina,Sul,9075.11,7000
Loja 130,Mato Grosso do Sul,Centro-Oeste,8293.93,8000
Loja 131,Mato Grosso do Sul,Centro-Oeste,8858.09,7200
Loja 132,Rio Grande do Sul,Sul,7759.01,7800
Loja 133,Mato Grosso,Centro-Oeste,9926.15,7200
Loja 134,Pernambuco,Nordeste,9744.43,7800
Loja 135,Amazonas,Norte,7815.19,7500
Loja 136,Mato Grosso,Centro-Oeste,6299.82,7200
Loja 137,Piauí,Nordeste,6655.38,7500
Loja 138,Roraima,Norte,8074.85,8500
Loja 139,Acre,Norte,7530.32,7500
Loja 140,Maranhão,Nordeste,6643.92,7800
Loja 141,Mato Grosso,Centro-Oeste,6193.89,8500
Loja 142,Espírito Santo,Sudeste,6305.2,7800
Loja 143,Acre,Norte,7070.13,7000
Loja 144,Sergipe,Nordeste,7807.86,7200
Loja 145,Rio Grande do Sul,Sul,8970.1,7200
Loja 146,Rio Grande do Sul,Sul,6897.9,7000
Loja 147,Bahia,Nordeste,9502.66,8500
Loja 148,Amazonas,Norte,8837.89,7800
Loja 149,Rio de Janeiro,Sudeste,6703.39,8500
Loja 150,Mato Grosso do Sul,Centro-Oeste,7531.62,7800
Loja 151,Minas Gerais,Sudeste,8159.13,8500
Loja 152,Minas Gerais,Sudeste,8754.38,8500
Loja 153,Pará,Norte,9783.65,8000
Loja 154,Rio Grande do Norte,Nordeste,8252.75,7000
Loja 155,Goiás,Centro-Oeste,6875.54,7000
Loja 156,Amapá,Norte,7511.02,7200
Loja 157,Piauí,Nordeste,7825.18,7000
Loja 158,Rio de Janeiro,Sudeste,8686.32,7000
Loja 159,Mato Grosso,Centro-Oeste,9086.4,8500
Loja 160,Rondônia,Norte,9342.11,8200
Loja 161,Tocantins,Norte,8800.63,7000
Loja 162,Maranhão,Nordeste,7984.64,8500
Loja 163,Paraná,Sul,8929.42,8200
Loja 164,Goiás,Centro-Oeste,7847.7,7800
Loja 165,Paraná,Sul,9943.84,8200
Loja 166,Santa Catarina,Sul,6201.2,7500
Loja 167,Espírito Santo,Sudeste,9482.69,8200
Loja 168,Piauí,Nordeste,8977.52,8500
Loja 169,Minas Gerais,Sudeste,8724.9,7200
Loja 170,Rio Grande do Sul,Sul,9606.18,7000
Loja 171,Bahia,Nordeste,9480.2,8500
Loja 172,Alagoas,Nordeste,7124.19,8200
Loja 173,Sergipe,Nordeste,8226.95,7500
Loja 174,Ceará,Nordeste,8431.13,7200
Loja 175,Minas Gerais,Sudeste,8644.81,8000
Loja 176,Amapá,Norte,7474.51,7500
Loja 177,Ceará,Nordeste,8442.91,8200
Loja 178,Paraná,Sul,9173.54,7200
Loja 179,Paraná,Sul,7269.25,7000
Loja 180,São Paulo,Sudeste,6216.01,8000
Loja 181,Mato Grosso,Centro-Oeste,9506.49,7200
Loja 182,Rio de Janeiro,Sudeste,9321.53,8000
Loja 183,Rondônia,Norte,8943.44,8000
Loja 184,Amapá,Norte,8160.27,7500
Loja 185,Bahia,Nordeste,6347.25,7000
Loja 186,Minas Gerais,Sudeste,7022.02,7200
Loja 187,Paraíba,Nordeste,8699.13,8000
Loja 188,Paraná,Sul,7641.97,8500
Loja 189,Sergipe,Nordeste,7407.03,8500
Loja 190,Bahia,Nordeste,8369.82,8500
Loja 191,Amapá,Norte,7808.95,7000
Loja 192,Rio Grande do Norte,Nordeste,7157.04,7200
Loja 193,Rondônia,Norte,8828.81,8200
