Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,9994.84,8200
Loja 2,Acre,Norte,8267.71,8200
Loja 3,Santa Catarina,Sul,7811.27,7000
Loja 4,Santa Catarina,Sul,7407.93,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,8828.53,7000
Loja 6,Acre,Norte,7604.55,8500
Loja 7,Bahia,Nordeste,9696.63,7000
Loja 8,Roraima,Norte,9210.47,7200
Loja 9,Bahia,Nordeste,9827.2,7000
Loja 10,Maranhão,Nordeste,6666.24,7800
Loja 11,Espírito Santo,Sudeste,6321.04,7000
Loja 12,Santa Catarina,Sul,8192.0,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,8413.5,7500
Loja 14,Paraíba,Nordeste,7549.48,7200
Loja 15,Sergipe,Nordeste,6464.15,7200
Loja 16,Bahia,Nordeste,9436.35,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,8842.11,7000
Loja 18,Maranhão,Nordeste,7830.9,7200
Loja 19,Maranhão,Nordeste,6218.43,7200
Loja 20,Amazonas,Norte,8488.5,7500
Loja 21,Pará,Norte,8215.1,7500
Loja 22,Bahia,Nordeste,9248.0,7000
Loja 23,Roraima,Norte,7394.86,7800
Loja 24,Alagoas,Nordeste,9498.98,7800
Loja 25,Sergipe,Nordeste,9169.56,7800
Loja 26,Amapá,Norte,8193.73,8500
Loja 27,Ceará,Nordeste,8827.49,7200
Loja 28,São Paulo,Sudeste,9464.9,7500
Loja 29,Rio Grande do Norte,Nordeste,7740.34,7500
Loja 30,Paraná,Sul,6969.8,7800
Loja 31,Acre,Norte,6012.7,8500
Loja 32,Rio Grande do Sul,Sul,8598.57,7500
Loja 33,Alagoas,Nordeste,7118.58,8500
Loja 34,Ceará,Nordeste,7452.56,8000
Loja 35,Goiás,Centro-Oeste,6128.48,7800
Loja 36,Amazonas,Norte,8502.16,7000
Loja 37,Goiás,Centro-Oeste,8042.55,7800
Loja 38,Amazonas,Norte,6232.33,8500
Loja 39,Maranhão,Nordeste,6467.18,8500
Loja 40,Roraima,Norte,9726.69,8000
Loja 41,Tocantins,Norte,6753.24,7800
Loja 42,Espírito Santo,Sudeste,8501.2,8200
Loja 43,Bahia,Nordeste,9730.12,8500
Loja 44,Santa Catarina,Sul,7483.27,8000
Loja 45,Tocantins,Norte,8509.12,7200
Loja 46,Mato Grosso do Sul,Centro-Oeste,9853.96,7500
Loja 47,Bahia,Nordeste,7355.73,8200
Loja 48,Pará,Norte,9964.59,7800
Loja 49,Paraíba,Nordeste,9975.61,7800
Loja 50,Paraná,Sul,9888.02,7500
Loja 51,Rio Grande do Sul,Sul,8639.16,7500
Loja 52,Piauí,Nordeste,7549.59,7000
Loja 53,Paraná,Sul,7590.45,7000
Loja 54,Santa Catarina,Sul,9470.2,8200
Loja 55,Pernambuco,Nordeste,6943.82,7500
Loja 56,Minas Gerais,Sudeste,9765.14,8000
Loja 57,Pará,Norte,6518.46,7200
Loja 58,Minas Gerais,Sudeste,6236.73,7800
Loja 59,Rio Grande do Sul,Sul,6917.58,7000
Loja 60,Tocantins,Norte,7603.65,7200
Loja 61,Rio Grande do Sul,Sul,9936.69,8500
Loja 62,Pernambuco,Nordeste,7307.12,8500
Loja 63,Rio Grande do Norte,Nordeste,8737.82,8500
Loja 64,Paraná,Sul,9357.74,7500
Loja 65,Paraíba,Nordeste,9240.89,7500
Loja 66,Maranhão,Nordeste,6268.89,7500
Loja 67,Rondônia,Norte,6790.71,7200
Loja 68,Pernambuco,Nordeste,7285.73,7800
Loja 69,Goiás,Centro-Oeste,6788.91,8000
Loja 70,São Paulo,Sudeste,9113.82,7000
Loja 71,Pará,Norte,7268.62,8000
Loja 72,Rio Grande do Sul,Sul,6677.97,8200
Loja 73,Bahia,Nordeste,9032.86,7800
Loja 74,Mato Grosso do Sul,Centro-Oeste,9099.84,7000
Loja 75,Roraima,Norte,6467.38,7200
Loja 76,Maranhão,Nordeste,7470.52,8200
Loja 77,Maranhão,Nordeste,6367.88,7800
Loja 78,Mato Grosso,Centro-Oeste,7204.32,7500
Loja 79,Amapá,Norte,8346.76,8000
Loja 80,Alagoas,Nordeste,9862.77,7500
Loja 81,Mato Grosso do Sul,Centro-Oeste,9514.13,7000
Loja 82,São Paulo,Sudeste,8890.93,7000
Loja 83,Bahia,Nordeste,6015.61,7000
Loja 84,Piauí,Nordeste,6057.87,8200
Loja 85,Bahia,Nordeste,7538.61,7200
Loja 86,Rio Grande do Sul,Sul,6768.96,7800
Loja 87,Maranhão,Nordeste,7007.8,8000
Loja 88,Amapá,Norte,8801.51,8500
Loja 89,Paraná,Sul,7939.65,7000
Loja 90,Amazonas,Norte,8579.78,7200
Loja 91,Rondônia,Norte,9479.48,7000
Loja 92,Maranhão,Nordeste,9148.98,7800
Loja 93,Rio Grande do Norte,Nordeste,8465.19,8500
Loja 94,Rio Grande do Norte,Nordeste,8079.42,7500
Loja 95,Mato Grosso do Sul,Centro-Oeste,6678.87,7000
Loja 96,Tocantins,Norte,7252.44,7200
Loja 97,Tocantins,Norte,9799.65,7500
Loja 98,Minas Gerais,Sudeste,6336.16,7500
Loja 99,Goiás,Centro-Oeste,6565.21,7800
Loja 100,Maranhão,Nordeste,8578.27,7200
Loja 101,Ceará,Nordeste,8229.8,7200
Loja 102,Rondônia,Norte,7664.4,8000
Loja 103,Alagoas,Nordeste,6097.92,7000
Loja 104,Amazonas,Norte,6159.29,8500
Loja 105,Amazonas,Norte,6083.87,8200
Loja 106,Santa Catarina,Sul,7868.17,8000
Loja 107,Minas Gerais,Sudeste,8029.68,8000
Loja 108,Sergipe,Nordeste,8678.72,8000
Loja 109,Espírito Santo,Sudeste,7380.02,7000
Loja 110,Rondônia,Norte,6886.47,8500
Loja 111,Mato Grosso,Centro-Oeste,6894.12,7000
Loja 112,Bahia,Nordeste,7809.39,7500
Loja 113,Piauí,Nordeste,8638.04,7500
Loja 114,Alagoas,Nordeste,6828.72,8500
Loja 115,Amazonas,Norte,7898.83,7800
Loja 116,Amazonas,Norte,8056.64,8000
Loja 117,Tocantins,Norte,6818.84,8000
Loja 118,Piauí,Nordeste,7388.29,7800
Loja 119,Bahia,Nordeste,6695.67,7200
Loja 120,Rondônia,Norte,8055.32,7500
Loja 121,Mato Grosso do Sul,Centro-Oeste,6207.36,8500
Loja 122,Bahia,Nordeste,9291.67,7200
Loja 123,São Paulo,Sudeste,7757.36,7000
Loja 124,Paraná,Sul,8571.3,8200
Loja 125,Rio de Janeiro,Sudeste,9788.29,7800
Loja 126,Mato Grosso do Sul,Centro-Oeste,8315.37,7800
Loja 127,Minas Gerais,Sudeste,7888.91,8200
Loja 128,Paraíba,Nordeste,6571.97,7200
Loja 129,Santa Catarina,Sul,9087.5,7000
Loja 130,Mato Grosso do Sul,Centro-Oeste,9613.26,8000
Loja 131,Mato Grosso do Sul,Centro-Oeste,8819.63,7200
Loja 132,Rio Grande do Sul,Sul,6112.63,7800
Loja 133,Mato Grosso,Centro-Oeste,9331.11,7200
Loja 134,Pernambuco,Nordeste,7379.39,7800
Loja 135,Amazonas,Norte,9796.13,7500
Loja 136,Mato Grosso,Centro-Oeste,9015.64,7200
Loja 137,Piauí,Nordeste,8602.32,7500
Loja 138,Roraima,Norte,7837.05,8500
Loja 139,Acre,Norte,7246.68,7500
Loja 140,Maranhão,Nordeste,9851.19,7800
Loja 141,Mato Grosso,Centro-Oeste,9989.61,8500
Loja 142,Espírito Santo,Sudeste,8678.62,7800
Loja 143,Acre,Norte,6674.51,7000
Loja 144,Sergipe,Nordeste,6467.76,7200
Loja 145,Rio Grande do Sul,Sul,9782.04,7200
Loja 146,Rio Grande do Sul,Sul,8706.02,7000
Loja 147,Bahia,Nordeste,9564.95,8500
Loja 148,Amazonas,Norte,8187.05,7800
Loja 149,Rio de Janeiro,Sudeste,6259.59,8500
Loja 150,Mato Grosso do Sul,Centro-Oeste,6641.52,7800
Loja 151,Minas Gerais,Sudeste,9312.44,8500
Loja 152,Minas Gerais,Sudeste,9197.77,8500
Loja 153,Pará,Norte,6124.2,8000
