Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,9716.49,7000
Loja 2,Amapá,Norte,7629.47,8000
Loja 3,Acre,Norte,7872.65,7000
Loja 4,Bahia,Nordeste,8426.28,8200
Loja 5,Alagoas,Nordeste,6162.21,8200
Loja 6,Roraima,Norte,6471.09,7200
Loja 7,Santa Catarina,Sul,9182.79,8500
Loja 8,Bahia,Nordeste,9058.32,7500
Loja 9,Tocantins,Norte,8906.06,8000
Loja 10,Rondônia,Norte,9848.51,7200
Loja 11,Espírito Santo,Sudeste,6033.82,7200
Loja 12,Amapá,Norte,6603.63,7500
Loja 13,Paraná,Sul,7758.25,7800
Loja 14,Bahia,Nordeste,9720.91,7000
Loja 15,Mato Grosso,Centro-Oeste,7642.29,8500
Loja 16,Pernambuco,Nordeste,6347.24,7500
Loja 17,Rio Grande do Sul,Sul,8860.21,8500
Loja 18,Santa Catarina,Sul,8534.29,8000
Loja 19,Amapá,Norte,9483.82,8500
Loja 20,Pará,Norte,9934.64,7000
Loja 21,Maranhão,Nordeste,9295.45,8200
Loja 22,Paraíba,Nordeste,7151.22,7800
Loja 23,Tocantins,Norte,9284.28,7500
Loja 24,Mato Grosso,Centro-Oeste,7763.07,7200
Loja 25,Santa Catarina,Sul,7133.66,8200
Loja 26,Tocantins,Norte,9516.3,8200
Loja 27,Pará,Norte,7888.09,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,6622.1,8200
Loja 29,Espírito Santo,Sudeste,6965.63,8200
Loja 30,Rio de Janeiro,Sudeste,8474.61,7000
Loja 31,Minas Gerais,Sudeste,7397.29,7200
Loja 32,Goiás,Centro-Oeste,7586.78,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,9476.32,7500
Loja 34,Piauí,Nordeste,9129.89,7200
Loja 35,Minas Gerais,Sudeste,9760.73,7500
Loja 36,Pernambuco,Nordeste,7776.39,7000
Loja 37,Santa Catarina,Sul,8540.3,7500
Loja 38,Pará,Norte,7643.32,8200
Loja 39,Piauí,Nordeste,7453.35,7200
Loja 40,Rondônia,Norte,7370.21,7500
Loja 41,Rio Grande do Sul,Sul,9712.32,7800
Loja 42,Amapá,Norte,9589.39,7000
Loja 43,Alagoas,Nordeste,7996.37,7200
Loja 44,Espírito Santo,Sudeste,6835.79,7800
Loja 45,Pará,Norte,8200.7,7500
Loja 46,Espírito Santo,Sudeste,7070.41,7500
Loja 47,Rio Grande do Sul,Sul,7221.76,7800
Loja 48,Acre,Norte,9960.78,8500
Loja 49,Rondônia,Norte,6312.26,7000
Loja 50,Roraima,Norte,8412.66,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,9003.61,8500
Loja 52,Acre,Norte,7392.72,8200
