Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,6336.27,7000
Loja 2,Amapá,Norte,8979.1,8000
Loja 3,Acre,Norte,7109.36,7000
Loja 4,Bahia,Nordeste,9657.75,8200
Loja 5,Alagoas,Nordeste,8810.12,8200
Loja 6,Roraima,Norte,6300.65,7200
Loja 7,Santa Catarina,Sul,7648.03,8500
Loja 8,Bahia,Nordeste,9175.31,7500
Loja 9,Tocantins,Norte,6375.38,8000
Loja 10,Rondônia,Norte,7188.51,7200
Loja 11,Espírito Santo,Sudeste,6326.8,7200
Loja 12,Amapá,Norte,9264.91,7500
Loja 13,Paraná,Sul,6430.56,7800
Loja 14,Bahia,Nordeste,7601.44,7000
Loja 15,Mato Grosso,Centro-Oeste,6453.37,8500
Loja 16,Pernambuco,Nordeste,7924.27,7500
Loja 17,Rio Grande do Sul,Sul,6592.22,8500
Loja 18,Santa Catarina,Sul,6928.62,8000
Loja 19,Amapá,Norte,8780.4,8500
Loja 20,Pará,Norte,6200.42,7000
Loja 21,Maranhão,Nordeste,8954.96,8200
Loja 22,Paraíba,Nordeste,7850.69,7800
Loja 23,Tocantins,Norte,6064.7,7500
Loja 24,Mato Grosso,Centro-Oeste,9385.66,7200
Loja 25,Santa Catarina,Sul,6744.39,8200
Loja 26,Tocantins,Norte,6119.77,8200
Loja 27,Pará,Norte,9917.41,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,8408.93,8200
Loja 29,Espírito Santo,Sudeste,8409.13,8200
Loja 30,Rio de Janeiro,Sudeste,6179.03,7000
Loja 31,Minas Gerais,Sudeste,9360.93,7200
Loja 32,Goiás,Centro-Oeste,8125.98,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,8616.5,7500
Loja 34,Piauí,Nordeste,9873.42,7200
Loja 35,Minas Gerais,Sudeste,8922.09,7500
Loja 36,Pernambuco,Nordeste,9931.64,7000
Loja 37,Santa Catarina,Sul,9330.03,7500
Loja 38,Pará,Norte,7150.55,8200
Loja 39,Piauí,Nordeste,7201.83,7200
Loja 40,Rondônia,Norte,7468.54,7500
Loja 41,Rio Grande do Sul,Sul,9631.83,7800
Loja 42,Amapá,Norte,9060.1,7000
Loja 43,Alagoas,Nordeste,7485.03,7200
Loja 44,Espírito Santo,Sudeste,8706.94,7800
Loja 45,Pará,Norte,6273.91,7500
Loja 46,Espírito Santo,Sudeste,8358.96,7500
Loja 47,Rio Grande do Sul,Sul,8789.95,7800
Loja 48,Acre,Norte,8541.97,8500
Loja 49,Rondônia,Norte,6594.5,7000
Loja 50,Roraima,Norte,8740.47,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,9400.04,8500
Loja 52,Acre,Norte,8454.26,8200
Loja 53,Maranhão,Nordeste,9162.64,8000
Loja 54,São Paulo,Sudeste,7497.86,7500
Loja 55,Ceará,Nordeste,9835.67,7200
Loja 56,Rio Grande do Norte,Nordeste,8993.67,8500
Loja 57,Mato Grosso,Centro-Oeste,9152.02,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,6207.53,7800
