Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Maranhão,Nordeste,6267.03,7000
Loja 2,Amazonas,Norte,9317.25,7500
Loja 3,São Paulo,Sudeste,6834.66,8500
Loja 4,Minas Gerais,Sudeste,6707.53,7000
Loja 5,Pernambuco,Nordeste,7642.3,8000
Loja 6,Bahia,Nordeste,7263.47,8200
Loja 7,Paraíba,Nordeste,8331.12,7200
Loja 8,Roraima,Norte,9214.0,7800
Loja 9,Santa Catarina,Sul,7707.07,7200
Loja 10,Sergipe,Nordeste,7804.01,7800
Loja 11,Sergipe,Nordeste,8185.15,7200
Loja 12,Pernambuco,Nordeste,7650.64,8000
Loja 13,Amapá,Norte,7166.99,8000
Loja 14,Rio Grande do Sul,Sul,6130.78,7200
Loja 15,Espírito Santo,Sudeste,7667.51,7200
Loja 16,Ceará,Nordeste,6818.37,7000
Loja 17,Pará,Norte,8803.49,8200
Loja 18,Mato Grosso,Centro-Oeste,8311.25,8000
Loja 19,Paraná,Sul,8432.13,7500
Loja 20,Minas Gerais,Sudeste,8580.04,8200
Loja 21,Paraíba,Nordeste,7691.04,8500
Loja 22,Mato Grosso do Sul,Centro-Oeste,7066.93,8000
Loja 23,Rondônia,Norte,6688.77,7800
Loja 24,Santa Catarina,Sul,7719.61,8500
Loja 25,Ceará,Nordeste,7506.69,7000
Loja 26,Mato Grosso,Centro-Oeste,6130.55,7800
Loja 27,Piauí,Nordeste,6218.97,8000
Loja 28,Espírito Santo,Sudeste,7519.86,8200
Loja 29,Maranhão,Nordeste,9235.97,7500
Loja 30,Amapá,Norte,6664.02,7500
Loja 31,Roraima,Norte,9091.93,8200
Loja 32,Alagoas,Nordeste,7094.41,7000
Loja 33,Amazonas,Norte,6938.87,7000
Loja 34,Maranhão,Nordeste,7882.93,7000
Loja 35,Pernambuco,Nordeste,9995.95,8000
Loja 36,Ceará,Nordeste,7419.58,8500
Loja 37,Piauí,Nordeste,8809.47,7500
Loja 38,Rio Grande do Sul,Sul,9526.44,8000
Loja 39,Piauí,Nordeste,8926.87,8000
Loja 40,Roraima,Norte,7584.04,8200
Loja 41,Rio Grande do Sul,Sul,9517.7,8200
Loja 42,Paraíba,Nordeste,6539.36,7000
Loja 43,Piauí,Nordeste,6231.74,7200
Loja 44,São Paulo,Sudeste,6885.9,7200
Loja 45,Amapá,Norte,7893.12,7000
Loja 46,Santa Catarina,Sul,9401.05,7500
Loja 47,Sergipe,Nordeste,6381.97,7800
Loja 48,Tocantins,Norte,8747.68,8000
Loja 49,Ceará,Nordeste,7273.38,8000
Loja 50,Santa Catarina,Sul,9515.28,8000
Loja 51,Rondônia,Norte,8332.64,8000
Loja 52,Pernambuco,Nordeste,8210.38,8000
Loja 53,Alagoas,Nordeste,6424.08,8200
Loja 54,Maranhão,Nordeste,8089.71,7800
Loja 55,Paraná,Sul,7283.38,8500
Loja 56,Espírito Santo,Sudeste,9098.29,7800
Loja 57,Maranhão,Nordeste,7302.49,7800
Loja 58,Bahia,Nordeste,7486.02,7500
Loja 59,Pará,Norte,6722.58,8200
Loja 60,Roraima,Norte,7838.64,7000
Loja 61,Paraíba,Nordeste,8279.96,8200
Loja 62,Amapá,Norte,6694.67,7800
Loja 63,Mato Grosso,Centro-Oeste,9433.63,7800
Loja 64,Bahia,Nordeste,6710.19,8000
Loja 65,Rio de Janeiro,Sudeste,9507.21,8500
Loja 66,Mato Grosso,Centro-Oeste,9729.76,7000
Loja 67,Paraná,Sul,6615.28,7200
Loja 68,Pernambuco,Nordeste,9482.22,8500
Loja 69,Mato Grosso,Centro-Oeste,7409.94,7500
Loja 70,Bahia,Nordeste,9067.87,7000
Loja 71,Rio Grande do Norte,Nordeste,8135.17,7800
Loja 72,Maranhão,Nordeste,8085.5,7500
Loja 73,Roraima,Norte,6829.99,8500
Loja 74,Alagoas,Nordeste,9238.83,7200
Loja 75,Minas Gerais,Sudeste,7431.58,8200
Loja 76,Santa Catarina,Sul,9800.04,7800
Loja 77,Amapá,Norte,7390.14,7200
Loja 78,Goiás,Centro-Oeste,6452.58,7000
Loja 79,Ceará,Nordeste,6801.03,8000
Loja 80,Roraima,Norte,6241.43,7000
Loja 81,Goiás,Centro-Oeste,8979.55,7000
Loja 82,Rio de Janeiro,Sudeste,7853.21,7200
Loja 83,Paraíba,Nordeste,7173.14,8200
Loja 84,Paraíba,Nordeste,9418.76,7000
Loja 85,Santa Catarina,Sul,6229.99,7000
Loja 86,Alagoas,Nordeste,8171.02,8200
Loja 87,Mato Grosso do Sul,Centro-Oeste,8611.13,8500
Loja 88,Mato Grosso,Centro-Oeste,8814.26,8000
Loja 89,Minas Gerais,Sudeste,8090.51,8000
Loja 90,Mato Grosso,Centro-Oeste,6865.76,8000
Loja 91,Amapá,Norte,9501.66,7800
Loja 92,Ceará,Nordeste,7504.28,8500
Loja 93,Rio Grande do Norte,Nordeste,6141.12,7800
Loja 94,Pará,Norte,8497.46,7800
Loja 95,Amazonas,Norte,7861.23,8000
Loja 96,Mato Grosso,Centro-Oeste,8490.44,7800
Loja 97,Pará,Norte,9346.49,7800
Loja 98,Amapá,Norte,8547.62,7800
Loja 99,Maranhão,Nordeste,7931.6,7800
Loja 100,Pernambuco,Nordeste,7906.55,8500
Loja 101,Bahia,Nordeste,8779.67,7000
Loja 102,Amapá,Norte,7042.9,8000
Loja 103,Acre,Norte,7135.49,7800
Loja 104,Acre,Norte,6208.83,7500
Loja 105,Ceará,Nordeste,7094.16,7200
Loja 106,Paraíba,Nordeste,6003.32,8000
Loja 107,Bahia,Nordeste,6144.15,8000
Loja 108,Goiás,Centro-Oeste,7671.4,7800
Loja 109,Paraíba,Nordeste,8641.63,7000
Loja 110,Pernambuco,Nordeste,7292.27,7500
