Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,8141.74,7000
Loja 2,Amapá,Norte,8509.6,8000
Loja 3,Acre,Norte,7339.74,7000
Loja 4,Bahia,Nordeste,8929.52,8200
Loja 5,Alagoas,Nordeste,8313.31,8200
Loja 6,Roraima,Norte,9850.78,7200
Loja 7,Santa Catarina,Sul,8146.97,8500
Loja 8,Bahia,Nordeste,6264.27,7500
Loja 9,Tocantins,Norte,6748.33,8000
Loja 10,Rondônia,Norte,6950.28,7200
Loja 11,Espírito Santo,Sudeste,8133.39,7200
Loja 12,Amapá,Norte,9921.28,7500
Loja 13,Paraná,Sul,9086.36,7800
Loja 14,Bahia,Nordeste,9557.74,7000
Loja 15,Mato Grosso,Centro-Oeste,8625.43,8500
Loja 16,Pernambuco,Nordeste,8664.05,7500
Loja 17,Rio Grande do Sul,Sul,7756.22,8500
Loja 18,Santa Catarina,Sul,9190.5,8000
Loja 19,Amapá,Norte,6107.0,8500
Loja 20,Pará,Norte,6996.49,7000
Loja 21,Maranhão,Nordeste,6889.73,8200
Loja 22,Paraíba,Nordeste,9953.35,7800
Loja 23,Tocantins,Norte,9595.71,7500
Loja 24,Mato Grosso,Centro-Oeste,9147.82,7200
Loja 25,Santa Catarina,Sul,9292.95,8200
Loja 26,Tocantins,Norte,6503.3,8200
Loja 27,Pará,Norte,9152.74,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,9760.68,8200
Loja 29,Espírito Santo,Sudeste,6923.14,8200
Loja 30,Rio de Janeiro,Sudeste,6717.45,7000
Loja 31,Minas Gerais,Sudeste,6852.16,7200
Loja 32,Goiás,Centro-Oeste,7207.7,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,9622.68,7500
Loja 34,Piauí,Nordeste,9751.89,7200
Loja 35,Minas Gerais,Sudeste,8772.78,7500
Loja 36,Pernambuco,Nordeste,7344.31,7000
Loja 37,Santa Catarina,Sul,9394.89,7500
