Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,7060.51,7000
Loja 2,Amapá,Norte,9374.18,8000
Loja 3,Acre,Norte,6416.04,7000
Loja 4,Bahia,Nordeste,8403.35,8200
Loja 5,Alagoas,Nordeste,7631.26,8200
Loja 6,Roraima,Norte,9420.44,7200
Loja 7,Santa Catarina,Sul,7316.84,8500
Loja 8,Bahia,Nordeste,7433.31,7500
Loja 9,Tocantins,Norte,6985.5,8000
Loja 10,Rondônia,Norte,8409.17,7200
Loja 11,Espírito Santo,Sudeste,6036.4,7200
Loja 12,Amapá,Norte,6029.94,7500
Loja 13,Paraná,Sul,9715.89,7800
Loja 14,Bahia,Nordeste,6484.58,7000
Loja 15,Mato Grosso,Centro-Oeste,8023.42,8500
Loja 16,Pernambuco,Nordeste,8328.5,7500
Loja 17,Rio Grande do Sul,Sul,8672.87,8500
Loja 18,Santa Catarina,Sul,9602.81,8000
Loja 19,Amapá,Norte,7025.71,8500
Loja 20,Pará,Norte,8557.78,7000
Loja 21,Maranhão,Nordeste,7269.62,8200
Loja 22,Paraíba,Nordeste,6042.18,7800
Loja 23,Tocantins,Norte,7750.58,7500
Loja 24,Mato Grosso,Centro-Oeste,7863.66,7200
Loja 25,Santa Catarina,Sul,6265.9,8200
Loja 26,Tocantins,Norte,9470.4,8200
Loja 27,Pará,Norte,8915.9,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,8025.02,8200
Loja 29,Espírito Santo,Sudeste,6751.35,8200
Loja 30,Rio de Janeiro,Sudeste,9860.01,7000
Loja 31,Minas Gerais,Sudeste,7981.73,7200
Loja 32,Goiás,Centro-Oeste,6322.07,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,9976.52,7500
Loja 34,Piauí,Nordeste,8378.26,7200
Loja 35,Minas Gerais,Sudeste,7211.3,7500
Loja 36,Pernambuco,Nordeste,7223.58,7000
Loja 37,Santa Catarina,Sul,9715.85,7500
Loja 38,Pará,Norte,7908.8,8200
Loja 39,Piauí,Nordeste,7913.69,7200
Loja 40,Rondônia,Norte,9967.97,7500
Loja 41,Rio Grande do Sul,Sul,8626.15,7800
Loja 42,Amapá,Norte,6996.51,7000
Loja 43,Alagoas,Nordeste,6185.48,7200
Loja 44,Espírito Santo,Sudeste,9909.7,7800
Loja 45,Pará,Norte,7505.74,7500
Loja 46,Espírito Santo,Sudeste,8711.5,7500
Loja 47,Rio Grande do Sul,Sul,7619.33,7800
Loja 48,Acre,Norte,6607.88,8500
Loja 49,Rondônia,Norte,9421.03,7000
Loja 50,Roraima,Norte,9937.77,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,9945.26,8500
Loja 52,Acre,Norte,8652.41,8200
Loja 53,Maranhão,Nordeste,8582.86,8000
Loja 54,São Paulo,Sudeste,8465.61,7500
Loja 55,Ceará,Nordeste,9305.94,7200
Loja 56,Rio Grande do Norte,Nordeste,6277.42,8500
Loja 57,Mato Grosso,Centro-Oeste,9968.38,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,7327.2,7800
Loja 59,Paraíba,Nordeste,6119.35,8200
Loja 60,Santa Catarina,Sul,9209.73,8500
Loja 61,Mato Grosso do Sul,Centro-Oeste,7750.19,8200
Loja 62,Goiás,Centro-Oeste,9383.57,7800
Loja 63,Rondônia,Norte,6818.96,8500
Loja 64,Piauí,Nordeste,7094.57,8200
Loja 65,Amazonas,Norte,7145.99,7000
Loja 66,Espírito Santo,Sudeste,6531.56,8000
Loja 67,Santa Catarina,Sul,6202.03,7000
Loja 68,Piauí,Nordeste,8018.21,8500
Loja 69,Minas Gerais,Sudeste,8867.66,7800
Loja 70,Rondônia,Norte,9738.42,8000
Loja 71,Rio Grande do Sul,Sul,6364.7,8000
Loja 72,Espírito Santo,Sudeste,6626.7,8500
Loja 73,Bahia,Nordeste,9472.23,8200
Loja 74,Paraná,Sul,6863.05,7000
Loja 75,Pará,Norte,6147.68,8500
Loja 76,Ceará,Nordeste,7716.34,8500
Loja 77,Goiás,Centro-Oeste,7882.32,7200
Loja 78,Espírito Santo,Sudeste,9812.98,7500
Loja 79,Pará,Norte,7174.67,8200
Loja 80,Goiás,Centro-Oeste,9837.26,8000
Loja 81,Mato Grosso do Sul,Centro-Oeste,8213.23,8500
Loja 82,Mato Grosso,Centro-Oeste,6234.81,7500
Loja 83,Goiás,Centro-Oeste,9355.76,7800
Loja 84,Rio Grande do Sul,Sul,6453.36,7800
Loja 85,Amazonas,Norte,9463.46,7800
Loja 86,Mato Grosso,Centro-Oeste,7601.69,8000
Loja 87,Rio Grande do Sul,Sul,8261.19,8500
Loja 88,Mato Grosso,Centro-Oeste,9983.84,7200
Loja 89,Maranhão,Nordeste,9079.44,8000
Loja 90,Rio Grande do Norte,Nordeste,9895.42,7000
Loja 91,Santa Catarina,Sul,6507.78,7800
Loja 92,Rondônia,Norte,9667.08,7500
Loja 93,Mato Grosso,Centro-Oeste,8078.34,8200
Loja 94,Bahia,Nordeste,9403.66,8500
Loja 95,Rio de Janeiro,Sudeste,8303.55,8500
Loja 96,Sergipe,Nordeste,8067.79,7500
Loja 97,Roraima,Norte,9068.71,7500
Loja 98,Alagoas,Nordeste,9672.17,7000
Loja 99,Rio Grande do Norte,Nordeste,9890.87,8200
Loja 100,Santa Catarina,Sul,9729.87,7200
Loja 101,Rio Grande do Norte,Nordeste,7701.81,7800
Loja 102,Santa Catarina,Sul,9602.93,8200
Loja 103,Pernambuco,Nordeste,9903.12,7500
Loja 104,Minas Gerais,Sudeste,7425.79,8000
Loja 105,Alagoas,Nordeste,6590.92,8500
Loja 106,Espírito Santo,Sudeste,6321.22,8200
Loja 107,Piauí,Nordeste,7325.96,7000
Loja 108,Tocantins,Norte,8615.95,8000
Loja 109,Rio de Janeiro,Sudeste,8177.31,8200
Loja 110,Amazonas,Norte,8389.56,7800
Loja 111,Ceará,Nordeste,7699.36,7800
Loja 112,Rio Grande do Sul,Sul,8580.06,7800
Loja 113,Paraná,Sul,7970.47,8200
Loja 114,Goiás,Centro-Oeste,6089.59,8000
Loja 115,Rio Grande do Norte,Nordeste,9073.63,8200
Loja 116,Rio Grande do Norte,Nordeste,6784.8,7200
Loja 117,Mato Grosso do Sul,Centro-Oeste,6507.17,8500
Loja 118,Roraima,Norte,8731.39,7200
Loja 119,Piauí,Nordeste,7707.58,8000
Loja 120,Rio Grande do Sul,Sul,6135.47,8200
Loja 121,Bahia,Nordeste,8793.37,7200
Loja 122,Santa Catarina,Sul,6258.72,7500
Loja 123,Minas Gerais,Sudeste,6512.5,7200
Loja 124,Rio de Janeiro,Sudeste,9554.67,8500
Loja 125,Mato Grosso,Centro-Oeste,7654.98,8200
Loja 126,Alagoas,Nordeste,6231.32,8200
Loja 127,Roraima,Norte,7033.22,8500
Loja 128,Alagoas,Nordeste,7148.67,7800
Loja 129,Mato Grosso,Centro-Oeste,6173.27,7500
Loja 130,Alagoas,Nordeste,6434.96,8000
Loja 131,Pará,Norte,6848.63,8200
Loja 132,Pernambuco,Nordeste,6273.39,7800
Loja 133,Ceará,Nordeste,8592.33,7500
Loja 134,Santa Catarina,Sul,6723.71,7500
Loja 135,Rio Grande do Norte,Nordeste,6180.09,8200
Loja 136,Espírito Santo,Sudeste,6895.73,8200
Loja 137,Minas Gerais,Sudeste,7097.5,8500
Loja 138,Rondônia,Norte,6324.63,8200
Loja 139,Amazonas,Norte,7697.97,7200
Loja 140,Ceará,Nordeste,9556.08,7500
Loja 141,Tocantins,Norte,7207.88,8200
Loja 142,Mato Grosso,Centro-Oeste,9926.63,8500
Loja 143,Rondônia,Norte,6965.1,8000
Loja 144,Maranhão,Nordeste,6771.96,7200
Loja 145,Alagoas,Nordeste,6554.28,7500
Loja 146,Goiás,Centro-Oeste,7754.33,8200
Loja 147,Santa Catarina,Sul,6595.5,8500
Loja 148,Mato Grosso,Centro-Oeste,7423.08,8500
Loja 149,Paraná,Sul,8522.28,7000
Loja 150,Bahia,Nordeste,8994.5,7500
Loja 151,Paraná,Sul,6578.15,7500
Loja 152,São Paulo,Sudeste,8177.66,7200
Loja 153,Goiás,Centro-Oeste,6360.63,8500
Loja 154,Roraima,Norte,6735.04,7500
Loja 155,Alagoas,Nordeste,9670.77,7200
Loja 156,Pernambuco,Nordeste,7651.06,7200
Loja 157,Amazonas,Norte,9530.43,7800
Loja 158,Espírito Santo,Sudeste,9186.4,8500
Loja 159,Mato Grosso do Sul,Centro-Oeste,6987.16,8200
Loja 160,Paraná,Sul,9802.98,7200
Loja 161,Rio de Janeiro,Sudeste,6362.99,8200
Loja 162,Ceará,Nordeste,8031.36,8000
Loja 163,Rondônia,Norte,9986.72,7800
Loja 164,Rio Grande do Norte,Nordeste,7248.47,7800
Loja 165,Rio Grande do Sul,Sul,6155.16,7500
Loja 166,Espírito Santo,Sudeste,7408.08,8500
Loja 167,Pernambuco,Nordeste,7163.28,7200
Loja 168,Amapá,Norte,9533.97,7500
Loja 169,Maranhão,Nordeste,8361.7,7200
Loja 170,Rio de Janeiro,Sudeste,7908.1,8000
Loja 171,Ceará,Nordeste,9279.72,8000
Loja 172,Espírito Santo,Sudeste,6316.11,7200
Loja 173,Piauí,Nordeste,7276.09,7000
Loja 174,Santa Catarina,Sul,8122.86,7000
Loja 175,Espírito Santo,Sudeste,8530.12,8200
Loja 176,Roraima,Norte,9520.44,7500
Loja 177,Sergipe,Nordeste,9737.57,8200
Loja 178,Tocantins,Norte,9754.26,7000
Loja 179,Tocantins,Norte,8064.88,8000
Loja 180,Maranhão,Nordeste,6420.51,7500
Loja 181,Mato Grosso,Centro-Oeste,9337.31,8200
Loja 182,Pernambuco,Nordeste,7136.71,8500
Loja 183,Acre,Norte,9591.09,8500
Loja 184,Rio Grande do Norte,Nordeste,8110.24,7200
Loja 185,Bahia,Nordeste,6659.04,8200
Loja 186,Rio Grande do Norte,Nordeste,9902.26,7000
Loja 187,Paraíba,Nordeste,9124.75,8200
Loja 188,Rondônia,Norte,8996.46,7000
Loja 189,Minas Gerais,Sudeste,7949.85,8200
Loja 190,São Paulo,Sudeste,9489.72,8200
Loja 191,Mato Grosso do Sul,Centro-Oeste,6892.49,7500
Loja 192,Ceará,Nordeste,9501.9,8200
Loja 193,Bahia,Nordeste,9925.58,8200
Loja 194,Amapá,Norte,8061.75,7800
Loja 195,Ceará,Nordeste,6357.28,8200
Loja 196,Espírito Santo,Sudeste,6829.04,8000
Loja 197,Ceará,Nordeste,7550.12,8000
Loja 198,Rio de Janeiro,Sudeste,6931.1,8000
Loja 199,Mato Grosso do Sul,Centro-Oeste,6459.55,8200
Loja 200,Mato Grosso do Sul,Centro-Oeste,7977.97,8000
Loja 201,São Paulo,Sudeste,8473.71,7000
Loja 202,Santa Catarina,Sul,9867.79,8000
Loja 203,Piauí,Nordeste,6896.91,7200
Loja 204,Ceará,Nordeste,8639.6,7800
Loja 205,Espírito Santo,Sudeste,8456.64,7000
Loja 206,Maranhão,Nordeste,6151.05,8200
Loja 207,Paraíba,Nordeste,9521.79,7000
Loja 208,Pará,Norte,9347.21,7200
Loja 209,Alagoas,Nordeste,6401.92,8200
Loja 210,Minas Gerais,Sudeste,9331.99,7500
Loja 211,Minas Gerais,Sudeste,8188.35,7200
Loja 212,Amazonas,Norte,9435.3,7200
Loja 213,Santa Catarina,Sul,9334.55,7000
Loja 214,Piauí,Nordeste,6313.63,7500
Loja 215,São Paulo,Sudeste,7603.55,8200
Loja 216,Roraima,Norte,7763.0,8200
Loja 217,Roraima,Norte,9113.07,8200
Loja 218,Maranhão,Nordeste,8769.21,7500
Loja 219,Piauí,Nordeste,6217.55,8000
Loja 220,Amapá,Norte,9603.24,7500
Loja 221,Bahia,Nordeste,6154.64,8500
Loja 222,Pernambuco,Nordeste,8671.22,8500
Loja 223,Minas Gerais,Sudeste,8628.11,7000
Loja 224,São Paulo,Sudeste,6147.77,7000
Loja 225,Rio de Janeiro,Sudeste,9565.16,7000
Loja 226,Goiás,Centro-Oeste,9649.8,7800
Loja 227,Paraíba,Nordeste,7597.67,7000
Loja 228,Rio Grande do Sul,Sul,6464.35,8000
Loja 229,São Paulo,Sudeste,8549.71,7200
Loja 230,Ceará,Nordeste,6791.06,8500
Loja 231,Piauí,Nordeste,8206.98,7200
Loja 232,Alagoas,Nordeste,6459.54,8500
