Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,8924.99,7000
Loja 2,Amapá,Norte,9661.11,8000
Loja 3,Acre,Norte,8042.25,7000
Loja 4,Bahia,Nordeste,9121.37,8200
Loja 5,Alagoas,Nordeste,7587.16,8200
Loja 6,Roraima,Norte,6718.27,7200
Loja 7,Santa Catarina,Sul,8774.05,8500
Loja 8,Bahia,Nordeste,8797.22,7500
Loja 9,Tocantins,Norte,8378.75,8000
Loja 10,Rondônia,Norte,8989.9,7200
Loja 11,Espírito Santo,Sudeste,8352.62,7200
Loja 12,Amapá,Norte,6813.52,7500
Loja 13,Paraná,Sul,9145.47,7800
Loja 14,Bahia,Nordeste,9528.44,7000
Loja 15,Mato Grosso,Centro-Oeste,6957.45,8500
Loja 16,Pernambuco,Nordeste,7934.12,7500
Loja 17,Rio Grande do Sul,Sul,9911.9,8500
Loja 18,Santa Catarina,Sul,9533.16,8000
Loja 19,Amapá,Norte,7404.11,8500
Loja 20,Pará,Norte,9744.14,7000
Loja 21,Maranhão,Nordeste,8114.61,8200
Loja 22,Paraíba,Nordeste,7095.01,7800
Loja 23,Tocantins,Norte,7694.81,7500
Loja 24,Mato Grosso,Centro-Oeste,8513.28,7200
Loja 25,Santa Catarina,Sul,6381.74,8200
Loja 26,Tocantins,Norte,6060.09,8200
Loja 27,Pará,Norte,7056.84,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,7137.62,8200
Loja 29,Espírito Santo,Sudeste,8851.19,8200
Loja 30,Rio de Janeiro,Sudeste,6126.06,7000
Loja 31,Minas Gerais,Sudeste,8445.79,7200
Loja 32,Goiás,Centro-Oeste,8500.42,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,8362.75,7500
Loja 34,Piauí,Nordeste,7146.6,7200
Loja 35,Minas Gerais,Sudeste,9923.77,7500
Loja 36,Pernambuco,Nordeste,9383.71,7000
Loja 37,Santa Catarina,Sul,8401.54,7500
Loja 38,Pará,Norte,6995.64,8200
Loja 39,Piauí,Nordeste,6197.5,7200
Loja 40,Rondônia,Norte,8247.24,7500
Loja 41,Rio Grande do Sul,Sul,9967.77,7800
Loja 42,Amapá,Norte,6841.62,7000
Loja 43,Alagoas,Nordeste,6369.95,7200
Loja 44,Espírito Santo,Sudeste,8910.69,7800
Loja 45,Pará,Norte,6585.11,7500
Loja 46,Espírito Santo,Sudeste,6550.86,7500
Loja 47,Rio Grande do Sul,Sul,9987.08,7800
Loja 48,Acre,Norte,6104.0,8500
Loja 49,Rondônia,Norte,9866.99,7000
Loja 50,Roraima,Norte,6751.66,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,8584.26,8500
Loja 52,Acre,Norte,6592.87,8200
Loja 53,Maranhão,Nordeste,8610.54,8000
Loja 54,São Paulo,Sudeste,8159.53,7500
Loja 55,Ceará,Nordeste,7926.49,7200
Loja 56,Rio Grande do Norte,Nordeste,6484.28,8500
Loja 57,Mato Grosso,Centro-Oeste,6122.5,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,8939.1,7800
Loja 59,Paraíba,Nordeste,9573.29,8200
Loja 60,Santa Catarina,Sul,6161.68,8500
Loja 61,Mato Grosso do Sul,Centro-Oeste,7173.22,8200
Loja 62,Goiás,Centro-Oeste,6738.37,7800
Loja 63,Rondônia,Norte,7353.46,8500
Loja 64,Piauí,Nordeste,9129.91,8200
Loja 65,Amazonas,Norte,6950.88,7000
Loja 66,Espírito Santo,Sudeste,7900.21,8000
Loja 67,Santa Catarina,Sul,7527.4,7000
Loja 68,Piauí,Nordeste,7925.76,8500
Loja 69,Minas Gerais,Sudeste,6574.48,7800
Loja 70,Rondônia,Norte,6093.91,8000
Loja 71,Rio Grande do Sul,Sul,9913.17,8000
Loja 72,Espírito Santo,Sudeste,8287.35,8500
Loja 73,Bahia,Nordeste,7848.63,8200
Loja 74,Paraná,Sul,6191.29,7000
Loja 75,Pará,Norte,9225.02,8500
Loja 76,Ceará,Nordeste,8697.56,8500
Loja 77,Goiás,Centro-Oeste,9917.9,7200
Loja 78,Espírito Santo,Sudeste,6966.46,7500
Loja 79,Pará,Norte,7669.96,8200
Loja 80,Goiás,Centro-Oeste,8095.44,8000
Loja 81,Mato Grosso do Sul,Centro-Oeste,9764.95,8500
Loja 82,Mato Grosso,Centro-Oeste,8123.97,7500
Loja 83,Goiás,Centro-Oeste,6925.64,7800
Loja 84,Rio Grande do Sul,Sul,7062.65,7800
Loja 85,Amazonas,Norte,6218.94,7800
Loja 86,Mato Grosso,Centro-Oeste,6758.66,8000
Loja 87,Rio Grande do Sul,Sul,7351.47,8500
Loja 88,Mato Grosso,Centro-Oeste,6525.9,7200
Loja 89,Maranhão,Nordeste,6171.72,8000
Loja 90,Rio Grande do Norte,Nordeste,9198.27,7000
Loja 91,Santa Catarina,Sul,7733.46,7800
Loja 92,Rondônia,Norte,8372.73,7500
Loja 93,Mato Grosso,Centro-Oeste,6210.96,8200
Loja 94,Bahia,Nordeste,9096.52,8500
Loja 95,Rio de Janeiro,Sudeste,8446.49,8500
Loja 96,Sergipe,Nordeste,6464.38,7500
Loja 97,Roraima,Norte,7654.44,7500
Loja 98,Alagoas,Nordeste,8502.74,7000
Loja 99,Rio Grande do Norte,Nordeste,7383.96,8200
Loja 100,Santa Catarina,Sul,9323.57,7200
Loja 101,Rio Grande do Norte,Nordeste,8299.71,7800
Loja 102,Santa Catarina,Sul,7008.2,8200
Loja 103,Pernambuco,Nordeste,6416.35,7500
Loja 104,Minas Gerais,Sudeste,7639.99,8000
Loja 105,Alagoas,Nordeste,9680.05,8500
Loja 106,Espírito Santo,Sudeste,9155.0,8200
Loja 107,Piauí,Nordeste,9850.05,7000
Loja 108,Tocantins,Norte,7716.18,8000
Loja 109,Rio de Janeiro,Sudeste,6771.68,8200
Loja 110,Amazonas,Norte,9130.81,7800
Loja 111,Ceará,Nordeste,8330.6,7800
Loja 112,Rio Grande do Sul,Sul,9320.67,7800
Loja 113,Paraná,Sul,6429.49,8200
Loja 114,Goiás,Centro-Oeste,8781.55,8000
Loja 115,Rio Grande do Norte,Nordeste,8871.51,8200
Loja 116,Rio Grande do Norte,Nordeste,9042.65,7200
Loja 117,Mato Grosso do Sul,Centro-Oeste,6161.74,8500
Loja 118,Roraima,Norte,6312.15,7200
Loja 119,Piauí,Nordeste,8726.13,8000
Loja 120,Rio Grande do Sul,Sul,7503.19,8200
Loja 121,Bahia,Nordeste,9936.02,7200
Loja 122,Santa Catarina,Sul,8454.86,7500
Loja 123,Minas Gerais,Sudeste,6547.31,7200
Loja 124,Rio de Janeiro,Sudeste,6319.74,8500
Loja 125,Mato Grosso,Centro-Oeste,6501.2,8200
Loja 126,Alagoas,Nordeste,7100.39,8200
Loja 127,Roraima,Norte,8159.38,8500
Loja 128,Alagoas,Nordeste,8575.54,7800
Loja 129,Mato Grosso,Centro-Oeste,7410.28,7500
Loja 130,Alagoas,Nordeste,9483.7,8000
Loja 131,Pará,Norte,7283.68,8200
Loja 132,Pernambuco,Nordeste,7172.57,7800
Loja 133,Ceará,Nordeste,7791.59,7500
Loja 134,Santa Catarina,Sul,9598.4,7500
Loja 135,Rio Grande do Norte,Nordeste,6928.09,8200
Loja 136,Espírito Santo,Sudeste,8372.75,8200
Loja 137,Minas Gerais,Sudeste,6298.19,8500
Loja 138,Rondônia,Norte,6639.21,8200
Loja 139,Amazonas,Norte,9603.67,7200
