Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1, Espírito Santo, Sudeste,7238.94,7800
Loja 2, Mato Grosso, Centro-Oeste,7902.89,8200
Loja 3, Roraima, Norte,8064.87,8500
Loja 4, Piauí, Nordeste,9007.13,7500
Loja 5, Paraíba, Nordeste,9332.07,8000
Loja 6, Sergipe, Nordeste,6015.08,7200
Loja 7, Minas Gerais, Sudeste,9486.33,7200
Loja 8, Paraná, Sul,7930.18,8500
Loja 9, Espírito Santo, Sudeste,6072.8,8000
Loja 10, Paraná, Sul,6316.65,8500
Loja 11, Rondônia, Norte,8941.61,7800
Loja 12, Paraná, Sul,7553.27,8000
Loja 13, Espírito Santo, Sudeste,8234.86,8000
Loja 14, Tocantins, Norte,6852.34,7200
Loja 15, Rio Grande do Norte, Nordeste,8256.2,7200
Loja 16, Santa Catarina, Sul,8314.92,7500
Loja 17, Paraíba, Nordeste,8733.68,8000
Loja 18, Bahia, Nordeste,7655.54,8000
Loja 19, Acre, Norte,7230.66,7500
Loja 20, Acre, Norte,7771.19,7000
Loja 21, Mato Grosso do Sul, Centro-Oeste,6024.31,8500
Loja 22, Mato Grosso do Sul, Centro-Oeste,9907.49,7500
Loja 23, Mato Grosso do Sul, Centro-Oeste,6087.61,8500
Loja 24, Rio Grande do Norte, Nordeste,7139.73,8200
Loja 25, Alagoas, Nordeste,6115.28,8500
Loja 26, Ceará, Nordeste,8161.57,7800
Loja 27, Rio Grande do Norte, Nordeste,7107.54,7500
Loja 28, Roraima, Norte,9113.73,8500
Loja 29, Ceará, Nordeste,6742.92,7500
Loja 30, Piauí, Nordeste,9442.75,7500
Loja 31, Maranhão, Nordeste,7279.08,8200
Loja 32, Rio Grande do Sul, Sul,8513.59,8000
Loja 33, Rio Grande do Sul, Sul,7100.87,8000
Loja 34, Maranhão, Nordeste,8448.98,7500
Loja 35, Roraima, Norte,7340.87,7800
Loja 36, Piauí, Nordeste,8061.01,7200
Loja 37, Santa Catarina, Sul,8448.06,7500
Loja 38, Pará, Norte,6328.93,7000
Loja 39, Rio de Janeiro, Sudeste,8998.54,7800
Loja 40, São Paulo, Sudeste,7548.91,8500
Loja 41, Bahia, Nordeste,9487.65,7200
Loja 42, Roraima, Norte,8605.67,7200
Loja 43, Mato Grosso, Centro-Oeste,8751.95,7800
Loja 44, Rio Grande do Norte, Nordeste,6407.0,8200
Loja 45, Rio Grande do Norte, Nordeste,9222.08,7200
Loja 46, Maranhão, Nordeste,7238.94,8000
Loja 47, Pernambuco, Nordeste,9675.07,7800
Loja 48, Piauí, Nordeste,8035.39,7000
Loja 49, Goiás, Centro-Oeste,9915.83,8200
Loja 50, Mato Grosso, Centro-Oeste,8574.25,7200
Loja 51, Rondônia, Norte,7194.13,7200
Loja 52, Santa Catarina, Sul,9345.19,7500
Loja 53, Santa Catarina, Sul,9157.19,7500
Loja 54, Mato Grosso, Centro-Oeste,7998.17,7200
Loja 55, Minas Gerais, Sudeste,9608.9,8500
Loja 56, Tocantins, Norte,8168.64,7200
Loja 57, Amapá, Norte,6052.47,8000
Loja 58, Roraima, Norte,6274.54,8500
Loja 59, Maranhão, Nordeste,7407.35,7200
Loja 60, Rondônia, Norte,9198.19,7500
Loja 61, Rio de Janeiro, Sudeste,9667.77,7200
Loja 62, Mato Grosso do Sul, Centro-Oeste,8888.15,7800
Loja 63, Alagoas, Nordeste,8960.12,7800
Loja 64, Acre, Norte,6925.83,8000
