Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1, Espírito Santo, Sudeste,6887.2,7800
Loja 2, Mato Grosso, Centro-Oeste,6645.88,8200
Loja 3, Roraima, Norte,7098.36,8500
Loja 4, Piauí, Nordeste,7089.34,7500
Loja 5, Paraíba, Nordeste,8600.89,8000
Loja 6, Sergipe, Nordeste,6598.47,7200
Loja 7, Minas Gerais, Sudeste,9374.3,7200
Loja 8, Paraná, Sul,8195.31,8500
Loja 9, Espírito Santo, Sudeste,9545.23,8000
Loja 10, Paraná, Sul,8054.64,8500
Loja 11, Rondônia, Norte,8157.71,7800
Loja 12, Paraná, Sul,7424.37,8000
Loja 13, Espírito Santo, Sudeste,9597.45,8000
Loja 14, Tocantins, Norte,8678.31,7200
Loja 15, Rio Grande do Norte, Nordeste,7532.22,7200
Loja 16, Santa Catarina, Sul,7602.11,7500
Loja 17, Paraíba, Nordeste,8040.03,8000
Loja 18, Bahia, Nordeste,6417.84,8000
Loja 19, Acre, Norte,6831.32,7500
Loja 20, Acre, Norte,8474.96,7000
Loja 21, Mato Grosso do Sul, Centro-Oeste,8906.43,8500
Loja 22, Mato Grosso do Sul, Centro-Oeste,8976.98,7500
Loja 23, Mato Grosso do Sul, Centro-Oeste,9299.36,8500
Loja 24, Rio Grande do Norte, Nordeste,7136.8,8200
Loja 25, Alagoas, Nordeste,6543.52,8500
Loja 26, Ceará, Nordeste,8165.35,7800
Loja 27, Rio Grande do Norte, Nordeste,6361.37,7500
Loja 28, Roraima, Norte,6939.69,8500
Loja 29, Ceará, Nordeste,7616.87,7500
Loja 30, Piauí, Nordeste,6385.02,7500
Loja 31, Maranhão, Nordeste,9110.64,8200
Loja 32, Rio Grande do Sul, Sul,9502.86,8000
Loja 33, Rio Grande do Sul, Sul,7499.49,8000
Loja 34, Maranhão, Nordeste,7788.02,7500
Loja 35, Roraima, Norte,9189.04,7800
Loja 36, Piauí, Nordeste,9553.09,7200
Loja 37, Santa Catarina, Sul,9616.11,7500
Loja 38, Pará, Norte,6117.46,7000
Loja 39, Rio de Janeiro, Sudeste,7936.9,7800
Loja 40, São Paulo, Sudeste,8424.59,8500
Loja 41, Bahia, Nordeste,6484.65,7200
Loja 42, Roraima, Norte,6479.41,7200
Loja 43, Mato Grosso, Centro-Oeste,9815.79,7800
Loja 44, Rio Grande do Norte, Nordeste,7886.4,8200
Loja 45, Rio Grande do Norte, Nordeste,8706.82,7200
