Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,7795.66,8200
Loja 2,Acre,Norte,7935.5,8200
Loja 3,Santa Catarina,Sul,7559.95,7000
Loja 4,Santa Catarina,Sul,9282.71,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,6974.07,7000
Loja 6,Acre,Norte,7078.87,8500
Loja 7,Bahia,Nordeste,6866.68,7000
Loja 8,Roraima,Norte,7054.43,7200
Loja 9,Bahia,Nordeste,7548.59,7000
Loja 10,Maranhão,Nordeste,9238.97,7800
Loja 11,Espírito Santo,Sudeste,9592.52,7000
Loja 12,Santa Catarina,Sul,8016.37,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,6536.42,7500
Loja 14,Paraíba,Nordeste,7658.65,7200
Loja 15,Sergipe,Nordeste,6489.86,7200
Loja 16,Bahia,Nordeste,8718.37,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,6742.54,7000
Loja 18,Maranhão,Nordeste,7553.13,7200
Loja 19,Maranhão,Nordeste,7799.2,7200
Loja 20,Amazonas,Norte,9511.17,7500
Loja 21,Pará,Norte,7943.51,7500
Loja 22,Bahia,Nordeste,8458.02,7000
Loja 23,Roraima,Norte,9930.86,7800
Loja 24,Alagoas,Nordeste,9919.87,7800
Loja 25,Sergipe,Nordeste,6214.24,7800
Loja 26,Amapá,Norte,6118.23,8500
Loja 27,Ceará,Nordeste,9424.38,7200
Loja 28,São Paulo,Sudeste,9627.8,7500
Loja 29,Rio Grande do Norte,Nordeste,8304.33,7500
Loja 30,Paraná,Sul,7869.25,7800
Loja 31,Acre,Norte,9337.75,8500
Loja 32,Rio Grande do Sul,Sul,9659.79,7500
Loja 33,Alagoas,Nordeste,9698.31,8500
Loja 34,Ceará,Nordeste,9299.66,8000
Loja 35,Goiás,Centro-Oeste,9426.4,7800
Loja 36,Amazonas,Norte,7275.43,7000
Loja 37,Goiás,Centro-Oeste,8162.19,7800
Loja 38,Amazonas,Norte,7735.59,8500
Loja 39,Maranhão,Nordeste,7494.67,8500
Loja 40,Roraima,Norte,7555.3,8000
Loja 41,Tocantins,Norte,6412.64,7800
Loja 42,Espírito Santo,Sudeste,8447.79,8200
Loja 43,Bahia,Nordeste,9776.22,8500
Loja 44,Santa Catarina,Sul,8874.5,8000
Loja 45,Tocantins,Norte,8263.44,7200
Loja 46,Mato Grosso do Sul,Centro-Oeste,7875.4,7500
Loja 47,Bahia,Nordeste,9817.79,8200
Loja 48,Pará,Norte,7369.71,7800
Loja 49,Paraíba,Nordeste,6120.58,7800
Loja 50,Paraná,Sul,8162.2,7500
Loja 51,Rio Grande do Sul,Sul,7335.81,7500
Loja 52,Piauí,Nordeste,7854.16,7000
Loja 53,Paraná,Sul,8534.39,7000
Loja 54,Santa Catarina,Sul,7972.79,8200
Loja 55,Pernambuco,Nordeste,7934.46,7500
Loja 56,Minas Gerais,Sudeste,6306.04,8000
Loja 57,Pará,Norte,7633.97,7200
Loja 58,Minas Gerais,Sudeste,7505.96,7800
Loja 59,Rio Grande do Sul,Sul,7647.37,7000
Loja 60,Tocantins,Norte,7383.09,7200
Loja 61,Rio Grande do Sul,Sul,9894.24,8500
Loja 62,Pernambuco,Nordeste,6125.33,8500
