Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,7079.57,7000
Loja 2,Amapá,Norte,7646.93,8000
Loja 3,Acre,Norte,6508.11,7000
Loja 4,Bahia,Nordeste,9682.33,8200
Loja 5,Alagoas,Nordeste,7597.09,8200
Loja 6,Roraima,Norte,6484.74,7200
Loja 7,Santa Catarina,Sul,7607.25,8500
Loja 8,Bahia,Nordeste,6999.51,7500
Loja 9,Tocantins,Norte,8393.86,8000
Loja 10,Rondônia,Norte,8632.84,7200
Loja 11,Espírito Santo,Sudeste,9107.85,7200
Loja 12,Amapá,Norte,8647.35,7500
Loja 13,Paraná,Sul,6314.62,7800
Loja 14,Bahia,Nordeste,9324.77,7000
Loja 15,Mato Grosso,Centro-Oeste,7743.23,8500
Loja 16,Pernambuco,Nordeste,8206.42,7500
Loja 17,Rio Grande do Sul,Sul,8549.31,8500
Loja 18,Santa Catarina,Sul,9129.13,8000
Loja 19,Amapá,Norte,8595.44,8500
Loja 20,Pará,Norte,8787.09,7000
Loja 21,Maranhão,Nordeste,6645.96,8200
Loja 22,Paraíba,Nordeste,7183.74,7800
Loja 23,Tocantins,Norte,7372.81,7500
Loja 24,Mato Grosso,Centro-Oeste,7199.97,7200
Loja 25,Santa Catarina,Sul,6183.36,8200
Loja 26,Tocantins,Norte,9625.31,8200
Loja 27,Pará,Norte,7664.93,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,7617.18,8200
Loja 29,Espírito Santo,Sudeste,6302.02,8200
Loja 30,Rio de Janeiro,Sudeste,7291.09,7000
Loja 31,Minas Gerais,Sudeste,8579.4,7200
Loja 32,Goiás,Centro-Oeste,6416.7,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,9090.95,7500
Loja 34,Piauí,Nordeste,9299.98,7200
Loja 35,Minas Gerais,Sudeste,9774.27,7500
Loja 36,Pernambuco,Nordeste,8105.65,7000
Loja 37,Santa Catarina,Sul,7311.93,7500
Loja 38,Pará,Norte,9973.81,8200
Loja 39,Piauí,Nordeste,6160.82,7200
Loja 40,Rondônia,Norte,7404.3,7500
Loja 41,Rio Grande do Sul,Sul,9588.18,7800
Loja 42,Amapá,Norte,6421.6,7000
Loja 43,Alagoas,Nordeste,6661.7,7200
Loja 44,Espírito Santo,Sudeste,8954.41,7800
Loja 45,Pará,Norte,9481.17,7500
Loja 46,Espírito Santo,Sudeste,6179.79,7500
Loja 47,Rio Grande do Sul,Sul,9469.97,7800
Loja 48,Acre,Norte,9774.01,8500
Loja 49,Rondônia,Norte,9083.85,7000
Loja 50,Roraima,Norte,6614.89,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,7863.92,8500
Loja 52,Acre,Norte,9263.14,8200
Loja 53,Maranhão,Nordeste,9291.44,8000
Loja 54,São Paulo,Sudeste,9935.04,7500
Loja 55,Ceará,Nordeste,8830.99,7200
Loja 56,Rio Grande do Norte,Nordeste,7865.82,8500
Loja 57,Mato Grosso,Centro-Oeste,9123.06,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,6455.89,7800
Loja 59,Paraíba,Nordeste,6593.76,8200
Loja 60,Santa Catarina,Sul,9366.17,8500
Loja 61,Mato Grosso do Sul,Centro-Oeste,7122.35,8200
Loja 62,Goiás,Centro-Oeste,9717.37,7800
Loja 63,Rondônia,Norte,7352.02,8500
Loja 64,Piauí,Nordeste,6536.34,8200
Loja 65,Amazonas,Norte,9981.99,7000
Loja 66,Espírito Santo,Sudeste,7671.32,8000
Loja 67,Santa Catarina,Sul,7683.1,7000
Loja 68,Piauí,Nordeste,7578.14,8500
Loja 69,Minas Gerais,Sudeste,9245.01,7800
Loja 70,Rondônia,Norte,8166.22,8000
Loja 71,Rio Grande do Sul,Sul,7360.53,8000
Loja 72,Espírito Santo,Sudeste,8355.82,8500
Loja 73,Bahia,Nordeste,7694.35,8200
Loja 74,Paraná,Sul,7919.37,7000
Loja 75,Pará,Norte,7691.62,8500
Loja 76,Ceará,Nordeste,9030.43,8500
Loja 77,Goiás,Centro-Oeste,7103.83,7200
Loja 78,Espírito Santo,Sudeste,6340.82,7500
Loja 79,Pará,Norte,6840.31,8200
Loja 80,Goiás,Centro-Oeste,7564.14,8000
Loja 81,Mato Grosso do Sul,Centro-Oeste,7300.63,8500
Loja 82,Mato Grosso,Centro-Oeste,8318.91,7500
Loja 83,Goiás,Centro-Oeste,8840.83,7800
Loja 84,Rio Grande do Sul,Sul,8437.21,7800
Loja 85,Amazonas,Norte,6131.3,7800
Loja 86,Mato Grosso,Centro-Oeste,9984.6,8000
Loja 87,Rio Grande do Sul,Sul,7283.27,8500
Loja 88,Mato Grosso,Centro-Oeste,6844.99,7200
Loja 89,Maranhão,Nordeste,7057.08,8000
Loja 90,Rio Grande do Norte,Nordeste,9711.01,7000
Loja 91,Santa Catarina,Sul,6916.99,7800
Loja 92,Rondônia,Norte,9341.83,7500
Loja 93,Mato Grosso,Centro-Oeste,6317.97,8200
Loja 94,Bahia,Nordeste,9287.74,8500
Loja 95,Rio de Janeiro,Sudeste,9228.57,8500
Loja 96,Sergipe,Nordeste,9944.79,7500
Loja 97,Roraima,Norte,9302.53,7500
Loja 98,Alagoas,Nordeste,7978.49,7000
Loja 99,Rio Grande do Norte,Nordeste,9328.09,8200
Loja 100,Santa Catarina,Sul,8803.84,7200
Loja 101,Rio Grande do Norte,Nordeste,9455.21,7800
Loja 102,Santa Catarina,Sul,7779.89,8200
Loja 103,Pernambuco,Nordeste,9284.23,7500
Loja 104,Minas Gerais,Sudeste,6591.09,8000
Loja 105,Alagoas,Nordeste,9541.35,8500
Loja 106,Espírito Santo,Sudeste,7809.52,8200
Loja 107,Piauí,Nordeste,8699.11,7000
Loja 108,Tocantins,Norte,7255.28,8000
Loja 109,Rio de Janeiro,Sudeste,7655.09,8200
Loja 110,Amazonas,Norte,9195.69,7800
Loja 111,Ceará,Nordeste,7357.32,7800
Loja 112,Rio Grande do Sul,Sul,8699.5,7800
Loja 113,Paraná,Sul,7785.19,8200
Loja 114,Goiás,Centro-Oeste,8441.4,8000
Loja 115,Rio Grande do Norte,Nordeste,8458.29,8200
Loja 116,Rio Grande do Norte,Nordeste,7876.69,7200
Loja 117,Mato Grosso do Sul,Centro-Oeste,8293.32,8500
Loja 118,Roraima,Norte,7631.57,7200
Loja 119,Piauí,Nordeste,6704.95,8000
Loja 120,Rio Grande do Sul,Sul,7444.72,8200
Loja 121,Bahia,Nordeste,8509.15,7200
Loja 122,Santa Catarina,Sul,7693.51,7500
Loja 123,Minas Gerais,Sudeste,7133.64,7200
Loja 124,Rio de Janeiro,Sudeste,9427.26,8500
Loja 125,Mato Grosso,Centro-Oeste,7645.58,8200
Loja 126,Alagoas,Nordeste,6759.04,8200
Loja 127,Roraima,Norte,7433.03,8500
Loja 128,Alagoas,Nordeste,8264.91,7800
Loja 129,Mato Grosso,Centro-Oeste,9990.89,7500
Loja 130,Alagoas,Nordeste,8211.33,8000
Loja 131,Pará,Norte,9978.23,8200
Loja 132,Pernambuco,Nordeste,8645.64,7800
Loja 133,Ceará,Nordeste,7493.38,7500
Loja 134,Santa Catarina,Sul,6533.62,7500
Loja 135,Rio Grande do Norte,Nordeste,9193.3,8200
Loja 136,Espírito Santo,Sudeste,7438.42,8200
Loja 137,Minas Gerais,Sudeste,6610.67,8500
Loja 138,Rondônia,Norte,7352.54,8200
Loja 139,Amazonas,Norte,8620.64,7200
Loja 140,Ceará,Nordeste,8676.76,7500
Loja 141,Tocantins,Norte,7607.55,8200
Loja 142,Mato Grosso,Centro-Oeste,8028.13,8500
Loja 143,Rondônia,Norte,6989.72,8000
Loja 144,Maranhão,Nordeste,7809.36,7200
Loja 145,Alagoas,Nordeste,6741.3,7500
Loja 146,Goiás,Centro-Oeste,6141.35,8200
Loja 147,Santa Catarina,Sul,9884.85,8500
Loja 148,Mato Grosso,Centro-Oeste,8269.04,8500
Loja 149,Paraná,Sul,6866.42,7000
Loja 150,Bahia,Nordeste,7415.76,7500
Loja 151,Paraná,Sul,6745.34,7500
Loja 152,São Paulo,Sudeste,6794.18,7200
Loja 153,Goiás,Centro-Oeste,7384.94,8500
Loja 154,Roraima,Norte,9993.69,7500
Loja 155,Alagoas,Nordeste,8086.9,7200
Loja 156,Pernambuco,Nordeste,8936.71,7200
Loja 157,Amazonas,Norte,6710.33,7800
Loja 158,Espírito Santo,Sudeste,9504.83,8500
Loja 159,Mato Grosso do Sul,Centro-Oeste,6989.54,8200
Loja 160,Paraná,Sul,8188.33,7200
Loja 161,Rio de Janeiro,Sudeste,9566.05,8200
Loja 162,Ceará,Nordeste,9325.79,8000
Loja 163,Rondônia,Norte,7244.69,7800
Loja 164,Rio Grande do Norte,Nordeste,6338.31,7800
Loja 165,Rio Grande do Sul,Sul,9779.6,7500
Loja 166,Espírito Santo,Sudeste,8549.61,8500
Loja 167,Pernambuco,Nordeste,7524.52,7200
Loja 168,Amapá,Norte,9988.81,7500
Loja 169,Maranhão,Nordeste,8272.0,7200
Loja 170,Rio de Janeiro,Sudeste,8222.63,8000
Loja 171,Ceará,Nordeste,6329.87,8000
Loja 172,Espírito Santo,Sudeste,6081.76,7200
Loja 173,Piauí,Nordeste,6456.35,7000
Loja 174,Santa Catarina,Sul,9404.32,7000
Loja 175,Espírito Santo,Sudeste,9244.25,8200
Loja 176,Roraima,Norte,7296.08,7500
Loja 177,Sergipe,Nordeste,7790.41,8200
Loja 178,Tocantins,Norte,8396.75,7000
Loja 179,Tocantins,Norte,8794.73,8000
Loja 180,Maranhão,Nordeste,8433.19,7500
Loja 181,Mato Grosso,Centro-Oeste,8587.41,8200
Loja 182,Pernambuco,Nordeste,6439.74,8500
Loja 183,Acre,Norte,7824.89,8500
Loja 184,Rio Grande do Norte,Nordeste,8690.52,7200
Loja 185,Bahia,Nordeste,8323.47,8200
Loja 186,Rio Grande do Norte,Nordeste,8083.31,7000
Loja 187,Paraíba,Nordeste,8885.01,8200
Loja 188,Rondônia,Norte,7800.18,7000
Loja 189,Minas Gerais,Sudeste,8028.28,8200
Loja 190,São Paulo,Sudeste,7887.03,8200
Loja 191,Mato Grosso do Sul,Centro-Oeste,6544.25,7500
Loja 192,Ceará,Nordeste,7680.1,8200
Loja 193,Bahia,Nordeste,9350.4,8200
Loja 194,Amapá,Norte,8818.99,7800
Loja 195,Ceará,Nordeste,8742.06,8200
Loja 196,Espírito Santo,Sudeste,6990.59,8000
Loja 197,Ceará,Nordeste,7721.14,8000
Loja 198,Rio de Janeiro,Sudeste,9136.31,8000
Loja 199,Mato Grosso do Sul,Centro-Oeste,9095.08,8200
Loja 200,Mato Grosso do Sul,Centro-Oeste,9606.0,8000
Loja 201,São Paulo,Sudeste,8841.7,7000
Loja 202,Santa Catarina,Sul,8894.65,8000
Loja 203,Piauí,Nordeste,7610.07,7200
Loja 204,Ceará,Nordeste,8208.34,7800
Loja 205,Espírito Santo,Sudeste,7981.43,7000
Loja 206,Maranhão,Nordeste,8141.29,8200
Loja 207,Paraíba,Nordeste,7017.62,7000
Loja 208,Pará,Norte,7632.59,7200
Loja 209,Alagoas,Nordeste,6175.95,8200
Loja 210,Minas Gerais,Sudeste,6486.57,7500
Loja 211,Minas Gerais,Sudeste,6410.61,7200
Loja 212,Amazonas,Norte,8199.1,7200
Loja 213,Santa Catarina,Sul,9626.17,7000
Loja 214,Piauí,Nordeste,6443.16,7500
Loja 215,São Paulo,Sudeste,8193.54,8200
Loja 216,Roraima,Norte,8526.32,8200
Loja 217,Roraima,Norte,6109.85,8200
Loja 218,Maranhão,Nordeste,7989.58,7500
Loja 219,Piauí,Nordeste,7350.63,8000
Loja 220,Amapá,Norte,8163.63,7500
Loja 221,Bahia,Nordeste,7828.62,8500
Loja 222,Pernambuco,Nordeste,6215.54,8500
Loja 223,Minas Gerais,Sudeste,9846.09,7000
Loja 224,São Paulo,Sudeste,7423.7,7000
Loja 225,Rio de Janeiro,Sudeste,6158.82,7000
Loja 226,Goiás,Centro-Oeste,9961.59,7800
Loja 227,Paraíba,Nordeste,7089.85,7000
Loja 228,Rio Grande do Sul,Sul,8341.69,8000
Loja 229,São Paulo,Sudeste,8929.48,7200
Loja 230,Ceará,Nordeste,7297.98,8500
Loja 231,Piauí,Nordeste,8297.7,7200
Loja 232,Alagoas,Nordeste,7867.99,8500
Loja 233,Maranhão,Nordeste,8372.49,8000
Loja 234,Paraíba,Nordeste,9858.01,7500
Loja 235,Roraima,Norte,8526.62,7200
Loja 236,Roraima,Norte,8858.09,7000
Loja 237,Pernambuco,Nordeste,6130.7,7500
Loja 238,Rio de Janeiro,Sudeste,6974.45,8500
Loja 239,Paraíba,Nordeste,9516.85,8500
Loja 240,Sergipe,Nordeste,6334.51,7500
Loja 241,Rio Grande do Sul,Sul,9681.09,7800
Loja 242,Pernambuco,Nordeste,7835.01,8200
Loja 243,Sergipe,Nordeste,8205.39,8500
Loja 244,Sergipe,Nordeste,9621.59,8200
Loja 245,Mato Grosso,Centro-Oeste,9450.94,7000
Loja 246,Maranhão,Nordeste,9540.14,7500
Loja 247,Amapá,Norte,7180.6,7000
Loja 248,Mato Grosso,Centro-Oeste,9049.38,8500
Loja 249,Alagoas,Nordeste,8896.04,7800
Loja 250,Piauí,Nordeste,7474.55,8200
Loja 251,São Paulo,Sudeste,6038.9,7500
Loja 252,Amapá,Norte,7038.32,7200
Loja 253,Ceará,Nordeste,6489.41,8000
Loja 254,Goiás,Centro-Oeste,9815.92,8500
Loja 255,Acre,Norte,9625.6,7800
Loja 256,Mato Grosso,Centro-Oeste,9345.49,7000
Loja 257,Maranhão,Nordeste,8752.77,7200
Loja 258,Rio Grande do Sul,Sul,8350.76,7000
Loja 259,Pará,Norte,7250.22,8000
Loja 260,Tocantins,Norte,7703.5,8500
Loja 261,Alagoas,Nordeste,8201.81,7000
Loja 262,Amazonas,Norte,6708.33,7500
Loja 263,Rio Grande do Norte,Nordeste,9338.48,7200
Loja 264,Ceará,Nordeste,8626.15,8500
Loja 265,Bahia,Nordeste,8172.01,7500
Loja 266,Alagoas,Nordeste,8451.2,7200
Loja 267,Rondônia,Norte,6267.99,8500
Loja 268,Amapá,Norte,8394.9,7000
Loja 269,Sergipe,Nordeste,9101.55,7500
Loja 270,Rio Grande do Norte,Nordeste,8005.82,7000
Loja 271,Rio Grande do Sul,Sul,9552.73,7500
Loja 272,Goiás,Centro-Oeste,9570.67,7200
Loja 273,Rio Grande do Norte,Nordeste,7664.27,7000
Loja 274,Sergipe,Nordeste,8479.22,7000
Loja 275,Mato Grosso,Centro-Oeste,9215.9,7800
Loja 276,Goiás,Centro-Oeste,7512.59,8200
Loja 277,Rio de Janeiro,Sudeste,6365.48,7000
Loja 278,Rio Grande do Sul,Sul,7495.26,7800
Loja 279,Minas Gerais,Sudeste,7385.55,8000
Loja 280,Mato Grosso,Centro-Oeste,6816.62,8000
Loja 281,Alagoas,Nordeste,6079.33,7500
Loja 282,Roraima,Norte,9901.65,8200
Loja 283,Rondônia,Norte,7267.4,8000
Loja 284,Rio Grande do Sul,Sul,9443.33,8200
Loja 285,Ceará,Nordeste,6218.29,7000
Loja 286,Rondônia,Norte,9560.49,7500
Loja 287,Mato Grosso,Centro-Oeste,9513.26,7800
Loja 288,Amazonas,Norte,7083.55,8500
Loja 289,Pará,Norte,7285.51,8000
Loja 290,São Paulo,Sudeste,6944.81,8500
Loja 291,Acre,Norte,9883.36,7000
Loja 292,Ceará,Nordeste,9621.89,8000
Loja 293,Rio de Janeiro,Sudeste,9619.02,8200
Loja 294,São Paulo,Sudeste,9760.74,7800
Loja 295,Rio de Janeiro,Sudeste,6493.59,8500
Loja 296,Amapá,Norte,8490.93,8500
Loja 297,Rio de Janeiro,Sudeste,7177.31,7500
Loja 298,Goiás,Centro-Oeste,9631.89,8000
Loja 299,Pará,Norte,8863.28,7800
Loja 300,Goiás,Centro-Oeste,6883.79,7500
Loja 301,Santa Catarina,Sul,8053.67,8200
Loja 302,São Paulo,Sudeste,6442.48,7000
Loja 303,Mato Grosso do Sul,Centro-Oeste,6264.16,7200
Loja 304,Tocantins,Norte,7128.66,7200
