Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Maranhão,Nordeste,8703.95,7000
Loja 2,Amazonas,Norte,7560.12,7500
Loja 3,São Paulo,Sudeste,7939.36,8500
Loja 4,Minas Gerais,Sudeste,7837.32,7000
Loja 5,Pernambuco,Nordeste,9435.42,8000
Loja 6,Bahia,Nordeste,8123.83,8200
Loja 7,Paraíba,Nordeste,7928.88,7200
Loja 8,Roraima,Norte,6641.96,7800
Loja 9,Santa Catarina,Sul,8675.73,7200
Loja 10,Sergipe,Nordeste,9218.72,7800
Loja 11,Sergipe,Nordeste,6307.64,7200
Loja 12,Pernambuco,Nordeste,8872.05,8000
Loja 13,Amapá,Norte,7218.2,8000
Loja 14,Rio Grande do Sul,Sul,7386.79,7200
Loja 15,Espírito Santo,Sudeste,6843.25,7200
Loja 16,Ceará,Nordeste,8504.39,7000
Loja 17,Pará,Norte,7371.7,8200
Loja 18,Mato Grosso,Centro-Oeste,9291.14,8000
Loja 19,Paraná,Sul,9183.62,7500
Loja 20,Minas Gerais,Sudeste,7499.45,8200
Loja 21,Paraíba,Nordeste,8694.86,8500
Loja 22,Mato Grosso do Sul,Centro-Oeste,9471.34,8000
Loja 23,Rondônia,Norte,8508.76,7800
Loja 24,Santa Catarina,Sul,9296.74,8500
Loja 25,Ceará,Nordeste,6690.37,7000
Loja 26,Mato Grosso,Centro-Oeste,7840.2,7800
Loja 27,Piauí,Nordeste,6752.74,8000
Loja 28,Espírito Santo,Sudeste,9638.97,8200
Loja 29,Maranhão,Nordeste,8192.11,7500
Loja 30,Amapá,Norte,8858.1,7500
Loja 31,Roraima,Norte,8916.18,8200
Loja 32,Alagoas,Nordeste,8716.83,7000
Loja 33,Amazonas,Norte,7891.65,7000
Loja 34,Maranhão,Nordeste,6876.91,7000
Loja 35,Pernambuco,Nordeste,7334.51,8000
Loja 36,Ceará,Nordeste,7037.16,8500
Loja 37,Piauí,Nordeste,7652.03,7500
Loja 38,Rio Grande do Sul,Sul,9384.81,8000
Loja 39,Piauí,Nordeste,9102.83,8000
Loja 40,Roraima,Norte,6040.84,8200
Loja 41,Rio Grande do Sul,Sul,6373.71,8200
Loja 42,Paraíba,Nordeste,9309.71,7000
Loja 43,Piauí,Nordeste,9694.53,7200
Loja 44,São Paulo,Sudeste,9996.33,7200
Loja 45,Amapá,Norte,6642.16,7000
Loja 46,Santa Catarina,Sul,7167.34,7500
Loja 47,Sergipe,Nordeste,8532.0,7800
Loja 48,Tocantins,Norte,9795.87,8000
Loja 49,Ceará,Nordeste,9270.38,8000
Loja 50,Santa Catarina,Sul,8463.43,8000
Loja 51,Rondônia,Norte,8333.41,8000
Loja 52,Pernambuco,Nordeste,6839.99,8000
Loja 53,Alagoas,Nordeste,9731.83,8200
