Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,6024.34,8200
Loja 2,Acre,Norte,9215.42,8200
Loja 3,Santa Catarina,Sul,8541.73,7000
Loja 4,Santa Catarina,Sul,7488.31,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,8610.05,7000
Loja 6,Acre,Norte,9424.0,8500
Loja 7,Bahia,Nordeste,6069.77,7000
Loja 8,Roraima,Norte,9478.65,7200
Loja 9,Bahia,Nordeste,7533.2,7000
Loja 10,Maranhão,Nordeste,9078.84,7800
Loja 11,Espírito Santo,Sudeste,8160.07,7000
Loja 12,Santa Catarina,Sul,6444.78,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,6197.72,7500
Loja 14,Paraíba,Nordeste,8986.04,7200
Loja 15,Sergipe,Nordeste,7585.06,7200
Loja 16,Bahia,Nordeste,9440.22,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,6980.5,7000
Loja 18,Maranhão,Nordeste,6844.08,7200
Loja 19,Maranhão,Nordeste,7921.64,7200
Loja 20,Amazonas,Norte,6715.34,7500
Loja 21,Pará,Norte,6725.17,7500
Loja 22,Bahia,Nordeste,8099.0,7000
Loja 23,Roraima,Norte,6075.85,7800
Loja 24,Alagoas,Nordeste,9795.17,7800
Loja 25,Sergipe,Nordeste,9404.25,7800
Loja 26,Amapá,Norte,9074.07,8500
Loja 27,Ceará,Nordeste,8339.79,7200
Loja 28,São Paulo,Sudeste,9694.55,7500
Loja 29,Rio Grande do Norte,Nordeste,8410.94,7500
Loja 30,Paraná,Sul,6578.32,7800
Loja 31,Acre,Norte,7796.32,8500
Loja 32,Rio Grande do Sul,Sul,9475.37,7500
Loja 33,Alagoas,Nordeste,7375.75,8500
Loja 34,Ceará,Nordeste,6177.27,8000
Loja 35,Goiás,Centro-Oeste,9494.79,7800
Loja 36,Amazonas,Norte,6561.6,7000
Loja 37,Goiás,Centro-Oeste,7584.67,7800
Loja 38,Amazonas,Norte,8759.41,8500
Loja 39,Maranhão,Nordeste,8342.76,8500
Loja 40,Roraima,Norte,6825.01,8000
Loja 41,Tocantins,Norte,7509.91,7800
Loja 42,Espírito Santo,Sudeste,9457.82,8200
Loja 43,Bahia,Nordeste,6880.04,8500
Loja 44,Santa Catarina,Sul,7694.0,8000
Loja 45,Tocantins,Norte,8055.34,7200
Loja 46,Mato Grosso do Sul,Centro-Oeste,6190.99,7500
Loja 47,Bahia,Nordeste,9885.94,8200
Loja 48,Pará,Norte,6909.62,7800
Loja 49,Paraíba,Nordeste,8393.69,7800
Loja 50,Paraná,Sul,6367.12,7500
Loja 51,Rio Grande do Sul,Sul,8413.48,7500
Loja 52,Piauí,Nordeste,9835.95,7000
Loja 53,Paraná,Sul,9575.51,7000
Loja 54,Santa Catarina,Sul,6303.23,8200
Loja 55,Pernambuco,Nordeste,8361.85,7500
Loja 56,Minas Gerais,Sudeste,9484.72,8000
Loja 57,Pará,Norte,9831.57,7200
Loja 58,Minas Gerais,Sudeste,9638.35,7800
Loja 59,Rio Grande do Sul,Sul,7791.09,7000
Loja 60,Tocantins,Norte,9199.39,7200
Loja 61,Rio Grande do Sul,Sul,8207.8,8500
Loja 62,Pernambuco,Nordeste,9659.65,8500
Loja 63,Rio Grande do Norte,Nordeste,9659.31,8500
Loja 64,Paraná,Sul,6591.64,7500
Loja 65,Paraíba,Nordeste,7606.75,7500
Loja 66,Maranhão,Nordeste,6436.44,7500
Loja 67,Rondônia,Norte,9683.73,7200
Loja 68,Pernambuco,Nordeste,8748.64,7800
Loja 69,Goiás,Centro-Oeste,9529.28,8000
Loja 70,São Paulo,Sudeste,9723.89,7000
Loja 71,Pará,Norte,8625.18,8000
Loja 72,Rio Grande do Sul,Sul,7582.33,8200
Loja 73,Bahia,Nordeste,8475.39,7800
Loja 74,Mato Grosso do Sul,Centro-Oeste,8328.48,7000
Loja 75,Roraima,Norte,8125.86,7200
Loja 76,Maranhão,Nordeste,6611.64,8200
Loja 77,Maranhão,Nordeste,6334.9,7800
Loja 78,Mato Grosso,Centro-Oeste,9119.42,7500
Loja 79,Amapá,Norte,8663.18,8000
Loja 80,Alagoas,Nordeste,6904.99,7500
Loja 81,Mato Grosso do Sul,Centro-Oeste,8316.39,7000
Loja 82,São Paulo,Sudeste,6507.26,7000
Loja 83,Bahia,Nordeste,7980.6,7000
Loja 84,Piauí,Nordeste,8051.84,8200
Loja 85,Bahia,Nordeste,6476.37,7200
Loja 86,Rio Grande do Sul,Sul,6543.38,7800
Loja 87,Maranhão,Nordeste,6202.66,8000
Loja 88,Amapá,Norte,7225.95,8500
Loja 89,Paraná,Sul,8648.09,7000
Loja 90,Amazonas,Norte,8006.84,7200
Loja 91,Rondônia,Norte,9800.27,7000
Loja 92,Maranhão,Nordeste,6339.48,7800
Loja 93,Rio Grande do Norte,Nordeste,7230.54,8500
Loja 94,Rio Grande do Norte,Nordeste,7303.69,7500
Loja 95,Mato Grosso do Sul,Centro-Oeste,6691.82,7000
Loja 96,Tocantins,Norte,9551.7,7200
Loja 97,Tocantins,Norte,9706.66,7500
Loja 98,Minas Gerais,Sudeste,8925.08,7500
Loja 99,Goiás,Centro-Oeste,6996.27,7800
Loja 100,Maranhão,Nordeste,7994.06,7200
Loja 101,Ceará,Nordeste,9841.05,7200
Loja 102,Rondônia,Norte,9546.45,8000
Loja 103,Alagoas,Nordeste,7793.81,7000
Loja 104,Amazonas,Norte,9271.12,8500
Loja 105,Amazonas,Norte,9648.07,8200
Loja 106,Santa Catarina,Sul,6731.6,8000
Loja 107,Minas Gerais,Sudeste,6120.27,8000
Loja 108,Sergipe,Nordeste,9436.86,8000
Loja 109,Espírito Santo,Sudeste,9031.78,7000
Loja 110,Rondônia,Norte,6806.7,8500
Loja 111,Mato Grosso,Centro-Oeste,9374.44,7000
Loja 112,Bahia,Nordeste,7526.04,7500
Loja 113,Piauí,Nordeste,7123.21,7500
Loja 114,Alagoas,Nordeste,9530.53,8500
Loja 115,Amazonas,Norte,7916.57,7800
Loja 116,Amazonas,Norte,7008.8,8000
Loja 117,Tocantins,Norte,6244.22,8000
Loja 118,Piauí,Nordeste,7667.59,7800
Loja 119,Bahia,Nordeste,7968.49,7200
Loja 120,Rondônia,Norte,6788.61,7500
Loja 121,Mato Grosso do Sul,Centro-Oeste,7281.67,8500
Loja 122,Bahia,Nordeste,9595.95,7200
Loja 123,São Paulo,Sudeste,7506.13,7000
Loja 124,Paraná,Sul,9715.03,8200
Loja 125,Rio de Janeiro,Sudeste,9214.79,7800
Loja 126,Mato Grosso do Sul,Centro-Oeste,8668.85,7800
Loja 127,Minas Gerais,Sudeste,7712.92,8200
Loja 128,Paraíba,Nordeste,9751.94,7200
Loja 129,Santa Catarina,Sul,9628.46,7000
