Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,9302.77,7000
Loja 2,Amapá,Norte,9976.09,8000
Loja 3,Acre,Norte,8761.0,7000
Loja 4,Bahia,Nordeste,9000.03,8200
Loja 5,Alagoas,Nordeste,6890.08,8200
Loja 6,Roraima,Norte,9757.69,7200
Loja 7,Santa Catarina,Sul,8635.31,8500
Loja 8,Bahia,Nordeste,7646.77,7500
Loja 9,Tocantins,Norte,9555.37,8000
Loja 10,Rondônia,Norte,6839.71,7200
Loja 11,Espírito Santo,Sudeste,7012.56,7200
Loja 12,Amapá,Norte,6222.14,7500
Loja 13,Paraná,Sul,8065.13,7800
Loja 14,Bahia,Nordeste,7223.8,7000
Loja 15,Mato Grosso,Centro-Oeste,7531.1,8500
Loja 16,Pernambuco,Nordeste,9827.42,7500
Loja 17,Rio Grande do Sul,Sul,9550.44,8500
Loja 18,Santa Catarina,Sul,7841.67,8000
Loja 19,Amapá,Norte,9833.64,8500
Loja 20,Pará,Norte,6231.72,7000
Loja 21,Maranhão,Nordeste,8540.25,8200
Loja 22,Paraíba,Nordeste,7516.06,7800
Loja 23,Tocantins,Norte,6792.2,7500
Loja 24,Mato Grosso,Centro-Oeste,8163.45,7200
Loja 25,Santa Catarina,Sul,7552.59,8200
Loja 26,Tocantins,Norte,8580.57,8200
Loja 27,Pará,Norte,6760.56,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,6803.76,8200
Loja 29,Espírito Santo,Sudeste,6960.23,8200
Loja 30,Rio de Janeiro,Sudeste,9301.06,7000
Loja 31,Minas Gerais,Sudeste,7209.0,7200
Loja 32,Goiás,Centro-Oeste,9150.07,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,6610.99,7500
Loja 34,Piauí,Nordeste,8298.62,7200
Loja 35,Minas Gerais,Sudeste,7869.28,7500
Loja 36,Pernambuco,Nordeste,9854.85,7000
Loja 37,Santa Catarina,Sul,7272.28,7500
Loja 38,Pará,Norte,8174.98,8200
Loja 39,Piauí,Nordeste,6425.58,7200
Loja 40,Rondônia,Norte,7454.11,7500
Loja 41,Rio Grande do Sul,Sul,9585.83,7800
Loja 42,Amapá,Norte,9492.53,7000
Loja 43,Alagoas,Nordeste,6425.46,7200
Loja 44,Espírito Santo,Sudeste,7323.11,7800
Loja 45,Pará,Norte,7417.07,7500
Loja 46,Espírito Santo,Sudeste,6364.14,7500
Loja 47,Rio Grande do Sul,Sul,9481.64,7800
Loja 48,Acre,Norte,8923.64,8500
Loja 49,Rondônia,Norte,8029.29,7000
Loja 50,Roraima,Norte,8322.4,8500
