Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,6832.39,7000
Loja 2,Amapá,Norte,6419.25,8000
Loja 3,Acre,Norte,7184.28,7000
Loja 4,Bahia,Nordeste,6103.63,8200
Loja 5,Alagoas,Nordeste,8865.68,8200
Loja 6,Roraima,Norte,6593.22,7200
Loja 7,Santa Catarina,Sul,6943.87,8500
Loja 8,Bahia,Nordeste,9426.41,7500
Loja 9,Tocantins,Norte,7231.78,8000
Loja 10,Rondônia,Norte,6934.31,7200
Loja 11,Espírito Santo,Sudeste,7256.61,7200
Loja 12,Amapá,Norte,7862.15,7500
Loja 13,Paraná,Sul,7430.38,7800
Loja 14,Bahia,Nordeste,8378.56,7000
Loja 15,Mato Grosso,Centro-Oeste,7124.2,8500
Loja 16,Pernambuco,Nordeste,7816.8,7500
Loja 17,Rio Grande do Sul,Sul,7590.71,8500
Loja 18,Santa Catarina,Sul,9170.76,8000
Loja 19,Amapá,Norte,9131.11,8500
Loja 20,Pará,Norte,6618.99,7000
Loja 21,Maranhão,Nordeste,8355.0,8200
Loja 22,Paraíba,Nordeste,8590.46,7800
Loja 23,Tocantins,Norte,6435.81,7500
Loja 24,Mato Grosso,Centro-Oeste,9598.87,7200
Loja 25,Santa Catarina,Sul,7985.76,8200
Loja 26,Tocantins,Norte,8922.57,8200
Loja 27,Pará,Norte,9961.43,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,9195.41,8200
Loja 29,Espírito Santo,Sudeste,6970.1,8200
Loja 30,Rio de Janeiro,Sudeste,8888.4,7000
Loja 31,Minas Gerais,Sudeste,7908.65,7200
Loja 32,Goiás,Centro-Oeste,7609.66,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,8458.54,7500
Loja 34,Piauí,Nordeste,9447.3,7200
Loja 35,Minas Gerais,Sudeste,6065.89,7500
Loja 36,Pernambuco,Nordeste,7538.22,7000
Loja 37,Santa Catarina,Sul,9874.28,7500
Loja 38,Pará,Norte,6381.61,8200
Loja 39,Piauí,Nordeste,9150.49,7200
Loja 40,Rondônia,Norte,6496.84,7500
Loja 41,Rio Grande do Sul,Sul,8316.68,7800
Loja 42,Amapá,Norte,6569.65,7000
Loja 43,Alagoas,Nordeste,6186.9,7200
Loja 44,Espírito Santo,Sudeste,9700.38,7800
Loja 45,Pará,Norte,9822.28,7500
Loja 46,Espírito Santo,Sudeste,8851.38,7500
Loja 47,Rio Grande do Sul,Sul,8369.6,7800
Loja 48,Acre,Norte,6049.49,8500
Loja 49,Rondônia,Norte,6416.58,7000
Loja 50,Roraima,Norte,9650.66,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,9776.45,8500
Loja 52,Acre,Norte,8703.83,8200
Loja 53,Maranhão,Nordeste,8009.8,8000
Loja 54,São Paulo,Sudeste,8282.11,7500
Loja 55,Ceará,Nordeste,8622.91,7200
Loja 56,Rio Grande do Norte,Nordeste,6272.41,8500
Loja 57,Mato Grosso,Centro-Oeste,7942.17,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,7480.53,7800
Loja 59,Paraíba,Nordeste,9505.77,8200
