Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Piauí,Nordeste,7501.24,8200
Loja 2,Acre,Norte,8333.83,8200
Loja 3,Santa Catarina,Sul,9011.45,7000
Loja 4,Santa Catarina,Sul,7002.84,8000
Loja 5,Mato Grosso do Sul,Centro-Oeste,9384.39,7000
Loja 6,Acre,Norte,6683.37,8500
Loja 7,Bahia,Nordeste,8713.89,7000
Loja 8,Roraima,Norte,8658.18,7200
Loja 9,Bahia,Nordeste,9226.67,7000
Loja 10,Maranhão,Nordeste,6659.72,7800
Loja 11,Espírito Santo,Sudeste,9454.65,7000
Loja 12,Santa Catarina,Sul,7865.68,7800
Loja 13,Mato Grosso do Sul,Centro-Oeste,6940.6,7500
Loja 14,Paraíba,Nordeste,6267.14,7200
Loja 15,Sergipe,Nordeste,7149.8,7200
Loja 16,Bahia,Nordeste,6630.35,8500
Loja 17,Mato Grosso do Sul,Centro-Oeste,6728.1,7000
Loja 18,Maranhão,Nordeste,6858.18,7200
Loja 19,Maranhão,Nordeste,7081.97,7200
Loja 20,Amazonas,Norte,8548.12,7500
Loja 21,Pará,Norte,7180.17,7500
Loja 22,Bahia,Nordeste,7545.69,7000
Loja 23,Roraima,Norte,8939.34,7800
Loja 24,Alagoas,Nordeste,8847.71,7800
Loja 25,Sergipe,Nordeste,6037.63,7800
Loja 26,Amapá,Norte,6055.01,8500
Loja 27,Ceará,Nordeste,8306.97,7200
Loja 28,São Paulo,Sudeste,7934.67,7500
Loja 29,Rio Grande do Norte,Nordeste,6658.52,7500
Loja 30,Paraná,Sul,9343.83,7800
Loja 31,Acre,Norte,8983.3,8500
Loja 32,Rio Grande do Sul,Sul,6319.92,7500
Loja 33,Alagoas,Nordeste,8273.34,8500
Loja 34,Ceará,Nordeste,8417.79,8000
Loja 35,Goiás,Centro-Oeste,6239.93,7800
Loja 36,Amazonas,Norte,8540.12,7000
Loja 37,Goiás,Centro-Oeste,9223.81,7800
Loja 38,Amazonas,Norte,7331.57,8500
Loja 39,Maranhão,Nordeste,7691.89,8500
Loja 40,Roraima,Norte,9100.47,8000
Loja 41,Tocantins,Norte,9677.41,7800
Loja 42,Espírito Santo,Sudeste,7421.63,8200
Loja 43,Bahia,Nordeste,8303.06,8500
Loja 44,Santa Catarina,Sul,7884.16,8000
Loja 45,Tocantins,Norte,6327.63,7200
Loja 46,Mato Grosso do Sul,Centro-Oeste,9381.69,7500
Loja 47,Bahia,Nordeste,7348.4,8200
Loja 48,Pará,Norte,6313.27,7800
Loja 49,Paraíba,Nordeste,8144.97,7800
Loja 50,Paraná,Sul,6730.14,7500
Loja 51,Rio Grande do Sul,Sul,9621.36,7500
Loja 52,Piauí,Nordeste,7170.36,7000
Loja 53,Paraná,Sul,8252.55,7000
Loja 54,Santa Catarina,Sul,7961.2,8200
Loja 55,Pernambuco,Nordeste,6493.91,7500
Loja 56,Minas Gerais,Sudeste,6880.32,8000
Loja 57,Pará,Norte,7622.69,7200
Loja 58,Minas Gerais,Sudeste,9605.93,7800
Loja 59,Rio Grande do Sul,Sul,9118.98,7000
Loja 60,Tocantins,Norte,7679.6,7200
Loja 61,Rio Grande do Sul,Sul,7917.12,8500
Loja 62,Pernambuco,Nordeste,8621.08,8500
Loja 63,Rio Grande do Norte,Nordeste,7363.05,8500
Loja 64,Paraná,Sul,9697.76,7500
Loja 65,Paraíba,Nordeste,9694.66,7500
Loja 66,Maranhão,Nordeste,9510.62,7500
Loja 67,Rondônia,Norte,9490.12,7200
Loja 68,Pernambuco,Nordeste,7774.32,7800
Loja 69,Goiás,Centro-Oeste,6429.44,8000
Loja 70,São Paulo,Sudeste,8834.83,7000
Loja 71,Pará,Norte,6399.88,8000
Loja 72,Rio Grande do Sul,Sul,7921.47,8200
Loja 73,Bahia,Nordeste,6386.59,7800
Loja 74,Mato Grosso do Sul,Centro-Oeste,8362.29,7000
Loja 75,Roraima,Norte,8145.39,7200
Loja 76,Maranhão,Nordeste,8928.28,8200
Loja 77,Maranhão,Nordeste,9945.05,7800
Loja 78,Mato Grosso,Centro-Oeste,6951.99,7500
Loja 79,Amapá,Norte,6966.1,8000
Loja 80,Alagoas,Nordeste,7180.85,7500
Loja 81,Mato Grosso do Sul,Centro-Oeste,8770.71,7000
Loja 82,São Paulo,Sudeste,7581.27,7000
Loja 83,Bahia,Nordeste,6675.29,7000
Loja 84,Piauí,Nordeste,6964.97,8200
Loja 85,Bahia,Nordeste,8792.7,7200
Loja 86,Rio Grande do Sul,Sul,6597.57,7800
Loja 87,Maranhão,Nordeste,8870.96,8000
Loja 88,Amapá,Norte,8717.2,8500
Loja 89,Paraná,Sul,6271.06,7000
Loja 90,Amazonas,Norte,7541.4,7200
Loja 91,Rondônia,Norte,7095.57,7000
Loja 92,Maranhão,Nordeste,8082.2,7800
Loja 93,Rio Grande do Norte,Nordeste,9613.01,8500
Loja 94,Rio Grande do Norte,Nordeste,7330.97,7500
Loja 95,Mato Grosso do Sul,Centro-Oeste,8945.21,7000
Loja 96,Tocantins,Norte,6320.23,7200
Loja 97,Tocantins,Norte,7284.43,7500
Loja 98,Minas Gerais,Sudeste,9324.34,7500
Loja 99,Goiás,Centro-Oeste,9740.32,7800
Loja 100,Maranhão,Nordeste,7883.73,7200
Loja 101,Ceará,Nordeste,7360.9,7200
Loja 102,Rondônia,Norte,6792.34,8000
Loja 103,Alagoas,Nordeste,8103.93,7000
Loja 104,Amazonas,Norte,7901.53,8500
Loja 105,Amazonas,Norte,9989.93,8200
Loja 106,Santa Catarina,Sul,7698.05,8000
Loja 107,Minas Gerais,Sudeste,8535.98,8000
Loja 108,Sergipe,Nordeste,8217.09,8000
Loja 109,Espírito Santo,Sudeste,8442.7,7000
Loja 110,Rondônia,Norte,8177.38,8500
Loja 111,Mato Grosso,Centro-Oeste,9300.81,7000
Loja 112,Bahia,Nordeste,9816.42,7500
Loja 113,Piauí,Nordeste,8726.5,7500
Loja 114,Alagoas,Nordeste,7734.1,8500
Loja 115,Amazonas,Norte,8711.23,7800
Loja 116,Amazonas,Norte,9362.39,8000
Loja 117,Tocantins,Norte,9483.52,8000
Loja 118,Piauí,Nordeste,9956.82,7800
Loja 119,Bahia,Nordeste,8823.51,7200
Loja 120,Rondônia,Norte,7508.64,7500
Loja 121,Mato Grosso do Sul,Centro-Oeste,9626.12,8500
Loja 122,Bahia,Nordeste,7506.98,7200
Loja 123,São Paulo,Sudeste,8676.82,7000
Loja 124,Paraná,Sul,6216.21,8200
Loja 125,Rio de Janeiro,Sudeste,7089.64,7800
Loja 126,Mato Grosso do Sul,Centro-Oeste,6982.08,7800
Loja 127,Minas Gerais,Sudeste,6458.13,8200
Loja 128,Paraíba,Nordeste,8404.62,7200
Loja 129,Santa Catarina,Sul,9617.22,7000
Loja 130,Mato Grosso do Sul,Centro-Oeste,9089.46,8000
Loja 131,Mato Grosso do Sul,Centro-Oeste,9300.32,7200
Loja 132,Rio Grande do Sul,Sul,6821.23,7800
Loja 133,Mato Grosso,Centro-Oeste,8950.94,7200
Loja 134,Pernambuco,Nordeste,9916.95,7800
Loja 135,Amazonas,Norte,7040.66,7500
Loja 136,Mato Grosso,Centro-Oeste,7569.18,7200
Loja 137,Piauí,Nordeste,8183.13,7500
Loja 138,Roraima,Norte,7848.31,8500
Loja 139,Acre,Norte,9324.46,7500
Loja 140,Maranhão,Nordeste,6498.58,7800
Loja 141,Mato Grosso,Centro-Oeste,7753.0,8500
Loja 142,Espírito Santo,Sudeste,8042.3,7800
Loja 143,Acre,Norte,7758.38,7000
Loja 144,Sergipe,Nordeste,7050.54,7200
Loja 145,Rio Grande do Sul,Sul,7673.31,7200
Loja 146,Rio Grande do Sul,Sul,8264.3,7000
Loja 147,Bahia,Nordeste,7393.14,8500
Loja 148,Amazonas,Norte,7118.59,7800
Loja 149,Rio de Janeiro,Sudeste,9410.98,8500
Loja 150,Mato Grosso do Sul,Centro-Oeste,9327.88,7800
Loja 151,Minas Gerais,Sudeste,9804.69,8500
Loja 152,Minas Gerais,Sudeste,7082.56,8500
Loja 153,Pará,Norte,8929.95,8000
Loja 154,Rio Grande do Norte,Nordeste,9839.18,7000
Loja 155,Goiás,Centro-Oeste,7248.7,7000
Loja 156,Amapá,Norte,6134.83,7200
Loja 157,Piauí,Nordeste,9849.04,7000
Loja 158,Rio de Janeiro,Sudeste,7900.88,7000
Loja 159,Mato Grosso,Centro-Oeste,6960.79,8500
Loja 160,Rondônia,Norte,7799.45,8200
Loja 161,Tocantins,Norte,9967.84,7000
Loja 162,Maranhão,Nordeste,9642.77,8500
Loja 163,Paraná,Sul,9698.62,8200
Loja 164,Goiás,Centro-Oeste,8111.56,7800
Loja 165,Paraná,Sul,7713.01,8200
Loja 166,Santa Catarina,Sul,7867.84,7500
Loja 167,Espírito Santo,Sudeste,7466.22,8200
Loja 168,Piauí,Nordeste,7900.32,8500
Loja 169,Minas Gerais,Sudeste,9674.72,7200
Loja 170,Rio Grande do Sul,Sul,6427.12,7000
