Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,9493.39,7000
Loja 2,Amapá,Norte,6125.67,8000
Loja 3,Acre,Norte,6057.34,7000
Loja 4,Bahia,Nordeste,6260.14,8200
Loja 5,Alagoas,Nordeste,6214.06,8200
Loja 6,Roraima,Norte,9715.13,7200
Loja 7,Santa Catarina,Sul,9591.14,8500
Loja 8,Bahia,Nordeste,6261.39,7500
Loja 9,Tocantins,Norte,7713.14,8000
Loja 10,Rondônia,Norte,6206.27,7200
Loja 11,Espírito Santo,Sudeste,7608.77,7200
Loja 12,Amapá,Norte,8061.18,7500
Loja 13,Paraná,Sul,8021.81,7800
Loja 14,Bahia,Nordeste,9533.53,7000
Loja 15,Mato Grosso,Centro-Oeste,8097.82,8500
Loja 16,Pernambuco,Nordeste,7657.51,7500
Loja 17,Rio Grande do Sul,Sul,7098.78,8500
Loja 18,Santa Catarina,Sul,6809.99,8000
Loja 19,Amapá,Norte,7754.99,8500
Loja 20,Pará,Norte,9496.09,7000
Loja 21,Maranhão,Nordeste,8303.7,8200
Loja 22,Paraíba,Nordeste,7871.4,7800
Loja 23,Tocantins,Norte,9130.09,7500
Loja 24,Mato Grosso,Centro-Oeste,6688.79,7200
Loja 25,Santa Catarina,Sul,9820.91,8200
Loja 26,Tocantins,Norte,6754.94,8200
Loja 27,Pará,Norte,8198.15,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,9662.29,8200
Loja 29,Espírito Santo,Sudeste,7381.04,8200
Loja 30,Rio de Janeiro,Sudeste,8450.9,7000
Loja 31,Minas Gerais,Sudeste,9550.75,7200
Loja 32,Goiás,Centro-Oeste,9916.17,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,6773.58,7500
Loja 34,Piauí,Nordeste,6331.64,7200
Loja 35,Minas Gerais,Sudeste,7196.3,7500
Loja 36,Pernambuco,Nordeste,7689.38,7000
Loja 37,Santa Catarina,Sul,7919.94,7500
Loja 38,Pará,Norte,7730.65,8200
Loja 39,Piauí,Nordeste,8143.37,7200
Loja 40,Rondônia,Norte,6403.74,7500
Loja 41,Rio Grande do Sul,Sul,8440.55,7800
Loja 42,Amapá,Norte,6548.78,7000
Loja 43,Alagoas,Nordeste,6252.96,7200
