Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,6349.98,7000
Loja 2,Amapá,Norte,6020.45,8000
Loja 3,Acre,Norte,8562.07,7000
Loja 4,Bahia,Nordeste,7275.42,8200
Loja 5,Alagoas,Nordeste,6040.64,8200
Loja 6,Roraima,Norte,8279.82,7200
Loja 7,Santa Catarina,Sul,9094.8,8500
Loja 8,Bahia,Nordeste,8134.25,7500
Loja 9,Tocantins,Norte,9818.82,8000
Loja 10,Rondônia,Norte,7887.52,7200
Loja 11,Espírito Santo,Sudeste,6034.11,7200
Loja 12,Amapá,Norte,6083.77,7500
Loja 13,Paraná,Sul,8916.51,7800
Loja 14,Bahia,Nordeste,8263.31,7000
Loja 15,Mato Grosso,Centro-Oeste,9634.08,8500
Loja 16,Pernambuco,Nordeste,9356.4,7500
Loja 17,Rio Grande do Sul,Sul,9249.36,8500
Loja 18,Santa Catarina,Sul,9343.18,8000
Loja 19,Amapá,Norte,6903.32,8500
Loja 20,Pará,Norte,9715.16,7000
Loja 21,Maranhão,Nordeste,7149.42,8200
Loja 22,Paraíba,Nordeste,8232.95,7800
Loja 23,Tocantins,Norte,8714.79,7500
Loja 24,Mato Grosso,Centro-Oeste,6240.84,7200
Loja 25,Santa Catarina,Sul,9812.36,8200
Loja 26,Tocantins,Norte,9669.24,8200
Loja 27,Pará,Norte,9444.59,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,9415.47,8200
Loja 29,Espírito Santo,Sudeste,9904.7,8200
Loja 30,Rio de Janeiro,Sudeste,7974.62,7000
Loja 31,Minas Gerais,Sudeste,6862.29,7200
Loja 32,Goiás,Centro-Oeste,6287.81,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,7753.67,7500
Loja 34,Piauí,Nordeste,8574.64,7200
Loja 35,Minas Gerais,Sudeste,7018.51,7500
Loja 36,Pernambuco,Nordeste,9185.75,7000
Loja 37,Santa Catarina,Sul,6028.09,7500
Loja 38,Pará,Norte,6750.92,8200
Loja 39,Piauí,Nordeste,9729.03,7200
Loja 40,Rondônia,Norte,6900.21,7500
Loja 41,Rio Grande do Sul,Sul,7627.63,7800
Loja 42,Amapá,Norte,7030.02,7000
Loja 43,Alagoas,Nordeste,8009.03,7200
Loja 44,Espírito Santo,Sudeste,6301.02,7800
Loja 45,Pará,Norte,9510.72,7500
Loja 46,Espírito Santo,Sudeste,7308.17,7500
Loja 47,Rio Grande do Sul,Sul,8567.83,7800
Loja 48,Acre,Norte,9083.87,8500
Loja 49,Rondônia,Norte,9731.4,7000
Loja 50,Roraima,Norte,8655.74,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,8118.02,8500
Loja 52,Acre,Norte,9728.5,8200
Loja 53,Maranhão,Nordeste,9468.91,8000
Loja 54,São Paulo,Sudeste,8956.48,7500
Loja 55,Ceará,Nordeste,8285.56,7200
Loja 56,Rio Grande do Norte,Nordeste,9423.14,8500
Loja 57,Mato Grosso,Centro-Oeste,6397.58,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,6440.31,7800
Loja 59,Paraíba,Nordeste,9267.23,8200
Loja 60,Santa Catarina,Sul,9436.27,8500
Loja 61,Mato Grosso do Sul,Centro-Oeste,7037.88,8200
Loja 62,Goiás,Centro-Oeste,6106.98,7800
Loja 63,Rondônia,Norte,6433.22,8500
Loja 64,Piauí,Nordeste,7942.92,8200
Loja 65,Amazonas,Norte,7512.42,7000
Loja 66,Espírito Santo,Sudeste,8280.38,8000
Loja 67,Santa Catarina,Sul,7639.01,7000
Loja 68,Piauí,Nordeste,8876.24,8500
Loja 69,Minas Gerais,Sudeste,8045.87,7800
Loja 70,Rondônia,Norte,6307.51,8000
Loja 71,Rio Grande do Sul,Sul,6174.27,8000
Loja 72,Espírito Santo,Sudeste,8232.59,8500
Loja 73,Bahia,Nordeste,6587.01,8200
Loja 74,Paraná,Sul,8427.18,7000
Loja 75,Pará,Norte,7270.37,8500
Loja 76,Ceará,Nordeste,8514.96,8500
Loja 77,Goiás,Centro-Oeste,9772.25,7200
Loja 78,Espírito Santo,Sudeste,8475.38,7500
Loja 79,Pará,Norte,8661.96,8200
Loja 80,Goiás,Centro-Oeste,8046.73,8000
Loja 81,Mato Grosso do Sul,Centro-Oeste,8551.95,8500
Loja 82,Mato Grosso,Centro-Oeste,7123.08,7500
