Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,6486.6,7000
Loja 2,Amapá,Norte,6673.41,8000
Loja 3,Acre,Norte,8596.65,7000
Loja 4,Bahia,Nordeste,8823.39,8200
Loja 5,Alagoas,Nordeste,8680.66,8200
Loja 6,Roraima,Norte,6562.34,7200
Loja 7,Santa Catarina,Sul,8156.43,8500
Loja 8,Bahia,Nordeste,9525.79,7500
Loja 9,Tocantins,Norte,9078.27,8000
Loja 10,Rondônia,Norte,8301.87,7200
Loja 11,Espírito Santo,Sudeste,7652.12,7200
Loja 12,Amapá,Norte,6624.62,7500
Loja 13,Paraná,Sul,9721.6,7800
Loja 14,Bahia,Nordeste,6861.5,7000
Loja 15,Mato Grosso,Centro-Oeste,7677.04,8500
Loja 16,Pernambuco,Nordeste,8592.64,7500
Loja 17,Rio Grande do Sul,Sul,6774.9,8500
Loja 18,Santa Catarina,Sul,9986.36,8000
Loja 19,Amapá,Norte,8704.68,8500
Loja 20,Pará,Norte,6617.86,7000
Loja 21,Maranhão,Nordeste,9719.46,8200
Loja 22,Paraíba,Nordeste,6785.78,7800
Loja 23,Tocantins,Norte,8607.16,7500
Loja 24,Mato Grosso,Centro-Oeste,7928.04,7200
Loja 25,Santa Catarina,Sul,7151.79,8200
Loja 26,Tocantins,Norte,9555.38,8200
Loja 27,Pará,Norte,8015.03,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,9628.33,8200
Loja 29,Espírito Santo,Sudeste,7330.81,8200
Loja 30,Rio de Janeiro,Sudeste,9403.23,7000
Loja 31,Minas Gerais,Sudeste,7675.97,7200
Loja 32,Goiás,Centro-Oeste,6880.81,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,9712.67,7500
Loja 34,Piauí,Nordeste,6023.38,7200
Loja 35,Minas Gerais,Sudeste,8394.08,7500
Loja 36,Pernambuco,Nordeste,7322.69,7000
Loja 37,Santa Catarina,Sul,9357.66,7500
Loja 38,Pará,Norte,8885.12,8200
Loja 39,Piauí,Nordeste,6218.35,7200
Loja 40,Rondônia,Norte,6264.95,7500
Loja 41,Rio Grande do Sul,Sul,6013.74,7800
Loja 42,Amapá,Norte,6168.46,7000
