Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Amapá,Norte,9620.08,7000
Loja 2,Amapá,Norte,7174.7,8000
Loja 3,Acre,Norte,9354.28,7000
Loja 4,Bahia,Nordeste,8375.38,8200
Loja 5,Alagoas,Nordeste,9334.32,8200
Loja 6,Roraima,Norte,6937.25,7200
Loja 7,Santa Catarina,Sul,8781.33,8500
Loja 8,Bahia,Nordeste,9470.67,7500
Loja 9,Tocantins,Norte,6472.48,8000
Loja 10,Rondônia,Norte,8155.32,7200
Loja 11,Espírito Santo,Sudeste,6744.89,7200
Loja 12,Amapá,Norte,9361.9,7500
Loja 13,Paraná,Sul,8239.71,7800
Loja 14,Bahia,Nordeste,6172.13,7000
Loja 15,Mato Grosso,Centro-Oeste,6134.56,8500
Loja 16,Pernambuco,Nordeste,6780.53,7500
Loja 17,Rio Grande do Sul,Sul,7384.72,8500
Loja 18,Santa Catarina,Sul,8020.85,8000
Loja 19,Amapá,Norte,8719.25,8500
Loja 20,Pará,Norte,8942.45,7000
Loja 21,Maranhão,Nordeste,7560.86,8200
Loja 22,Paraíba,Nordeste,7176.74,7800
Loja 23,Tocantins,Norte,9638.25,7500
Loja 24,Mato Grosso,Centro-Oeste,8230.92,7200
Loja 25,Santa Catarina,Sul,6565.04,8200
Loja 26,Tocantins,Norte,7342.48,8200
Loja 27,Pará,Norte,6841.61,8000
Loja 28,Mato Grosso do Sul,Centro-Oeste,7935.91,8200
Loja 29,Espírito Santo,Sudeste,8485.02,8200
Loja 30,Rio de Janeiro,Sudeste,6807.32,7000
Loja 31,Minas Gerais,Sudeste,9228.62,7200
Loja 32,Goiás,Centro-Oeste,7765.27,7500
Loja 33,Mato Grosso do Sul,Centro-Oeste,9290.96,7500
Loja 34,Piauí,Nordeste,8276.35,7200
Loja 35,Minas Gerais,Sudeste,9941.85,7500
Loja 36,Pernambuco,Nordeste,8177.58,7000
Loja 37,Santa Catarina,Sul,7262.61,7500
Loja 38,Pará,Norte,9555.16,8200
Loja 39,Piauí,Nordeste,7045.06,7200
Loja 40,Rondônia,Norte,6832.1,7500
Loja 41,Rio Grande do Sul,Sul,6925.23,7800
Loja 42,Amapá,Norte,9118.67,7000
Loja 43,Alagoas,Nordeste,8048.33,7200
Loja 44,Espírito Santo,Sudeste,7121.97,7800
Loja 45,Pará,Norte,9104.84,7500
Loja 46,Espírito Santo,Sudeste,6250.17,7500
Loja 47,Rio Grande do Sul,Sul,9668.92,7800
Loja 48,Acre,Norte,7448.7,8500
Loja 49,Rondônia,Norte,7285.11,7000
Loja 50,Roraima,Norte,7808.1,8500
Loja 51,Mato Grosso do Sul,Centro-Oeste,9674.76,8500
Loja 52,Acre,Norte,9321.84,8200
Loja 53,Maranhão,Nordeste,6457.81,8000
Loja 54,São Paulo,Sudeste,7526.21,7500
Loja 55,Ceará,Nordeste,6836.85,7200
Loja 56,Rio Grande do Norte,Nordeste,8721.01,8500
Loja 57,Mato Grosso,Centro-Oeste,9770.26,8500
Loja 58,Mato Grosso do Sul,Centro-Oeste,9415.58,7800
Loja 59,Paraíba,Nordeste,7626.93,8200
Loja 60,Santa Catarina,Sul,8958.53,8500
Loja 61,Mato Grosso do Sul,Centro-Oeste,7251.29,8200
Loja 62,Goiás,Centro-Oeste,8854.38,7800
Loja 63,Rondônia,Norte,7984.12,8500
Loja 64,Piauí,Nordeste,9664.5,8200
Loja 65,Amazonas,Norte,8394.08,7000
Loja 66,Espírito Santo,Sudeste,9823.71,8000
Loja 67,Santa Catarina,Sul,7366.02,7000
Loja 68,Piauí,Nordeste,7656.01,8500
Loja 69,Minas Gerais,Sudeste,6879.65,7800
Loja 70,Rondônia,Norte,8351.01,8000
Loja 71,Rio Grande do Sul,Sul,7058.68,8000
Loja 72,Espírito Santo,Sudeste,7735.74,8500
Loja 73,Bahia,Nordeste,7592.6,8200
Loja 74,Paraná,Sul,8436.76,7000
Loja 75,Pará,Norte,7438.8,8500
Loja 76,Ceará,Nordeste,9825.48,8500
Loja 77,Goiás,Centro-Oeste,7308.62,7200
Loja 78,Espírito Santo,Sudeste,8129.46,7500
Loja 79,Pará,Norte,6866.89,8200
Loja 80,Goiás,Centro-Oeste,8520.09,8000
Loja 81,Mato Grosso do Sul,Centro-Oeste,9789.88,8500
Loja 82,Mato Grosso,Centro-Oeste,8254.92,7500
Loja 83,Goiás,Centro-Oeste,6963.33,7800
Loja 84,Rio Grande do Sul,Sul,7911.8,7800
Loja 85,Amazonas,Norte,7777.69,7800
Loja 86,Mato Grosso,Centro-Oeste,8917.58,8000
Loja 87,Rio Grande do Sul,Sul,8395.24,8500
Loja 88,Mato Grosso,Centro-Oeste,6384.49,7200
Loja 89,Maranhão,Nordeste,7639.24,8000
Loja 90,Rio Grande do Norte,Nordeste,8366.14,7000
Loja 91,Santa Catarina,Sul,9413.05,7800
Loja 92,Rondônia,Norte,6018.43,7500
Loja 93,Mato Grosso,Centro-Oeste,7638.77,8200
Loja 94,Bahia,Nordeste,7777.38,8500
Loja 95,Rio de Janeiro,Sudeste,7928.88,8500
Loja 96,Sergipe,Nordeste,9446.74,7500
Loja 97,Roraima,Norte,7435.1,7500
Loja 98,Alagoas,Nordeste,8125.52,7000
Loja 99,Rio Grande do Norte,Nordeste,7247.52,8200
Loja 100,Santa Catarina,Sul,9032.01,7200
Loja 101,Rio Grande do Norte,Nordeste,9983.42,7800
Loja 102,Santa Catarina,Sul,8615.79,8200
Loja 103,Pernambuco,Nordeste,7071.28,7500
Loja 104,Minas Gerais,Sudeste,7044.88,8000
Loja 105,Alagoas,Nordeste,6958.78,8500
Loja 106,Espírito Santo,Sudeste,7347.29,8200
Loja 107,Piauí,Nordeste,7428.67,7000
Loja 108,Tocantins,Norte,8477.74,8000
Loja 109,Rio de Janeiro,Sudeste,6881.1,8200
Loja 110,Amazonas,Norte,8927.08,7800
Loja 111,Ceará,Nordeste,6171.9,7800
Loja 112,Rio Grande do Sul,Sul,6620.64,7800
Loja 113,Paraná,Sul,8927.71,8200
Loja 114,Goiás,Centro-Oeste,6592.15,8000
Loja 115,Rio Grande do Norte,Nordeste,9757.25,8200
Loja 116,Rio Grande do Norte,Nordeste,9153.19,7200
Loja 117,Mato Grosso do Sul,Centro-Oeste,9653.17,8500
Loja 118,Roraima,Norte,8421.7,7200
Loja 119,Piauí,Nordeste,7650.27,8000
Loja 120,Rio Grande do Sul,Sul,6213.54,8200
Loja 121,Bahia,Nordeste,9324.21,7200
Loja 122,Santa Catarina,Sul,6078.79,7500
Loja 123,Minas Gerais,Sudeste,9420.74,7200
Loja 124,Rio de Janeiro,Sudeste,8220.99,8500
Loja 125,Mato Grosso,Centro-Oeste,8988.51,8200
Loja 126,Alagoas,Nordeste,7240.92,8200
Loja 127,Roraima,Norte,9146.05,8500
Loja 128,Alagoas,Nordeste,8484.59,7800
Loja 129,Mato Grosso,Centro-Oeste,8779.08,7500
Loja 130,Alagoas,Nordeste,7916.86,8000
Loja 131,Pará,Norte,6113.41,8200
Loja 132,Pernambuco,Nordeste,7186.29,7800
Loja 133,Ceará,Nordeste,6947.77,7500
Loja 134,Santa Catarina,Sul,7045.65,7500
Loja 135,Rio Grande do Norte,Nordeste,9027.81,8200
Loja 136,Espírito Santo,Sudeste,7437.34,8200
Loja 137,Minas Gerais,Sudeste,8655.81,8500
Loja 138,Rondônia,Norte,7007.49,8200
Loja 139,Amazonas,Norte,9144.1,7200
Loja 140,Ceará,Nordeste,7304.93,7500
Loja 141,Tocantins,Norte,9249.15,8200
Loja 142,Mato Grosso,Centro-Oeste,9046.52,8500
Loja 143,Rondônia,Norte,8214.56,8000
Loja 144,Maranhão,Nordeste,9653.33,7200
Loja 145,Alagoas,Nordeste,9574.66,7500
Loja 146,Goiás,Centro-Oeste,6594.52,8200
Loja 147,Santa Catarina,Sul,8054.66,8500
Loja 148,Mato Grosso,Centro-Oeste,9279.68,8500
Loja 149,Paraná,Sul,6567.46,7000
Loja 150,Bahia,Nordeste,6730.43,7500
Loja 151,Paraná,Sul,7869.39,7500
Loja 152,São Paulo,Sudeste,7618.11,7200
Loja 153,Goiás,Centro-Oeste,8393.79,8500
Loja 154,Roraima,Norte,8289.64,7500
Loja 155,Alagoas,Nordeste,6424.77,7200
Loja 156,Pernambuco,Nordeste,9774.78,7200
Loja 157,Amazonas,Norte,6939.28,7800
Loja 158,Espírito Santo,Sudeste,6214.29,8500
Loja 159,Mato Grosso do Sul,Centro-Oeste,8748.74,8200
Loja 160,Paraná,Sul,8155.46,7200
Loja 161,Rio de Janeiro,Sudeste,9063.65,8200
Loja 162,Ceará,Nordeste,8275.01,8000
Loja 163,Rondônia,Norte,6164.24,7800
Loja 164,Rio Grande do Norte,Nordeste,7984.92,7800
Loja 165,Rio Grande do Sul,Sul,8334.28,7500
Loja 166,Espírito Santo,Sudeste,9218.68,8500
Loja 167,Pernambuco,Nordeste,7890.7,7200
Loja 168,Amapá,Norte,7384.65,7500
Loja 169,Maranhão,Nordeste,9522.65,7200
Loja 170,Rio de Janeiro,Sudeste,7472.26,8000
Loja 171,Ceará,Nordeste,6403.18,8000
Loja 172,Espírito Santo,Sudeste,7127.54,7200
Loja 173,Piauí,Nordeste,9711.59,7000
Loja 174,Santa Catarina,Sul,7279.05,7000
Loja 175,Espírito Santo,Sudeste,8132.33,8200
Loja 176,Roraima,Norte,9549.45,7500
Loja 177,Sergipe,Nordeste,9223.15,8200
Loja 178,Tocantins,Norte,9763.97,7000
Loja 179,Tocantins,Norte,9308.75,8000
Loja 180,Maranhão,Nordeste,9832.5,7500
Loja 181,Mato Grosso,Centro-Oeste,6337.27,8200
Loja 182,Pernambuco,Nordeste,9018.38,8500
Loja 183,Acre,Norte,6811.19,8500
Loja 184,Rio Grande do Norte,Nordeste,6056.76,7200
Loja 185,Bahia,Nordeste,9435.48,8200
Loja 186,Rio Grande do Norte,Nordeste,6407.36,7000
Loja 187,Paraíba,Nordeste,6056.31,8200
Loja 188,Rondônia,Norte,9546.11,7000
Loja 189,Minas Gerais,Sudeste,9147.5,8200
Loja 190,São Paulo,Sudeste,7687.13,8200
Loja 191,Mato Grosso do Sul,Centro-Oeste,7468.66,7500
Loja 192,Ceará,Nordeste,7107.76,8200
Loja 193,Bahia,Nordeste,7816.33,8200
Loja 194,Amapá,Norte,8476.88,7800
Loja 195,Ceará,Nordeste,9000.93,8200
Loja 196,Espírito Santo,Sudeste,7547.26,8000
Loja 197,Ceará,Nordeste,7984.89,8000
Loja 198,Rio de Janeiro,Sudeste,6511.41,8000
Loja 199,Mato Grosso do Sul,Centro-Oeste,8139.62,8200
Loja 200,Mato Grosso do Sul,Centro-Oeste,6397.42,8000
Loja 201,São Paulo,Sudeste,6713.63,7000
Loja 202,Santa Catarina,Sul,9875.08,8000
Loja 203,Piauí,Nordeste,7697.05,7200
Loja 204,Ceará,Nordeste,7110.17,7800
Loja 205,Espírito Santo,Sudeste,7478.93,7000
Loja 206,Maranhão,Nordeste,9625.16,8200
Loja 207,Paraíba,Nordeste,7096.67,7000
Loja 208,Pará,Norte,9785.98,7200
Loja 209,Alagoas,Nordeste,7897.85,8200
Loja 210,Minas Gerais,Sudeste,7219.01,7500
Loja 211,Minas Gerais,Sudeste,9975.06,7200
Loja 212,Amazonas,Norte,7365.21,7200
Loja 213,Santa Catarina,Sul,6358.4,7000
Loja 214,Piauí,Nordeste,9612.83,7500
Loja 215,São Paulo,Sudeste,9298.01,8200
Loja 216,Roraima,Norte,9511.24,8200
Loja 217,Roraima,Norte,7616.24,8200
Loja 218,Maranhão,Nordeste,9264.45,7500
Loja 219,Piauí,Nordeste,7288.5,8000
Loja 220,Amapá,Norte,6995.6,7500
Loja 221,Bahia,Nordeste,7195.78,8500
Loja 222,Pernambuco,Nordeste,6455.76,8500
Loja 223,Minas Gerais,Sudeste,6054.47,7000
Loja 224,São Paulo,Sudeste,9207.97,7000
Loja 225,Rio de Janeiro,Sudeste,6455.81,7000
Loja 226,Goiás,Centro-Oeste,9357.37,7800
Loja 227,Paraíba,Nordeste,9114.3,7000
Loja 228,Rio Grande do Sul,Sul,7229.11,8000
Loja 229,São Paulo,Sudeste,8749.95,7200
Loja 230,Ceará,Nordeste,6464.74,8500
Loja 231,Piauí,Nordeste,9562.6,7200
Loja 232,Alagoas,Nordeste,8041.27,8500
Loja 233,Maranhão,Nordeste,8349.24,8000
Loja 234,Paraíba,Nordeste,7735.38,7500
Loja 235,Roraima,Norte,9027.5,7200
Loja 236,Roraima,Norte,8477.1,7000
Loja 237,Pernambuco,Nordeste,7875.06,7500
Loja 238,Rio de Janeiro,Sudeste,6211.29,8500
Loja 239,Paraíba,Nordeste,8145.71,8500
Loja 240,Sergipe,Nordeste,6458.76,7500
Loja 241,Rio Grande do Sul,Sul,6609.08,7800
Loja 242,Pernambuco,Nordeste,7154.4,8200
Loja 243,Sergipe,Nordeste,7462.41,8500
Loja 244,Sergipe,Nordeste,7593.94,8200
Loja 245,Mato Grosso,Centro-Oeste,7729.58,7000
Loja 246,Maranhão,Nordeste,6607.37,7500
Loja 247,Amapá,Norte,7143.27,7000
Loja 248,Mato Grosso,Centro-Oeste,8864.5,8500
Loja 249,Alagoas,Nordeste,7140.37,7800
Loja 250,Piauí,Nordeste,6671.7,8200
Loja 251,São Paulo,Sudeste,8651.98,7500
Loja 252,Amapá,Norte,6515.14,7200
Loja 253,Ceará,Nordeste,8590.54,8000
Loja 254,Goiás,Centro-Oeste,8085.07,8500
Loja 255,Acre,Norte,6873.89,7800
Loja 256,Mato Grosso,Centro-Oeste,9392.14,7000
Loja 257,Maranhão,Nordeste,7139.11,7200
Loja 258,Rio Grande do Sul,Sul,8722.32,7000
Loja 259,Pará,Norte,6755.2,8000
Loja 260,Tocantins,Norte,8897.03,8500
Loja 261,Alagoas,Nordeste,6579.46,7000
Loja 262,Amazonas,Norte,7275.46,7500
Loja 263,Rio Grande do Norte,Nordeste,7564.73,7200
Loja 264,Ceará,Nordeste,7748.46,8500
Loja 265,Bahia,Nordeste,7977.2,7500
Loja 266,Alagoas,Nordeste,7116.56,7200
Loja 267,Rondônia,Norte,8348.81,8500
Loja 268,Amapá,Norte,9037.1,7000
Loja 269,Sergipe,Nordeste,6615.4,7500
