Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Maranhão,Nordeste,6562.75,7000
Loja 2,Amazonas,Norte,6881.66,7500
Loja 3,São Paulo,Sudeste,6485.43,8500
Loja 4,Minas Gerais,Sudeste,6605.14,7000
Loja 5,Pernambuco,Nordeste,6845.69,8000
Loja 6,Bahia,Nordeste,8105.74,8200
Loja 7,Paraíba,Nordeste,8493.96,7200
Loja 8,Roraima,Norte,6708.36,7800
Loja 9,Santa Catarina,Sul,7326.59,7200
Loja 10,Sergipe,Nordeste,7815.74,7800
Loja 11,Sergipe,Nordeste,9908.92,7200
Loja 12,Pernambuco,Nordeste,9526.18,8000
Loja 13,Amapá,Norte,9933.66,8000
Loja 14,Rio Grande do Sul,Sul,7297.45,7200
Loja 15,Espírito Santo,Sudeste,9750.24,7200
Loja 16,Ceará,Nordeste,6129.33,7000
Loja 17,Pará,Norte,7643.61,8200
Loja 18,Mato Grosso,Centro-Oeste,8692.11,8000
Loja 19,Paraná,Sul,8036.48,7500
Loja 20,Minas Gerais,Sudeste,6127.24,8200
Loja 21,Paraíba,Nordeste,6164.57,8500
Loja 22,Mato Grosso do Sul,Centro-Oeste,7753.42,8000
Loja 23,Rondônia,Norte,8222.32,7800
Loja 24,Santa Catarina,Sul,6127.41,8500
Loja 25,Ceará,Nordeste,9443.2,7000
Loja 26,Mato Grosso,Centro-Oeste,9245.23,7800
Loja 27,Piauí,Nordeste,7439.25,8000
Loja 28,Espírito Santo,Sudeste,9481.07,8200
Loja 29,Maranhão,Nordeste,9024.4,7500
Loja 30,Amapá,Norte,6528.13,7500
Loja 31,Roraima,Norte,7305.75,8200
Loja 32,Alagoas,Nordeste,6102.82,7000
Loja 33,Amazonas,Norte,6615.04,7000
Loja 34,Maranhão,Nordeste,8262.14,7000
Loja 35,Pernambuco,Nordeste,6682.05,8000
Loja 36,Ceará,Nordeste,6020.28,8500
Loja 37,Piauí,Nordeste,9693.22,7500
Loja 38,Rio Grande do Sul,Sul,8042.83,8000
Loja 39,Piauí,Nordeste,8095.72,8000
Loja 40,Roraima,Norte,9651.65,8200
Loja 41,Rio Grande do Sul,Sul,8793.18,8200
Loja 42,Paraíba,Nordeste,6035.22,7000
Loja 43,Piauí,Nordeste,9588.16,7200
Loja 44,São Paulo,Sudeste,8989.0,7200
Loja 45,Amapá,Norte,9843.88,7000
Loja 46,Santa Catarina,Sul,8350.68,7500
Loja 47,Sergipe,Nordeste,9083.22,7800
Loja 48,Tocantins,Norte,8478.84,8000
Loja 49,Ceará,Nordeste,9120.04,8000
Loja 50,Santa Catarina,Sul,8073.64,8000
Loja 51,Rondônia,Norte,7373.03,8000
Loja 52,Pernambuco,Nordeste,6569.8,8000
Loja 53,Alagoas,Nordeste,9771.27,8200
Loja 54,Maranhão,Nordeste,8822.95,7800
Loja 55,Paraná,Sul,7774.47,8500
Loja 56,Espírito Santo,Sudeste,7117.28,7800
Loja 57,Maranhão,Nordeste,9468.13,7800
Loja 58,Bahia,Nordeste,7615.38,7500
Loja 59,Pará,Norte,6079.93,8200
Loja 60,Roraima,Norte,8199.6,7000
Loja 61,Paraíba,Nordeste,7431.77,8200
Loja 62,Amapá,Norte,9487.33,7800
Loja 63,Mato Grosso,Centro-Oeste,7770.31,7800
Loja 64,Bahia,Nordeste,6249.68,8000
Loja 65,Rio de Janeiro,Sudeste,7603.51,8500
Loja 66,Mato Grosso,Centro-Oeste,6379.06,7000
Loja 67,Paraná,Sul,8129.88,7200
Loja 68,Pernambuco,Nordeste,9603.7,8500
Loja 69,Mato Grosso,Centro-Oeste,7472.17,7500
Loja 70,Bahia,Nordeste,8909.22,7000
Loja 71,Rio Grande do Norte,Nordeste,7774.53,7800
Loja 72,Maranhão,Nordeste,8495.28,7500
Loja 73,Roraima,Norte,7018.95,8500
Loja 74,Alagoas,Nordeste,6963.77,7200
Loja 75,Minas Gerais,Sudeste,6046.39,8200
Loja 76,Santa Catarina,Sul,9428.47,7800
Loja 77,Amapá,Norte,6693.86,7200
Loja 78,Goiás,Centro-Oeste,6959.44,7000
Loja 79,Ceará,Nordeste,7384.95,8000
Loja 80,Roraima,Norte,8945.98,7000
Loja 81,Goiás,Centro-Oeste,7413.64,7000
Loja 82,Rio de Janeiro,Sudeste,9104.27,7200
Loja 83,Paraíba,Nordeste,8486.93,8200
Loja 84,Paraíba,Nordeste,7940.44,7000
Loja 85,Santa Catarina,Sul,7140.26,7000
Loja 86,Alagoas,Nordeste,8539.32,8200
Loja 87,Mato Grosso do Sul,Centro-Oeste,6983.92,8500
Loja 88,Mato Grosso,Centro-Oeste,8631.6,8000
Loja 89,Minas Gerais,Sudeste,8731.92,8000
