Loja,Estado,Região,Valor vendido,Meta de Vendas
Loja 1,Maranhão,Nordeste,8898.7,7000
Loja 2,Amazonas,Norte,8231.89,7500
Loja 3,São Paulo,Sudeste,9247.13,8500
Loja 4,Minas Gerais,Sudeste,8125.9,7000
Loja 5,Pernambuco,Nordeste,8498.14,8000
Loja 6,Bahia,Nordeste,8577.58,8200
Loja 7,Paraíba,Nordeste,7290.82,7200
Loja 8,Roraima,Norte,8483.84,7800
Loja 9,Santa Catarina,Sul,7253.86,7200
Loja 10,Sergipe,Nordeste,7810.51,7800
Loja 11,Sergipe,Nordeste,7623.39,7200
Loja 12,Pernambuco,Nordeste,8718.6,8000
Loja 13,Amapá,Norte,8578.08,8000
Loja 14,Rio Grande do Sul,Sul,6516.64,7200
Loja 15,Espírito Santo,Sudeste,9524.18,7200
Loja 16,Ceará,Nordeste,9492.86,7000
Loja 17,Pará,Norte,6922.23,8200
Loja 18,Mato Grosso,Centro-Oeste,7312.4,8000
Loja 19,Paraná,Sul,6306.54,7500
Loja 20,Minas Gerais,Sudeste,6178.55,8200
Loja 21,Paraíba,Nordeste,7979.78,8500
Loja 22,Mato Grosso do Sul,Centro-Oeste,9314.86,8000
Loja 23,Rondônia,Norte,7239.33,7800
Loja 24,Santa Catarina,Sul,8283.23,8500
Loja 25,Ceará,Nordeste,8143.29,7000
Loja 26,Mato Grosso,Centro-Oeste,7933.99,7800
Loja 27,Piauí,Nordeste,9404.55,8000
Loja 28,Espírito Santo,Sudeste,6524.05,8200
Loja 29,Maranhão,Nordeste,7602.27,7500
Loja 30,Amapá,Norte,6478.31,7500
Loja 31,Roraima,Norte,6264.62,8200
Loja 32,Alagoas,Nordeste,8397.49,7000
Loja 33,Amazonas,Norte,6394.12,7000
Loja 34,Maranhão,Nordeste,8380.46,7000
Loja 35,Pernambuco,Nordeste,7042.73,8000
Loja 36,Ceará,Nordeste,6348.93,8500
Loja 37,Piauí,Nordeste,6408.77,7500
